Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік,
"АТ ""Місто банк""",поточний рахунок,26008001030506,"24218,14",Опозиційний блок,Центральний офіс,37120464,Україна,2018-03-31,1,2018,
"ПАТ ""ПУМБ""",поточний рахунок,260058463,0,Опозиційний блок,Центральний офіс,37120464,Україна,2018-03-31,1,2018,
"ПАТ ""Укрсоцбанк""",поточний рахунок,26007011076294,6132,Опозиційний блок,Центральний офіс,37120464,Україна,2018-03-31,1,2018,
"АТ ""Місто банк""",поточний рахунок,26042001030506,0,Опозиційний блок,Центральний офіс,37120464,Україна,2018-03-31,1,2018,
"АТ ""Місто банк""",рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності,26007002030506,"7689547,45",Опозиційний блок,Центральний офіс,37120464,Україна,2018-03-31,1,2018,
"АТ ""Ощадбанк""",поточний рахунок,26001300992077,0,Опозиційний блок,Бахмутська міська організація,39904680,Донецька область,2018-03-31,1,2018,
"АТ ""Ощадбанк""",поточний рахунок,26008300990180,"3505,96",Опозиційний блок,Бахмутська районна організація,39907559,Донецька область,2018-03-31,1,2018,
"АТ ""Ощадбанк""",поточний рахунок,26009300831787,"1391,74",Опозиційний блок,Великоновосілківська районна організація,39947435,Донецька область,2018-03-31,1,2018,
"АТ ""Ощадбанк""",поточний рахунок,26000300833751,"7576,48",Опозиційний блок,Волноваська районна організація,39945202,Донецька область,2018-03-31,1,2018,
"ПАТ ""ПУМБ""",поточний рахунок,2600614183,0,Опозиційний блок,Володарська районна організація,39913123,Донецька область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004051823384,0,Опозиційний блок,Вугледарська міська організація,39959058,Донецька область,2018-03-31,1,2018,
"АТ ""Ощадбанк""",поточний рахунок,26001300840022,"3772,24",Опозиційний блок,Добропільська міська організація,39906749,Донецька область,2018-03-31,1,2018,
"АТ ""Ощадбанк""",поточний рахунок,26009300842743,"685,83",Опозиційний блок,Добропільська районна організація,39921658,Донецька область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006053607917,"100,17",Опозиційний блок,Дружківська міська організація,39901343,Донецька область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001053607086,"245,42",Опозиційний блок,Костянтинівська районна організація,39897510,Донецька область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009053604382,"338,6",Опозиційний блок,Краматорська міська організація,39898949,Донецька область,2018-03-31,1,2018,
"АТ ""Ощадбанк""",поточний рахунок,26007300828305,"18,98",Опозиційний блок,Краснолиманська міська організація,39912690,Донецька область,2018-03-31,1,2018,
"АТ ""Ощадбанк""",поточний рахунок,26001300831495,"3242,05",Опозиційний блок,Мар’їнська районна організація,39904009,Донецька область,2018-03-31,1,2018,
"ПАТ ""ПУМБ""",поточний рахунок,2600214189,"185,11",Опозиційний блок,Маріупольська міська організація,39905107,Донецька область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006051828075,"4355,45",Опозиційний блок,Мирноградська міська організація,39951441,Донецька область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009051827534,0,Опозиційний блок,Новогродівська міська організація,39904281,Донецька область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26055051820165,0,Опозиційний блок,Новогродівська міська організація,39904281,Донецька область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006053607531,"28,41",Опозиційний блок,Олександрівська районна організація,39908600,Донецька область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26057053609232,0,Опозиційний блок,Олександрівська районна організація,39908600,Донецька область,2018-03-31,1,2018,
"ПАТ ""ПУМБ""",поточний рахунок,2600115288,0,Опозиційний блок,Першотравнева районна організація,39929882,Донецька область,2018-03-31,1,2018,
"АТ ""Ощадбанк""",поточний рахунок,26005300845391,"747,91",Опозиційний блок,Покровська міська організація,39949060,Донецька область,2018-03-31,1,2018,
"АТ ""Ощадбанк""",поточний рахунок,26000300844988,"1675,08",Опозиційний блок,Покровська районна організація,39926169,Донецька область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000051830810,"0,25",Опозиційний блок,Селидовська міська організація,39910295,Донецька область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002053609629,0,Опозиційний блок,Слов’янська міська організація,39902834,Донецька область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007053606382,0,Опозиційний блок,Слов’янська районна організація,39923236,Донецька область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26054053605552,0,Опозиційний блок,Слов’янська районна організація,39923236,Донецька область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003053219452,0,Опозиційний блок,Новобузька районна організація,39843072,Миколаївська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000053226136,1394,Опозиційний блок,Первомайська міська організація,39874273,Миколаївська область,2018-03-31,1,2018,
"АТ ""Ощадбанк""",поточний рахунок,26003300956959,0,Опозиційний блок,Кременчуцька міська організація,39966510,Полтавська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності,26005084635547,0,Опозиційний блок,Кременчуцька міська організація,39966510,Полтавська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000055333424,0,Опозиційний блок,Вінницька обласна організація,37618150,Вінницька область,2018-03-31,1,2018,
"ПАТ ""ПУМБ""",поточний рахунок,2600815360,0,Опозиційний блок,Вінницька обласна організація,37618150,Вінницька область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності,26000055333424,"462,09",Опозиційний блок,Вінницька обласна організація,37618150,Вінницька область,2018-03-31,1,2018,
"ПАТ ""ПУМБ""",поточний рахунок,2600813320,"10703,47",Опозиційний блок,Дніпропетровська обласна організація,39750015,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ ""ПУМБ""",рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності,2600043190,"173305,4",Опозиційний блок,Дніпропетровська обласна організація,39750015,Дніпропетровська область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007053610066,"72,19",Опозиційний блок,Донецька обласна організація,39751914,Донецька область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності,26007053610066,"116,74",Опозиційний блок,Донецька обласна організація,39751914,Донецька область,2018-03-31,1,2018,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008055807991,"7720,91",Опозиційний блок,Житомирська обласна організація,39929086,Житомирська область,2018-03-31,1,2018,
