Дата здійснення платежу з рахунку політичної партії,Найменування банку,Номер розрахункового документа,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Місце проживання (для фіз. осіб)/Юридична адреса (для юр. осіб),Цільове призначення платежу,Код рядка,Текстова розшифровка коду витрат,Сума (грн),Тип бенефіціара,Вид рахунку,Партія,Місцева організація,Код ЄДРПОУ осередку,Номер рахунку,Географічний обʼєкт,Квартал,Рік,Внутрішньопартійні транзакції
01.09.2022,"АТ КБ ""ПРИВАТБАНК""",Згідно умов та правил публічного Договору щодо обслуговування корпоративних клієнтів банку,"АТ КБ ""ПРИВАТБАНК""",14360570,"вул. Грушевського, буд. 1Д, м. Київ",комісія за обслуговування недіючого рахунку 26006055118539 за серпень 2022 р згідно тарифів банку без пдв,381,Банківські послуги,100.0,Юридична особа,Поточний рахунок,ПОЛІТИЧНОЇ ПАРТІЇ ГРОМАДЯНСЬКИЙ РУХ ХВИЛЯ,ТЕРНОПІЛЬСЬКА ОБЛАСНА організація,42371954,UA343387830000026006055118539,Тернопільська область,4,2022,
01.08.2022,"АТ КБ ""ПРИВАТБАНК""",Згідно умов та правил публічного Договору щодо обслуговування корпоративних клієнтів банку,"АТ КБ ""ПРИВАТБАНК""",14360570,"вул. Грушевського, буд. 1Д, м. Київ",комісія за обслуговування недіючого рахунку 26006055118539 за липень 2022 р згідно тарифів банку без пдв,381,Банківські послуги,100.0,Юридична особа,Поточний рахунок,ПОЛІТИЧНОЇ ПАРТІЇ ГРОМАДЯНСЬКИЙ РУХ ХВИЛЯ,ТЕРНОПІЛЬСЬКА ОБЛАСНА організація,42371954,UA343387830000026006055118539,Тернопільська область,4,2022,
01.07.2022,"АТ КБ ""ПРИВАТБАНК""",Згідно умов та правил публічного Договору щодо обслуговування корпоративних клієнтів банку,"АТ КБ ""ПРИВАТБАНК""",14360570,"вул. Грушевського, буд. 1Д, м. Київ",комісія за обслуговування недіючого рахунку 26006055118539 за червень 2022 р згідно тарифів банку без пдв,381,Банківські послуги,100.0,Юридична особа,Поточний рахунок,ПОЛІТИЧНОЇ ПАРТІЇ ГРОМАДЯНСЬКИЙ РУХ ХВИЛЯ,ТЕРНОПІЛЬСЬКА ОБЛАСНА організація,42371954,UA343387830000026006055118539,Тернопільська область,4,2022,
01.06.2022,"АТ КБ ""ПРИВАТБАНК""",Згідно умов та правил публічного Договору щодо обслуговування корпоративних клієнтів банку,"АТ КБ ""ПРИВАТБАНК""",14360570,"вул. Грушевського, буд. 1Д, м. Київ",комісія за обслуговування недіючого рахунку 26006055118539 за травень 2022 р згідно тарифів банку без пдв,381,Банківські послуги,100.0,Юридична особа,Поточний рахунок,ПОЛІТИЧНОЇ ПАРТІЇ ГРОМАДЯНСЬКИЙ РУХ ХВИЛЯ,ТЕРНОПІЛЬСЬКА ОБЛАСНА організація,42371954,UA343387830000026006055118539,Тернопільська область,4,2022,
02.05.2022,"АТ КБ ""ПРИВАТБАНК""",Згідно умов та правил публічного Договору щодо обслуговування корпоративних клієнтів банку,"АТ КБ ""ПРИВАТБАНК""",14360570,"вул. Грушевського, буд. 1Д, м. Київ",комісія за обслуговування недіючого рахунку 26006055118539 за квітень 2022 р згідно тарифів банку без пдв,381,Банківські послуги,100.0,Юридична особа,Поточний рахунок,ПОЛІТИЧНОЇ ПАРТІЇ ГРОМАДЯНСЬКИЙ РУХ ХВИЛЯ,ТЕРНОПІЛЬСЬКА ОБЛАСНА організація,42371954,UA343387830000026006055118539,Тернопільська область,4,2022,
01.04.2022,"АТ КБ ""ПРИВАТБАНК""",Згідно умов та правил публічного Договору щодо обслуговування корпоративних клієнтів банку,"АТ КБ ""ПРИВАТБАНК""",14360570,"вул. Грушевського, буд. 1Д, м. Київ",комісія за обслуговування недіючого рахунку 26006055118539 за березень 2022 р згідно тарифів банку без пдв,381,Банківські послуги,100.0,Юридична особа,Поточний рахунок,ПОЛІТИЧНОЇ ПАРТІЇ ГРОМАДЯНСЬКИЙ РУХ ХВИЛЯ,ТЕРНОПІЛЬСЬКА ОБЛАСНА організація,42371954,UA343387830000026006055118539,Тернопільська область,4,2022,
01.03.2022,"АТ КБ ""ПРИВАТБАНК""",Згідно умов та правил публічного Договору щодо обслуговування корпоративних клієнтів банку,"АТ КБ ""ПРИВАТБАНК""",14360570,"вул. Грушевського, буд. 1Д, м. Київ",комісія за обслуговування недіючого рахунку 26006055118539 за лютий 2022 р згідно тарифів банку без пдв,381,Банківські послуги,100.0,Юридична особа,Поточний рахунок,ПОЛІТИЧНОЇ ПАРТІЇ ГРОМАДЯНСЬКИЙ РУХ ХВИЛЯ,ТЕРНОПІЛЬСЬКА ОБЛАСНА організація,42371954,UA343387830000026006055118539,Тернопільська область,4,2022,
01.02.2022,"АТ КБ ""ПРИВАТБАНК""",Згідно умов та правил публічного Договору щодо обслуговування корпоративних клієнтів банку,"АТ КБ ""ПРИВАТБАНК""",14360570,"вул. Грушевського, буд. 1Д, м. Київ",комісія за обслуговування недіючого рахунку 26006055118539 за січень 2022 р згідно тарифів банку без пдв,381,Банківські послуги,100.0,Юридична особа,Поточний рахунок,ПОЛІТИЧНОЇ ПАРТІЇ ГРОМАДЯНСЬКИЙ РУХ ХВИЛЯ,ТЕРНОПІЛЬСЬКА ОБЛАСНА організація,42371954,UA343387830000026006055118539,Тернопільська область,4,2022,
04.01.2022,"АТ КБ ""ПРИВАТБАНК""",Згідно умов та правил публічного Договору щодо обслуговування корпоративних клієнтів банку,"АТ КБ ""ПРИВАТБАНК""",14360570,"вул. Грушевського, буд. 1Д, м. Київ",комісія за обслуговування недіючого рахунку 26006055118539 за грудень 2021 р згідно тарифів банку без пдв,381,Банківські послуги,100.0,Юридична особа,Поточний рахунок,ПОЛІТИЧНОЇ ПАРТІЇ ГРОМАДЯНСЬКИЙ РУХ ХВИЛЯ,ТЕРНОПІЛЬСЬКА ОБЛАСНА організація,42371954,UA343387830000026006055118539,Тернопільська область,4,2022,
16.12.2022,"АТ КБ ""ПриватБанк""",Згідно умов та правил публічного Договору щодо обслуговування корпоративних клієнтів банку,"АТ КБ ""ПриватБанк""",14360570,"вул. Грушевського, буд. 1Д, м. Київ",комісія за обслуговування недіючого рахунку 26008006218783 за листопад 2022 р згідно тарифів банку без пдв,381,Банківські послуги,100.0,Юридична особа,Поточний рахунок,ПОЛІТИЧНОЇ ПАРТІЇ ГРОМАДЯНСЬКИЙ РУХ ХВИЛЯ,КИЇВСЬКА ОБЛАСНА організація,36355547,UA603052990000026008006218783,Київська область,4,2022,
