Вид фінансових зобовʼязань,Дата виникнення,Сума (вартість) зобовʼязання на момент виникнення,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Місце проживання (для фіз. осіб)/Юридична адреса (для юр. осіб),Сума (вартість) на кінець звітного періоду грн,Тип особи,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Квартал,Рік
Оплата коміссійної винагороди РКО відповідно до п. 5.5. тарифного пакету,31.01.2023,25,"АТ ""БТА Банк""",14359845,"м. Київ, вул. Щербаківського, буд. 35",0,Юридична особа,ГРОМАДА І ЗАКОН,Центральний офіс,39969328,Київ,4,2023
Оплата коміссійної винагороди РКО відповідно до п. 5.5. тарифного пакету,28.02.2023,25,"АТ ""БТА Банк""",14359845,"м. Київ, вул. Щербаківського, буд. 35",0,Юридична особа,ГРОМАДА І ЗАКОН,Центральний офіс,39969328,Київ,4,2023
Оплата коміссійної винагороди РКО відповідно до п. 5.5. тарифного пакету,31.03.2023,25,"АТ ""БТА Банк""",14359845,"м. Київ, вул. Щербаківського, буд. 35",0,Юридична особа,ГРОМАДА І ЗАКОН,Центральний офіс,39969328,Київ,4,2023
Оплата коміссійної винагороди РКО відповідно до п. 5.5. тарифного пакету,28.04.2023,25,"АТ ""БТА Банк""",14359845,"м. Київ, вул. Щербаківського, буд. 35",0,Юридична особа,ГРОМАДА І ЗАКОН,Центральний офіс,39969328,Київ,4,2023
Оплата коміссійної винагороди РКО відповідно до п. 5.5. тарифного пакету,31.05.2023,25,"АТ ""БТА Банк""",14359845,"м. Київ, вул. Щербаківського, буд. 35",0,Юридична особа,ГРОМАДА І ЗАКОН,Центральний офіс,39969328,Київ,4,2023
Оплата коміссійної винагороди РКО відповідно до п. 5.5. тарифного пакету,30.06.2023,25,"АТ ""БТА Банк""",14359845,"м. Київ, вул. Щербаківського, буд. 35",0,Юридична особа,ГРОМАДА І ЗАКОН,Центральний офіс,39969328,Київ,4,2023
Оплата коміссійної винагороди РКО відповідно до п. 5.5. тарифного пакету,31.07.2023,25,"АТ ""БТА Банк""",14359845,"м. Київ, вул. Щербаківського, буд. 35",0,Юридична особа,ГРОМАДА І ЗАКОН,Центральний офіс,39969328,Київ,4,2023
Оплата коміссійної винагороди РКО відповідно до п. 5.5. тарифного пакету,31.08.2023,25,"АТ ""БТА Банк""",14359845,"м. Київ, вул. Щербаківського, буд. 35",0,Юридична особа,ГРОМАДА І ЗАКОН,Центральний офіс,39969328,Київ,4,2023
Оплата коміссійної винагороди РКО відповідно до п. 5.5. тарифного пакету,29.09.2023,25,"АТ ""БТА Банк""",14359845,"м. Київ, вул. Щербаківського, буд. 35",0,Юридична особа,ГРОМАДА І ЗАКОН,Центральний офіс,39969328,Київ,4,2023
Оплата коміссійної винагороди РКО відповідно до п. 5.5. тарифного пакету,31.10.2023,25,"АТ ""БТА Банк""",14359845,"м. Київ, вул. Щербаківського, буд. 35",0,Юридична особа,ГРОМАДА І ЗАКОН,Центральний офіс,39969328,Київ,4,2023
Оплата коміссійної винагороди РКО відповідно до п. 5.5. тарифного пакету,30.11.2023,25,"АТ ""БТА Банк""",14359845,"м. Київ, вул. Щербаківського, буд. 35",0,Юридична особа,ГРОМАДА І ЗАКОН,Центральний офіс,39969328,Київ,4,2023
Оплата коміссійної винагороди РКО відповідно до п. 5.5. тарифного пакету,29.12.2023,25,"АТ ""БТА Банк""",14359845,"м. Київ, вул. Щербаківського, буд. 35",0,Юридична особа,ГРОМАДА І ЗАКОН,Центральний офіс,39969328,Київ,4,2023
