Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік,
"АТ ""Укрсиббанк""",поточний рахунок,26006530146200,"180039,37","Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,
"АТ ""Райффайзен банк Аваль""",рахунок виборчого фонду політичної партії,2643273,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,поточний рахунок виборчого фонду кандидата Кириндась О.Б.
"АТ ""Райффайзен банк Аваль""",рахунок виборчого фонду політичної партії,2643566,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,поточний рахунок виборчого фонду кандидата Дудар І.М.
"ПАТ ""АКБ ""Конкорд""",рахунок виборчого фонду політичної партії,26438201124801,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,поточний рахунок виборчого фонду кандидата Рульова С.М.
"АТ ""Ощадбанк""",рахунок виборчого фонду політичної партії,26420300639567,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,"накопичувальний рахунок виборчого фонду Боршівської районної організації Політичної партії ""Об’єднання ""Самопоміч"""
"АТ ""Ощадбанк""",рахунок виборчого фонду політичної партії,26429301639567,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,"поточний рахунок виборчого фонду Боршівської районної організації Політичної партії ""Об’єднання ""Самопоміч"""
"АТ ""Ощадбанк""",рахунок виборчого фонду політичної партії,26434500660444,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,поточний рахунок виборчого фонду кандидата Цісарук Наталія Олександрівна
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26435052200011,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,поточний рахунок виборчого фонду кандидата Фисун Артем Миколайович
"АТ ""Ощадбанк""",рахунок виборчого фонду політичної партії,26428300311565,0,"Обʼєднання ""Самопоміч""",Барська районна організація,39919455,Вінницька область,2016-12-31,5,2016,накопичувальний рахунок виборчого фонду Барської районної організації
"АТ ""Ощадбанк""",рахунок виборчого фонду політичної партії,26426302311565,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,"поточний рахунок виборчого фонду Барської районної організації Політичної партії ""Об’єднання ""Самопоміч"""
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26420055301166,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,"поточний рахунок виборчого фонду Немирівської районної організації Політичної партії ""Обʼєднання ""Самопоміч"""
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26428055300868,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,"накопичувальний рахунок виборчого фонду Немирівської районної організації Політичної партії ""Обʼєднання ""Самопоміч"""
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26426055800172,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,"накопичувальний рахунок виборчого фонду Коростишівської районної організації Політичної партії ""Об’єднання ""Самопоміч"""
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26420055800297,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,"поточний рахунок виборчого фонду Коростишівської районної організації Політичної партії ""Об’єднання ""Самопоміч"""
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26420055801315,0,"Обʼєднання ""Самопоміч""",Баранівська районна організація,39915995,Житомирська область,2016-12-31,5,2016,"накопичувальний рахунок виборчого фонду Баранівської районної організації Політичної партії ""Об’єднання ""САМОПОМІЧ"""
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26429055800696,0,"Обʼєднання ""Самопоміч""",Баранівська районна організація,39915995,Житомирська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26426052500133,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,"накопичувальний рахунок виборчого фонду Тлумацької районної організації політичної партії ""Обʼєднання ""Самопоміч"""
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26421052500956,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,"поточний рахунок виборчого фонду Тлумацької районної організації політичної партії ""Обʼєднання ""Самопоміч"""
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26428053700462,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,"накопичувальний рахунок виборчого фонду Мостиської районної організації політичної партії ""Об’єднання ""Самопоміч"""
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26421053700050,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,"поточний рахунок виборчого фонду Мостиської районної організації політичної партії ""Об’єднання ""Самопоміч"""
"ПАТ ""Укрсоцбанк""",рахунок виборчого фонду політичної партії,26434012040494,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,поточний рахунок виборчого фонду кандидата Брегіна Андрія Івановича
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26424053200192,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,"накопичувальний рахунок виборчого фонду Баштанської районно організації політичної партії  ""Об’єднання""Самопоміч"""
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26420053200840,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,"поточний рахунок виборчого фонду Баштанської районно організації політичної партії  ""Обʼєднання ""Самопом іч11"
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26432054300612,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,поточний рахунок виборчого фонду кандидата Батченко Оксани Олександрівни
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26455054700294,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,поточний рахунок виборчого фонду кандидата Жильчук Зоряни Володимирівни
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26430054700385,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,поточний рахунок виборчого фонду кандидата Лепського Олександра Івановича
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26432054700952,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,поточний рахунок виборчого фонду кандидата Мартинюк Віктора Віталійовича
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26435054700465,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,поточний рахунок виборчого фонду кандидат Родовенчика Віктора Васильовича
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26437055300860,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,поточний рахунок виборчого фонду кандидата Карауша Юрія Івановича
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26432055300951,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,поточний рахунок виборчого фонду кандидата Якимчук Петра Васильовича
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26422053600617,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,"накопичувальний рахунок виборчого фонду Словянської районної організації політичної партії  ""Обʼєднання"" Самопоміч"""
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26423053600359,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,"поточний рахунок виборчого фонду Словянської районної організації  ""Об’єднання ""Самопоміч"""
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26434052900862,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,поточний рахунок виборчого фонду кандидата Орлової Юлії Василівни
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26420051500469,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,"накопичувальний рахунок виборчого фонду Вижницької районної організації політичної партії  ""Об'еднання""Самопоміч"""
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26427051500417,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,"поточний рахунок виборчого фонду Вижницької районної організації  І'Об,єднання”Самопоміч"""
"АБ ""Укргазбанк""",рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності,26008924418040,0,"Обʼєднання ""Самопоміч""",Центральний офіс,38558365,Україна,2016-12-31,5,2016,
невідомо,поточний рахунок,3111113,0,"Обʼєднання ""Самопоміч""",Андрушівська районна організація,39932916,Житомирська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003055805103,"1023,2","Обʼєднання ""Самопоміч""",Баранівська районна організація,39915995,Житомирська область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26000171311565,"2495,71","Обʼєднання ""Самопоміч""",Барська районна організація,39919455,Вінницька область,2016-12-31,5,2016,
"АТ ""Ощадбанк""",поточний рахунок,26008301906419,0,"Обʼєднання ""Самопоміч""",Бердичівська міська організація,40012509,Житомирська область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001055325259,"13516,58","Обʼєднання ""Самопоміч""",Вінницька міська організація,39916686,Вінницька область,2016-12-31,5,2016,
"АБ ""Укргазбанк""",поточний рахунок,26009924419253,0,"Обʼєднання ""Самопоміч""",Вінницька міська організація,39916686,Вінницька область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007055327455,"431,54","Обʼєднання ""Самопоміч""",Вінницька обласна організація,39983473,Вінницька область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002055509934,"53633,07","Обʼєднання ""Самопоміч""",Волинська обласна організація,39923587,Волинська область,2016-12-31,5,2016,
"АБ ""Укргазбанк""",поточний рахунок,26000924419122,0,"Обʼєднання ""Самопоміч""",Волинська обласна організація,39923587,Волинська область,2016-12-31,5,2016,
"АБ ""Укргазбанк""",поточний рахунок,26003288682,"1077,5","Обʼєднання ""Самопоміч""",Гайсинська районна організація,39927487,Вінницька область,2016-12-31,5,2016,
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009055018606,0,"Обʼєднання ""Самопоміч""",Глухівська міська організація,39957768,Cумська область,2016-12-31,5,2016,
"ПАТ ""АКБ ""Конкорд""",поточний рахунок,26004001280001,0,"Обʼєднання ""Самопоміч""",Дніпровська міська організація,39959985,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ ""АКБ ""Конкорд""",поточний рахунок,26004000128001,"664,75","Обʼєднання ""Самопоміч""",Дніпровська міська організація,39959985,Дніпропетровська область,2016-12-31,5,2016,
"АБ ""Укргазбанк""",поточний рахунок,26003924419196,0,"Обʼєднання ""Самопоміч""",Дніпровська міська організація,39959985,Дніпропетровська область,2016-12-31,5,2016,
"ПАТ ""АКБ ""Конкорд""",поточний рахунок,26006001255001,"52857,33","Обʼєднання ""Самопоміч""",Дніпропетровська обласна організація,39957684,Дніпропетровська область,2016-12-31,5,2016,
"АБ ""Укргазбанк""",поточний рахунок,26001924419381,0,"Обʼєднання ""Самопоміч""",Дніпропетровська обласна організація,39957684,Дніпропетровська область,2016-12-31,5,2016,
"АТ ""Укрсиббанк""",поточний рахунок,26001570238300,"71,67","Обʼєднання ""Самопоміч""",Житомирська міська організація,39847464,Житомирська область,2016-12-31,5,2016,
"АБ ""Укргазбанк""",поточний рахунок,26006924419115,0,"Обʼєднання ""Самопоміч""",Житомирська міська організація,39847464,Житомирська область,2016-12-31,5,2016,
"АТ ""Укрсиббанк""",поточний рахунок,26009924419048,"1252,6","Обʼєднання ""Самопоміч""",Житомирська обласна організація,39964204,Житомирська область,2016-12-31,5,2016,
"ПАТ ""ПУМБ""",поточний рахунок,2642769,0,"Обʼєднання ""Самопоміч""",Житомирська районна організація,39931252,Житомирська область,2016-12-31,5,2016,
