Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"АТ ""Укрсиббанк""",поточний рахунок,26001576426600,"42,56","Громадський рух ""Народний контроль""",Центральний офіс,39695017,Україна,2016-12-31,5,2016
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26434055500976,"1,56","Громадський рух ""Народний контроль""",Центральний офіс,39695017,Україна,2016-12-31,5,2016
"АТ ""Укрексімбанк""",поточний рахунок,26008000117369,"114,36","Громадський рух ""Народний контроль""",Дніпропетровська обласна організація,39953061,Дніпропетровська область,2016-12-31,5,2016
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004055317123,"93,16","Громадський рух ""Народний контроль""",Вінницька обласна організація,39848992,Вінницька область,2016-12-31,5,2016
"ПАТ ""Кредобанк""",поточний рахунок,2600601663916,"5,44","Громадський рух ""Народний контроль""",Дрогобицька міська організація,39940541,Львівська область,2016-12-31,5,2016
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000055819976,"2285,39","Громадський рух ""Народний контроль""",Житомирська обласна організація,39855884,Житомирська область,2016-12-31,5,2016
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001055810394,"25,91","Громадський рух ""Народний контроль""",Житомирська обласна організація,39855884,Житомирська область,2016-12-31,5,2016
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001052512472,922,"Громадський рух ""Народний контроль""",Івано-Франківська обласна організація,39819977,Івано-Франківська область,2016-12-31,5,2016
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004053701023,471,"Громадський рух ""Народний контроль""",Львівська міська організація,39903450,Львівська область,2016-12-31,5,2016
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007053702665,"68,3","Громадський рух ""Народний контроль""",Львівська обласна організація,39810754,Львівська область,2016-12-31,5,2016
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008054716303,0,"Громадський рух ""Народний контроль""",Рівненська обласна організація,39904517,Рівненська область,2016-12-31,5,2016
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007055110343,1303,"Громадський рух ""Народний контроль""",Тернопільська обласна організація,39855863,Тернопільська область,2016-12-31,5,2016
"АТ ""Ощадбанк""",поточний рахунок,26005300793571,0,"Громадський рух ""Народний контроль""",Хмельницька обласна організація,39836259,Хмельницька область,2016-12-31,5,2016
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005051503535,0,"Громадський рух ""Народний контроль""",Чернівецька обласна організація,39836374,Чернівецька область,2016-12-31,5,2016
"АТ ""Укрсиббанк""",поточний рахунок,26001576426600,"9,5","Громадський рух ""Народний контроль""",Центральний офіс,39695017,Україна,2017-03-31,1,2017
"АТ ""Укрсиббанк""",поточний рахунок,26001576426600,"9,5","Громадський рух ""Народний контроль""",Центральний офіс,39695017,Україна,2017-06-30,2,2017
"АТ ""Укрсиббанк""",поточний рахунок,26001576426600,"9,5","Громадський рух ""Народний контроль""",Центральний офіс,39695017,Україна,2017-09-30,3,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008055510585,"84,35","Громадський рух ""Народний контроль""",Центральний офіс,39695017,Україна,2017-03-31,1,2017
"АТ ""Укрексімбанк""",поточний рахунок,26008000117369,"114,36","Громадський рух ""Народний контроль""",Дніпропетровська обласна організація,39953061,Дніпропетровська область,2017-03-31,1,2017
"ПАТ ""Кредобанк""",поточний рахунок,2600601663916,0,"Громадський рух ""Народний контроль""",Дрогобицька міська організація,39940541,Львівська область,2017-03-31,1,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001052512472,822,"Громадський рух ""Народний контроль""",Івано-Франківська обласна організація,39819977,Івано-Франківська область,2017-03-31,1,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004053701023,471,"Громадський рух ""Народний контроль""",Львівська міська організація,39903450,Львівська область,2017-03-31,1,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007055110343,1231,"Громадський рух ""Народний контроль""",Тернопільська обласна організація,39855863,Тернопільська область,2017-03-31,1,2017
"АТ ""Ощадбанк""",поточний рахунок,26005300793571,0,"Громадський рух ""Народний контроль""",Хмельницька обласна організація,39836259,Хмельницька область,2017-03-31,1,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007053702665,"68,3","Громадський рух ""Народний контроль""",Львівська обласна організація,39810754,Львівська область,2017-03-31,1,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008055510585,"84,35","Громадський рух ""Народний контроль""",Волинська обласна організація,39875895,Волинська область,2017-06-30,2,2017
"АТ ""Укрексімбанк""",поточний рахунок,26008000117369,"114,36","Громадський рух ""Народний контроль""",Дніпропетровська обласна організація,39953061,Дніпропетровська область,2017-06-30,2,2017
"ПАТ ""Кредобанк""",поточний рахунок,2600601663916,0,"Громадський рух ""Народний контроль""",Дрогобицька міська організація,39940541,Львівська область,2017-06-30,2,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001052512472,822,"Громадський рух ""Народний контроль""",Івано-Франківська обласна організація,39819977,Івано-Франківська область,2017-06-30,2,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004053701023,471,"Громадський рух ""Народний контроль""",Львівська міська організація,39903450,Львівська область,2017-06-30,2,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007053702665,"68,3","Громадський рух ""Народний контроль""",Львівська обласна організація,39810754,Львівська область,2017-06-30,2,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007055110343,271,"Громадський рух ""Народний контроль""",Тернопільська обласна організація,39855863,Тернопільська область,2017-06-30,2,2017
"АТ ""Ощадбанк""",поточний рахунок,26005300793571,0,"Громадський рух ""Народний контроль""",Хмельницька обласна організація,39836259,Хмельницька область,2017-06-30,2,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008055510585,"84,35","Громадський рух ""Народний контроль""",Волинська обласна організація,39875895,Волинська область,2017-09-30,3,2017
"АТ ""Укрексімбанк""",поточний рахунок,26008000117369,"84,36","Громадський рух ""Народний контроль""",Дніпропетровська обласна організація,39953061,Дніпропетровська область,2017-09-30,3,2017
"ПАТ ""Кредобанк""",поточний рахунок,2600601663916,0,"Громадський рух ""Народний контроль""",Дрогобицька міська організація,39940541,Львівська область,2017-09-30,3,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000055819976,"2500,77","Громадський рух ""Народний контроль""",Житомирська обласна організація,39855884,Житомирська область,2017-09-30,3,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001052512472,822,"Громадський рух ""Народний контроль""",Івано-Франківська обласна організація,39819977,Івано-Франківська область,2017-09-30,3,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004053701023,471,"Громадський рух ""Народний контроль""",Львівська міська організація,39903450,Львівська область,2017-09-30,3,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007053702665,"68,3","Громадський рух ""Народний контроль""",Львівська обласна організація,39810754,Львівська область,2017-09-30,3,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007055110343,33,"Громадський рух ""Народний контроль""",Тернопільська обласна організація,39855863,Тернопільська область,2017-09-30,3,2017
"АТ ""Ощадбанк""",поточний рахунок,26005300793571,0,"Громадський рух ""Народний контроль""",Хмельницька обласна організація,39836259,Хмельницька область,2017-09-30,3,2017
