Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
АТ КБ Приватбанк,рахунок нарахування відсотків,UA833052990000026180021000559,14.24,УКРАЇНСЬКА НАРОДНА ПАРТІЯ,ЛЬВІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ УКРАЇНСЬКОЇ НАРОДНОЇ ПАРТІЇ,25250005,Львівська обл.,2021-12-31,4,2021
АТ КБ Приватбанк,рахунок нарахування відсотків,UA543052990000026186021000586,0.00,УКРАЇНСЬКА НАРОДНА ПАРТІЯ,ЛЬВІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ УКРАЇНСЬКОЇ НАРОДНОЇ ПАРТІЇ,25250005,Львівська обл.,2021-12-31,4,2021
АТ КБ Приватбанк,рахунок нарахування відсотків,UA193052990000026182011000943,5.35,УКРАЇНСЬКА НАРОДНА ПАРТІЯ,ЛЬВІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ УКРАЇНСЬКОЇ НАРОДНОЇ ПАРТІЇ,25250005,Львівська обл.,2021-12-31,4,2021
АТ КБ Приватбанк,Вкладний (депозитний) рахунок,UA733052990000026104001000953,0.00,УКРАЇНСЬКА НАРОДНА ПАРТІЯ,ЛЬВІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ УКРАЇНСЬКОЇ НАРОДНОЇ ПАРТІЇ,25250005,Львівська обл.,2021-12-31,4,2021
АТ КБ Приватбанк,Вкладний (депозитний) рахунок,UA933052990000026107031000748,60000.00,УКРАЇНСЬКА НАРОДНА ПАРТІЯ,ЛЬВІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ УКРАЇНСЬКОЇ НАРОДНОЇ ПАРТІЇ,25250005,Львівська обл.,2021-12-31,4,2021
АТ КБ Приватбанк,Вкладний (депозитний) рахунок,UA583052990000026105001000219,0.00,УКРАЇНСЬКА НАРОДНА ПАРТІЯ,ЛЬВІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ УКРАЇНСЬКОЇ НАРОДНОЇ ПАРТІЇ,25250005,Львівська обл.,2021-12-31,4,2021
АТ КБ Приватбанк,Поточний рахунок,UA633052990000026002041002648,11661.94,УКРАЇНСЬКА НАРОДНА ПАРТІЯ,ЛЬВІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ УКРАЇНСЬКОЇ НАРОДНОЇ ПАРТІЇ,25250005,Львівська обл.,2021-12-31,4,2021
АТ КБ Приватбанк,рахунок нарахування відсотків,UA083052990000026180041000108,0.00,УКРАЇНСЬКА НАРОДНА ПАРТІЯ,ЛЬВІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ УКРАЇНСЬКОЇ НАРОДНОЇ ПАРТІЇ,25250005,Львівська обл.,2021-12-31,4,2021
АТ КБ Приватбанк,Вкладний (депозитний) рахунок,UA803052990000026108001000788,160000.00,УКРАЇНСЬКА НАРОДНА ПАРТІЯ,ЛЬВІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ УКРАЇНСЬКОЇ НАРОДНОЇ ПАРТІЇ,25250005,Львівська обл.,2021-12-31,4,2021
"АБ ""Укргазбанк""",Поточний рахунок,UA073204780000026008924444412,59.20,УКРАЇНСЬКА НАРОДНА ПАРТІЯ,ПОЛТАВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ УКРАЇНСЬКОЇ НАРОДНОЇ ПАРТІЇ,25784095,Полтавська обл.,2021-12-31,4,2021
