Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"АТ ""Райффайзен Банк""",Поточний рахунок,UA203808050000000026005209741,0.00,БАТЬКІВЩИНА,Тернопільська територіальна обласна організація,25781561,Тернопільська обл.,2024-12-31,4,2024
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA883052990000026006013304682,0.00,БАТЬКІВЩИНА,Тернопільська територіальна обласна організація,25781561,Тернопільська обл.,2024-12-31,4,2024
"АТ ""Райффайзен Банк""",Для соціальних виплат,UA513003350000000002604868654,0.00,БАТЬКІВЩИНА,Тернопільська територіальна обласна організація,25781561,Тернопільська обл.,2024-12-31,4,2024
"АТ ""Райффайзен Банк""",Поточний рахунок,UA903003350000000026005209741,0.00,БАТЬКІВЩИНА,Тернопільська територіальна обласна організація,25781561,Тернопільська обл.,2024-12-31,4,2024
"АТ ""Райффайзен Банк""",Для соціальних виплат,UA783808050000000002604868654,0.00,БАТЬКІВЩИНА,Тернопільська територіальна обласна організація,25781561,Тернопільська обл.,2024-12-31,4,2024
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA683052990000026009050016918,470.20,БАТЬКІВЩИНА,ЧЕРНІГІВСЬКА ОБЛАСНА організація,25785516,Чернігівська обл.,2024-12-31,4,2024
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA253052990000026001036000106,0.00,БАТЬКІВЩИНА,Хмельницька обласна організація,22777686,Хмельницька обл.,2024-12-31,4,2024
"Філія ЗОУ АТ ""Ощадбанк""",Поточний рахунок,UA083123560000026003000619517,47880.11,БАТЬКІВЩИНА,ЗАКАРПАТСЬКА ОБЛАСНА організація,25446205,Закарпатська обл.,2024-12-31,4,2024
"ПАТ КБ ""ПриватБанк""",Поточний рахунок,UA193052990000026001045103470,643.06,БАТЬКІВЩИНА,Кіровоградська обласна організація,24146984,Кіровоградська обл.,2024-12-31,4,2024
Рівненське обласне УП АТ Ощадбанк м.Рівне,Поточний рахунок,UA413333680000026004301975917,281.74,БАТЬКІВЩИНА,РІВНЕНСЬКА ОБЛАСНА організація,25797672,Рівненська обл.,2024-12-31,4,2024
