Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
АБ ПІВДЕННИЙ,Поточний рахунок,UA883282090000026002000012505,0.00,ПРОПОЗИЦІЯ,СЕВАСТОПОЛЬСЬКА МІСЬКА організація,43643200,Херсонська обл.,2023-03-31,1,2023
АБ ПІВДЕННИЙ,Поточний рахунок,UA103282090000026006000012512,0.00,ПРОПОЗИЦІЯ,ЛЬВІВСЬКА ОБЛАСНА організація,43644382,Львівська обл.,2023-03-31,1,2023
АБ ПІВДЕННИЙ,Поточний рахунок,UA133282090000026003000012560,0.00,ПРОПОЗИЦІЯ,ЛУГАНСЬКА ОБЛАСНА організація,43641161,Луганська обл.,2023-03-31,1,2023
АБ ПІВДЕННИЙ,Поточний рахунок,UA093282090000026001000012506 ,0.00,ПРОПОЗИЦІЯ,ІВАНО-ФРАНКІВСЬКА ОБЛАСНА організація,43660561,Івано-Франківська обл.,2023-03-31,1,2023
АБ ПІВДЕННИЙ,Поточний рахунок,UA283282090000026004000012547,0.00,ПРОПОЗИЦІЯ,КРИМСЬКА РЕСПУБЛІКАНСЬКА організація,43644749,Херсонська обл.,2023-03-31,1,2023
АБ ПІВДЕННИЙ,Поточний рахунок,UA653282090000026007000012555,0.00,ПРОПОЗИЦІЯ,КИЇВСЬКА МІСЬКА організація,43654846,м.Київ,2023-03-31,1,2023
АБ ПІВДЕННИЙ,Поточний рахунок,UA153282090000026000000012529,0.00,ПРОПОЗИЦІЯ,ЗАПОРІЗЬКА ОБЛАСНА організація,43725513,Запорізька обл.,2023-03-31,1,2023
АБ ПІВДЕННИЙ,Поточний рахунок,UA103282090000026005000012546,0.00,ПРОПОЗИЦІЯ,ЗАКАРПАТСЬКА ОБЛАСНА організація,43661848,Закарпатська обл.,2023-03-31,1,2023
АБ ПІВДЕННИЙ,Поточний рахунок,UA523282090000026003000012537,0.00,ПРОПОЗИЦІЯ,ДОНЕЦЬКА ОБЛАСНА організація,43627676,Донецька обл.,2023-03-31,1,2023
АБ ПІВДЕННИЙ,Поточний рахунок,UA883282090000026001000012539,0.00,ПРОПОЗИЦІЯ,ВОЛИНСЬКА ОБЛАСНА організація,43646751,Волинська обл.,2023-03-31,1,2023
