Вид фінансових зобовʼязань,Дата виникнення,Сума (вартість) зобовʼязання на момент виникнення,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Місце проживання (для фіз. осіб)/Юридична адреса (для юр. осіб),Сума (вартість) на кінець звітного періоду грн,Тип особи,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Квартал,Рік
Поточна кредиторська заборгованість зі сплати судових зборів,08.10.2020,5255.0,ДЕРЖАВНА СУДОВА АДМІНІСТРАЦІЯ УКРАЇНИ,26255795,"м. Київ, ВУЛИЦЯ ЛИПСЬКА, буд. 18/5",5255.0,Юридична особа,ПРОПОЗИЦІЯ,КИЇВСЬКА ОБЛАСНА організація,43734685,Київська область,1,2021
Поточна кредиторська заборгованість зі сплати судових зборів,08.10.2020,5939.3,ДЕРЖАВНА СУДОВА АДМІНІСТРАЦІЯ УКРАЇНИ,26255795,"м. Київ, ВУЛИЦЯ ЛИПСЬКА, буд. 18/5",5939.3,Юридична особа,ПРОПОЗИЦІЯ,КИЇВСЬКА ОБЛАСНА організація,43734685,Київська область,1,2021
Поточна кредиторська заборгованість зі сплати судових зборів,09.11.2020,15765.0,ДЕРЖАВНА СУДОВА АДМІНІСТРАЦІЯ УКРАЇНИ,26255795,"м. Київ, ВУЛИЦЯ ЛИПСЬКА, буд. 18/5",15765.0,Юридична особа,ПРОПОЗИЦІЯ,КИЇВСЬКА ОБЛАСНА організація,43734685,Київська область,1,2021
Поточна кредиторська заборгованість зі сплати судових зборів,09.12.2020,18866.6,ДЕРЖАВНА СУДОВА АДМІНІСТРАЦІЯ УКРАЇНИ,26255795,"м. Київ, ВУЛИЦЯ ЛИПСЬКА, буд. 18/5",18866.6,Юридична особа,ПРОПОЗИЦІЯ,КИЇВСЬКА ОБЛАСНА організація,43734685,Київська область,1,2021
Поточна кредиторська заборгованість зі сплати судових зборів,14.12.2020,4204.0,ДЕРЖАВНА СУДОВА АДМІНІСТРАЦІЯ УКРАЇНИ,26255795,"м. Київ, ВУЛИЦЯ ЛИПСЬКА, буд. 18/5",4204.0,Юридична особа,ПРОПОЗИЦІЯ,КИЇВСЬКА ОБЛАСНА організація,43734685,Київська область,1,2021
Поточна кредиторська заборгованість за послуги,30.11.2020,160.0,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ДАТАГРУП""",31720260,"м. Київ, ВУЛИЦЯ СМОЛЕНСЬКА, буд. 31-33",160.0,Юридична особа,ПРОПОЗИЦІЯ,РІВНЕНСЬКА ОБЛАСНА організація,43645119,Дніпропетровська область,1,2021
"Поточна кредиторська заборгованність за товари, роботи, послуги",31.03.2021,768.0,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ГУМ""",21853959,"Дніпропетровська обл., м. Дніпро, ПРОСПЕКТ ДМИТРА ЯВОРНИЦЬКОГО, буд. 50",768.0,Юридична особа,ПРОПОЗИЦІЯ,Центральний офіс,39550414,Дніпропетровська область,1,2021
"Поточна кредиторська заборгованність за товари, роботи, послуги",31.03.2021,51280.48,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЛЕССОР ГРУП""",37818065,"Дніпропетровська обл., м. Дніпро, ПРОСПЕКТ ДМИТРА ЯВОРНИЦЬКОГО, буд. 39",51280.48,Юридична особа,ПРОПОЗИЦІЯ,Центральний офіс,39550414,Дніпропетровська область,1,2021
Поточна кредиторська заборгованість зі сплати судових зборів,08.10.2020,5255.0,ДЕРЖАВНА СУДОВА АДМІНІСТРАЦІЯ УКРАЇНИ,26255795,"м. Київ, ВУЛИЦЯ ЛИПСЬКА, буд. 18/5",5255.0,Юридична особа,ПРОПОЗИЦІЯ,КИЇВСЬКА ОБЛАСНА організація,43734685,Київська область,4,2021
Поточна кредиторська заборгованість зі сплати судових зборів,08.10.2020,5939.3,ДЕРЖАВНА СУДОВА АДМІНІСТРАЦІЯ УКРАЇНИ,26255795,"м. Київ, ВУЛИЦЯ ЛИПСЬКА, буд. 18/5",2102.0,Юридична особа,ПРОПОЗИЦІЯ,КИЇВСЬКА ОБЛАСНА організація,43734685,Київська область,4,2021
Поточна кредиторська заборгованість зі сплати судових зборів,09.11.2020,15765.0,ДЕРЖАВНА СУДОВА АДМІНІСТРАЦІЯ УКРАЇНИ,26255795,"м. Київ, ВУЛИЦЯ ЛИПСЬКА, буд. 18/5",15765.0,Юридична особа,ПРОПОЗИЦІЯ,КИЇВСЬКА ОБЛАСНА організація,43734685,Київська область,4,2021
Поточна кредиторська заборгованість зі сплати судових зборів,14.12.2020,4204.0,ДЕРЖАВНА СУДОВА АДМІНІСТРАЦІЯ УКРАЇНИ,26255795,"м. Київ, ВУЛИЦЯ ЛИПСЬКА, буд. 18/5",4204.0,Юридична особа,ПРОПОЗИЦІЯ,КИЇВСЬКА ОБЛАСНА організація,43734685,Київська область,4,2021
поточна кредиторська заборгованість за послуги,30.11.2020,160.0,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ДАТАГРУП""",31720260,"м. Київ, ВУЛИЦЯ СМОЛЕНСЬКА, буд. 31-33",160.0,Юридична особа,ПРОПОЗИЦІЯ,РІВНЕНСЬКА ОБЛАСНА організація,43645119,Дніпропетровська область,4,2021
Кредиторська заборгованість за оренду приміщення,16.10.2021,1950.0,"ПРИВАТНЕ ПІДПРИЄМСТВО ""АРКАДОР""",34780495,"1Україна, Кіровоградська обл., м. Кропивницький, ВУЛИЦЯ МИХАЙЛІВСЬКА, буд. 20",1950.0,Юридична особа,ПРОПОЗИЦІЯ,КІРОВОГРАДСЬКА ОБЛАСНА організація,43636916,Кіровоградська область,4,2021
Прострочена плата,08.11.2021,22.21,"Акціонерний банк ""Південний""",20953647,"Одеська обл., м. Одеса, вул. Краснова, буд. 6/1",22.21,Юридична особа,ПРОПОЗИЦІЯ,МИКОЛАЇВСЬКА ОБЛАСНА організація,43626410,Миколаївська область,4,2021
Прострочена плата,08.12.2021,50.0,"Акціонерний банк ""Південний""",20953647,"Одеська обл., м. Одеса, вул. Краснова, буд. 6/1",50.0,Юридична особа,ПРОПОЗИЦІЯ,МИКОЛАЇВСЬКА ОБЛАСНА організація,43626410,Миколаївська область,4,2021
Прострочена плата,08.12.2021,99.0,"Акціонерний банк ""Південний""",20953647,"Одеська обл., м. Одеса, вул. Краснова, буд. 6/1",99.0,Юридична особа,ПРОПОЗИЦІЯ,МИКОЛАЇВСЬКА ОБЛАСНА організація,43626410,Миколаївська область,4,2021
"Поточна кредиторська заборгованність за товари, роботи, послуги",31.12.2021,9990.25,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЛЕССОР ГРУП""",37818065,"Дніпропетровська обл., м. Дніпро, ПРОСПЕКТ ДМИТРА ЯВОРНИЦЬКОГО, буд. 39",9990.25,Юридична особа,ПРОПОЗИЦІЯ,Центральний офіс,39550414,Дніпропетровська область,4,2021
"Поточна кредиторська заборгованність за товари, роботи, послуги",31.12.2021,7970.28,ХОВРАК ІВАН ВІКТОРОВИЧ,,полтавська обл.,7970.28,Фізична особа,ПРОПОЗИЦІЯ,Центральний офіс,39550414,Дніпропетровська область,4,2021
Поточна кредиторська заборгованість зі сплати судових зборів,08.10.2020,5255.0,ДЕРЖАВНА СУДОВА АДМІНІСТРАЦІЯ УКРАЇНИ,26255795,"м. Київ, ВУЛИЦЯ ЛИПСЬКА, буд. 18/5",5255.0,Юридична особа,ПРОПОЗИЦІЯ,КИЇВСЬКА ОБЛАСНА організація,43734685,Київська область,3,2021
Поточна кредиторська заборгованість зі сплати судових зборів,08.10.2020,5939.3,ДЕРЖАВНА СУДОВА АДМІНІСТРАЦІЯ УКРАЇНИ,26255795,"м. Київ, ВУЛИЦЯ ЛИПСЬКА, буд. 18/5",5939.3,Юридична особа,ПРОПОЗИЦІЯ,КИЇВСЬКА ОБЛАСНА організація,43734685,Київська область,3,2021
Поточна кредиторська заборгованість зі сплати судових зборів,09.11.2020,15765.0,ДЕРЖАВНА СУДОВА АДМІНІСТРАЦІЯ УКРАЇНИ,26255795,"м. Київ, ВУЛИЦЯ ЛИПСЬКА, буд. 18/5",15765.0,Юридична особа,ПРОПОЗИЦІЯ,КИЇВСЬКА ОБЛАСНА організація,43734685,Київська область,3,2021
Поточна кредиторська заборгованість зі сплати судових зборів,09.12.2020,18866.6,ДЕРЖАВНА СУДОВА АДМІНІСТРАЦІЯ УКРАЇНИ,26255795,"м. Київ, ВУЛИЦЯ ЛИПСЬКА, буд. 18/5",18866.6,Юридична особа,ПРОПОЗИЦІЯ,КИЇВСЬКА ОБЛАСНА організація,43734685,Київська область,3,2021
Поточна кредиторська заборгованість зі сплати судових зборів,14.12.2020,4204.0,ДЕРЖАВНА СУДОВА АДМІНІСТРАЦІЯ УКРАЇНИ,26255795,"м. Київ, ВУЛИЦЯ ЛИПСЬКА, буд. 18/5",4204.0,Юридична особа,ПРОПОЗИЦІЯ,КИЇВСЬКА ОБЛАСНА організація,43734685,Київська область,3,2021
Поточна кредиторська заборгованість,30.11.2020,160.0,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ДАТАГРУП""",31720260,"м. Київ, ВУЛИЦЯ СМОЛЕНСЬКА, буд. 31-33",160.0,Юридична особа,ПРОПОЗИЦІЯ,РІВНЕНСЬКА ОБЛАСНА організація,43645119,Дніпропетровська область,3,2021
"Поточна кредиторська заборгованність за товари, роботи, послуги",30.09.2021,2073.83,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЛЕССОР ГРУП""",37818065,"Дніпропетровська обл., м. Дніпро, ПРОСПЕКТ ДМИТРА ЯВОРНИЦЬКОГО, буд. 39",2073.83,Юридична особа,ПРОПОЗИЦІЯ,Центральний офіс,39550414,Дніпропетровська область,3,2021
Поточна кредиторська заборгованість із податків (ПДФО),30.09.2021,112.31,ГОЛОВНЕ УПРАВЛІННЯ ДЕРЖАВНОЇ КАЗНАЧЕЙСЬКОЇ СЛУЖБИ УКРАЇНИ У ДНІПРОПЕТРОВСЬКІЙ ОБЛАСТІ,37988155,"Дніпропетровська обл., м. Дніпро, вул. 93-ї Холодноярської Бригади, буд. 1",112.31,Юридична особа,ПРОПОЗИЦІЯ,Центральний офіс,39550414,Дніпропетровська область,3,2021
Поточна кредиторська заборгованість із податків (військовий збір),30.09.2021,1347.76,ГОЛОВНЕ УПРАВЛІННЯ ДЕРЖАВНОЇ КАЗНАЧЕЙСЬКОЇ СЛУЖБИ УКРАЇНИ У ДНІПРОПЕТРОВСЬКІЙ ОБЛАСТІ,37988155,"Дніпропетровська обл., м. Дніпро, вул. 93-ї Холодноярської Бригади, буд. 1",1347.76,Юридична особа,ПРОПОЗИЦІЯ,Центральний офіс,39550414,Дніпропетровська область,3,2021
Поточна кредиторська заборгованість із податків (ЄСВ),30.09.2021,1647.27,ГОЛОВНЕ УПРАВЛІННЯ ДПС У ДНІПРОПЕТРОВСЬКІЙ ОБЛАСТІ,44118658,"Дніпропетровська обл., м. Дніпро, вул. Сімферопольська, буд. 17А",1647.27,Юридична особа,ПРОПОЗИЦІЯ,Центральний офіс,39550414,Дніпропетровська область,3,2021
Поточна кредиторська заборгованість із заробітної плати,30.09.2021,1367.5,Селін Даниїл Андрійович,,Дніпропетровська обл.,1367.5,Фізична особа,ПРОПОЗИЦІЯ,Центральний офіс,39550414,Дніпропетровська область,3,2021
Поточна кредиторська заборгованість із заробітної плати,30.09.2021,2330.0,Філатова Олена Володимирівна,,Хмельницька обл.,2330.0,Фізична особа,ПРОПОЗИЦІЯ,Центральний офіс,39550414,Дніпропетровська область,3,2021
Поточна кредиторська заборгованість із заробітної плати,30.09.2021,2330.0,Коломієць Віктор Васильович,,м. Київ,2330.0,Фізична особа,ПРОПОЗИЦІЯ,Центральний офіс,39550414,Дніпропетровська область,3,2021
Поточна кредиторська заборгованість зі сплати судових зборів,08.10.2020,5255.0,ДЕРЖАВНА СУДОВА АДМІНІСТРАЦІЯ УКРАЇНИ,26255795,"м. Київ, ВУЛИЦЯ ЛИПСЬКА, буд. 18/5",5255.0,Юридична особа,ПРОПОЗИЦІЯ,КИЇВСЬКА ОБЛАСНА організація,43734685,Київська область,2,2021
