Вид фінансових зобовʼязань,Дата виникнення,Сума (вартість) зобовʼязання на момент виникнення,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Місце проживання (для фіз. осіб)/Юридична адреса (для юр. осіб),Сума (вартість) на кінець звітного періоду грн,Тип особи,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Квартал,Рік
Оренда приміщень,31.01.2016,312244.8,"ТОВ ""П.М.А.""",34239254,"м. Ки Їв, вул. Мечнікова, буд. № 2, л. А",312244.8,Юридична особа,ПАРТІЯ МИРУ ТА РОЗВИТКУ,Центральний офіс,39279087,Київ,2,2024
Оренда приміщень,31.01.2016,45710.4,"ТОВ ""П.М.А.""",34239254,"м. Ки Їв, вул. Мечнікова, буд. № 2, л. А",45710.4,Юридична особа,ПАРТІЯ МИРУ ТА РОЗВИТКУ,Центральний офіс,39279087,Київ,2,2024
Комунальні витрати,31.01.2016,11758.31,"ТОВ ""П.М.А.""",34239254,"м. Ки Їв, вул. Мечнікова, буд. № 2, л. А",11758.31,Юридична особа,ПАРТІЯ МИРУ ТА РОЗВИТКУ,Центральний офіс,39279087,Київ,2,2024
Комунальні витрати,31.01.2016,632.54,"ТОВ ""П.М.А.""",34239254,"м. Ки Їв, вул. Мечнікова, буд. № 2, л. А",632.54,Юридична особа,ПАРТІЯ МИРУ ТА РОЗВИТКУ,Центральний офіс,39279087,Київ,2,2024
Оренда приміщень,29.02.2016,333883.2,"ТОВ ""П.М.А.""",34239254,"м. Ки Їв, вул. Мечнікова, буд. № 2, л. А",333883.2,Юридична особа,ПАРТІЯ МИРУ ТА РОЗВИТКУ,Центральний офіс,39279087,Київ,2,2024
Оренда приміщень,29.02.2016,49065.6,"ТОВ ""П.М.А.""",34239254,"м. Ки Їв, вул. Мечнікова, буд. № 2, л. А",49065.6,Юридична особа,ПАРТІЯ МИРУ ТА РОЗВИТКУ,Центральний офіс,39279087,Київ,2,2024
Комунальні витрати,29.02.2016,13854.83,"ТОВ ""П.М.А.""",34239254,"м. Ки Їв, вул. Мечнікова, буд. № 2, л. А",13854.83,Юридична особа,ПАРТІЯ МИРУ ТА РОЗВИТКУ,Центральний офіс,39279087,Київ,2,2024
Комунальні витрати,29.02.2016,2062.7,"ТОВ ""П.М.А.""",34239254,"м. Ки Їв, вул. Мечнікова, буд. № 2, л. А",2062.7,Юридична особа,ПАРТІЯ МИРУ ТА РОЗВИТКУ,Центральний офіс,39279087,Київ,2,2024
Оренда приміщень,31.03.2016,352963.2,"ТОВ ""П.М.А.""",34239254,"м. Ки Їв, вул. Мечнікова, буд. № 2, л. А",352963.2,Юридична особа,ПАРТІЯ МИРУ ТА РОЗВИТКУ,Центральний офіс,39279087,Київ,2,2024
Оренда приміщень,31.03.2016,52022.4,"ТОВ ""П.М.А.""",34239254,"м. Ки Їв, вул. Мечнікова, буд. № 2, л. А",52022.4,Юридична особа,ПАРТІЯ МИРУ ТА РОЗВИТКУ,Центральний офіс,39279087,Київ,2,2024
Комунальні витрати,31.03.2016,11505.59,"ТОВ ""П.М.А.""",34239254,"м. Ки Їв, вул. Мечнікова, буд. № 2, л. А",11505.59,Юридична особа,ПАРТІЯ МИРУ ТА РОЗВИТКУ,Центральний офіс,39279087,Київ,2,2024
Комунальні витрати,31.03.2016,880.36,"ТОВ ""П.М.А.""",34239254,"м. Ки Їв, вул. Мечнікова, буд. № 2, л. А",880.36,Юридична особа,ПАРТІЯ МИРУ ТА РОЗВИТКУ,Центральний офіс,39279087,Київ,2,2024
Оренда приміщень,30.04.2016,357134.4,"ТОВ ""П.М.А.""",34239254,"м. Ки Їв, вул. Мечнікова, буд. № 2, л. А",357134.4,Юридична особа,ПАРТІЯ МИРУ ТА РОЗВИТКУ,Центральний офіс,39279087,Київ,2,2024
Оренда приміщень,30.04.2016,50337.6,"ТОВ ""П.М.А.""",34239254,"м. Ки Їв, вул. Мечнікова, буд. № 2, л. А",50337.6,Юридична особа,ПАРТІЯ МИРУ ТА РОЗВИТКУ,Центральний офіс,39279087,Київ,2,2024
Комунальні витрати,30.04.2016,1332.52,"ТОВ ""П.М.А.""",34239254,"м. Ки Їв, вул. Мечнікова, буд. № 2, л. А",1332.52,Юридична особа,ПАРТІЯ МИРУ ТА РОЗВИТКУ,Центральний офіс,39279087,Київ,2,2024
Комунальні витрати,30.04.2016,12777.25,"ТОВ ""П.М.А.""",34239254,"м. Ки Їв, вул. Мечнікова, буд. № 2, л. А",12777.25,Юридична особа,ПАРТІЯ МИРУ ТА РОЗВИТКУ,Центральний офіс,39279087,Київ,2,2024
Оренда приміщень,31.05.2016,48412.8,"ТОВ ""П.М.А.""",34239254,"м. Ки Їв, вул. Мечнікова, буд. № 2, л. А",48412.8,Юридична особа,ПАРТІЯ МИРУ ТА РОЗВИТКУ,Центральний офіс,39279087,Київ,2,2024
