Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
ПАТ АБ «Укргазбанк»,Поточний рахунок,UA883204780000026005924419194,0.00,ОБʼЄДНАННЯ САМОПОМІЧ,РІВНЕНСЬКА МІСЬКА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ʼʼОБʼЄДНАННЯʼʼСАМОПОМІЧʼʼ,39930531,Рівненська обл.,2022-12-31,4,2022
"АБ ""Укргазбанк""",Поточний рахунок,UA793204780000026004924894011,0.00,ОБʼЄДНАННЯ САМОПОМІЧ,СУМСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ОБʼЄДНАННЯ САМОПОМІЧ,40782474,Сумська обл.,2022-12-31,4,2022
ПАТ АБ «УКРГАЗБАНК»,Поточний рахунок,UA533204780000026000924419218,0.00,ОБʼЄДНАННЯ САМОПОМІЧ,ПОЛТАВСЬКА МІСЬКА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ОБʼЄДНАННЯ САМОПОМІЧ,39959676,Полтавська обл.,2022-12-31,4,2022
ПАТ АБ «Укргазбанк»,Поточний рахунок,UA703204780000026006924419290,0.00,ОБʼЄДНАННЯ САМОПОМІЧ,ЗАКАРПАТСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ОБʼЄДНАННЯ САМОПОМІЧ,39966276,Закарпатська обл.,2022-12-31,4,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA543052990000026009033607098,27451.00,ОБʼЄДНАННЯ САМОПОМІЧ,ЗАКАРПАТСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ОБʼЄДНАННЯ САМОПОМІЧ,39966276,Закарпатська обл.,2022-12-31,4,2022
"ПАТ АБ ""УКРГАЗБАНК",Поточний рахунок,UA173204780000026002924419216,0.00,ОБʼЄДНАННЯ САМОПОМІЧ,ПОЛТАВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ОБʼЄДНАННЯ САМОПОМІЧ,39995908,Полтавська обл.,2022-12-31,4,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA093052990000026000041205254,0.00,ОБʼЄДНАННЯ САМОПОМІЧ,ПОЛТАВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ОБʼЄДНАННЯ САМОПОМІЧ,39995908,Полтавська обл.,2022-12-31,4,2022
АТ КБ «Приватбанк»,Поточний рахунок,UA363026890000026001055325259,9029.58,ОБʼЄДНАННЯ САМОПОМІЧ,ВІННИЦЬКА МІСЬКА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ОБʼЄДНАННЯ САМОПОМІЧ,39916686,Вінницька обл.,2022-12-31,4,2022
"ПАТ АБ ""УКРГАЗБАНК""",Поточний рахунок,UA613204780000026009924419253,0.00,ОБʼЄДНАННЯ САМОПОМІЧ,ВІННИЦЬКА МІСЬКА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ОБʼЄДНАННЯ САМОПОМІЧ,39916686,Вінницька обл.,2022-12-31,4,2022
 АТ «Ощадбанк»,Поточний рахунок,UA453020760000026000171311565,2598.69,ОБʼЄДНАННЯ САМОПОМІЧ,БАРСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ОБʼЄДНАННЯ САМОПОМІЧ,39919455,Вінницька обл.,2022-12-31,4,2022
"ПАТ АБ ""УКРГАЗБАНК""",Поточний рахунок,UA763204780000026007924419051,0.00,ОБʼЄДНАННЯ САМОПОМІЧ,ТЕРНОПІЛЬСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ОБʼЄДНАННЯ САМОПОМІЧ,39915272,Тернопільська обл.,2022-12-31,4,2022
