Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA423052990000026002011023721,0.00,Партія ветеранів та волонтерів України,ЛЬВІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ГРОМАДЯНСЬКИЙ РУХ ʼʼХВИЛЯ,42373621,Львівська обл.,2024-06-30,2,2024
" АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA803052990000026002013302440,0.00,Партія ветеранів та волонтерів України,ТЕРНОПІЛЬСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ГРОМАДЯНСЬКИЙ РУХ ХВИЛЯ,42371954,Тернопільська обл.,2024-06-30,2,2024
"Ат КБ ""ПриватБанк""",Поточний рахунок,UA603052990000026008006218783,0.00,Партія ветеранів та волонтерів України,КИЇВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ГРОМАДЯНСЬКИЙ РУХ ХВИЛЯ,36355547,Київська обл.,2024-06-30,2,2024
"Ат КБ ""ПриватБанк""",Рахунок для соцiальних виплат,UA843052990000026041046207807,0.00,Партія ветеранів та волонтерів України,КИЇВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ГРОМАДЯНСЬКИЙ РУХ ХВИЛЯ,36355547,Київська обл.,2024-06-30,2,2024
"Ат КБ ""ПриватБанк""",Рахунок обліку нарахованих доходів за розрахунково-касове обслуговування,UA343052990000035709036225003,0.00,Партія ветеранів та волонтерів України,КИЇВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ГРОМАДЯНСЬКИЙ РУХ ХВИЛЯ,36355547,Київська обл.,2024-06-30,2,2024
"АТ ""Укрексімбанк""",Поточний рахунок,UA743223130000026000000042247,0.00,Партія ветеранів та волонтерів України,Центральний офіс,36221998,Україна,2024-06-30,2,2024
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA423052990000026002011023721,0.00,Партія ветеранів та волонтерів України,ЛЬВІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ГРОМАДЯНСЬКИЙ РУХ ʼʼХВИЛЯ,42373621,Львівська обл.,2024-09-30,3,2024
" АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA803052990000026002013302440,0.00,Партія ветеранів та волонтерів України,ТЕРНОПІЛЬСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ГРОМАДЯНСЬКИЙ РУХ ХВИЛЯ,42371954,Тернопільська обл.,2024-09-30,3,2024
"Ат КБ ""ПриватБанк""",Поточний рахунок,UA603052990000026008006218783,0.00,Партія ветеранів та волонтерів України,КИЇВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ГРОМАДЯНСЬКИЙ РУХ ХВИЛЯ,36355547,Київська обл.,2024-09-30,3,2024
"Ат КБ ""ПриватБанк""",Рахунок для соцiальних виплат,UA843052990000026041046207807,0.00,Партія ветеранів та волонтерів України,КИЇВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ГРОМАДЯНСЬКИЙ РУХ ХВИЛЯ,36355547,Київська обл.,2024-09-30,3,2024
"Ат КБ ""ПриватБанк""",Рахунок обліку нарахованих доходів за розрахунково-касове обслуговування,UA343052990000035709036225003,0.00,Партія ветеранів та волонтерів України,КИЇВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ГРОМАДЯНСЬКИЙ РУХ ХВИЛЯ,36355547,Київська обл.,2024-09-30,3,2024
