Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"ПАТ ""Діамантбанк""",поточний рахунок,26005300002745,"573,64",Народний фронт,Центральний офіс,39181335,Україна,2018-03-31,1,2018
"АТ ""Ощадбанк""",поточний рахунок,26008300001777,0,Народний фронт,Центральний офіс,39181335,Україна,2018-03-31,1,2018
"АТ ""Ощадбанк""",поточний рахунок,26042300001777,0,Народний фронт,Центральний офіс,39181335,Україна,2018-03-31,1,2018
"АТ ""Ощадбанк""",рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності,26004100001777,"12882198,35",Народний фронт,Центральний офіс,39181335,Україна,2018-03-31,1,2018
"ПАТ ""Діамантбанк""",поточний рахунок,26005300002745,"573,64",Народний фронт,Центральний офіс,39181335,Україна,2018-06-30,2,2018
"АТ ""Ощадбанк""",поточний рахунок,26008300001777,0,Народний фронт,Центральний офіс,39181335,Україна,2018-06-30,2,2018
"АТ ""Ощадбанк""",поточний рахунок,26042300001777,0,Народний фронт,Центральний офіс,39181335,Україна,2018-06-30,2,2018
"АТ ""Ощадбанк""",рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності,26004100001777,"20684024,24",Народний фронт,Центральний офіс,39181335,Україна,2018-06-30,2,2018
"ПАТ ""Діамантбанк""",поточний рахунок,26005300002745,"573,64",Народний фронт,Центральний офіс,39181335,Україна,2018-09-30,3,2018
"АТ ""Ощадбанк""",поточний рахунок,26008300001777,0,Народний фронт,Центральний офіс,39181335,Україна,2018-09-30,3,2018
"АТ ""Ощадбанк""",поточний рахунок,26042300001777,0,Народний фронт,Центральний офіс,39181335,Україна,2018-09-30,3,2018
"АТ ""Ощадбанк""",рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності,26004100001777,"31150479,86",Народний фронт,Центральний офіс,39181335,Україна,2018-09-30,3,2018
