Вид фінансових зобовʼязань,Дата виникнення,Сума (вартість) зобовʼязання на момент виникнення,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Місце проживання (для фіз. осіб)/Юридична адреса (для юр. осіб),Сума (вартість) на кінець звітного періоду грн,Тип особи,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Квартал,Рік
Оплата коміссійної винагороди РКО відповідно до п. 5.5. тарифного плану,31.01.2022,25,"АТ ""БТА Банк""",14359845,"м. Київ, вул. Щербаківського, буд. 35",0,Юридична особа,ГРОМАДА І ЗАКОН,Центральний офіс,39969328,Київ,4,2022
Оплата коміссійної винагороди РКО відповідно до п. 5.5. тарифного плану,28.02.2022,25,"АТ ""БТА Банк""",14359845,"м. Київ, вул. Щербаківського, буд. 35",0,Юридична особа,ГРОМАДА І ЗАКОН,Центральний офіс,39969328,Київ,4,2022
Оплата коміссійної винагороди РКО відповідно до п. 5.5. тарифного плану,31.03.2022,25,"АТ ""БТА Банк""",14359845,"м. Київ, вул. Щербаківського, буд. 35",0,Юридична особа,ГРОМАДА І ЗАКОН,Центральний офіс,39969328,Київ,4,2022
Оплата коміссійної винагороди РКО відповідно до п. 5.5. тарифного плану,29.04.2022,25,"АТ ""БТА Банк""",14359845,"м. Київ, вул. Щербаківського, буд. 35",0,Юридична особа,ГРОМАДА І ЗАКОН,Центральний офіс,39969328,Київ,4,2022
Оплата коміссійної винагороди РКО відповідно до п. 5.5. тарифного плану,31.05.2022,25,"АТ ""БТА Банк""",14359845,"м. Київ, вул. Щербаківського, буд. 35",0,Юридична особа,ГРОМАДА І ЗАКОН,Центральний офіс,39969328,Київ,4,2022
Оплата коміссійної винагороди РКО відповідно до п. 5.5. тарифного плану,30.06.2022,25,"АТ ""БТА Банк""",14359845,"м. Київ, вул. Щербаківського, буд. 35",0,Юридична особа,ГРОМАДА І ЗАКОН,Центральний офіс,39969328,Київ,4,2022
Оплата коміссійної винагороди РКО відповідно до п. 5.5. тарифного плану,29.07.2022,25,"АТ ""БТА Банк""",14359845,"м. Київ, вул. Щербаківського, буд. 35",0,Юридична особа,ГРОМАДА І ЗАКОН,Центральний офіс,39969328,Київ,4,2022
Оплата коміссійної винагороди РКО відповідно до п. 5.5. тарифного плану,31.08.2022,25,"АТ ""БТА Банк""",14359845,"м. Київ, вул. Щербаківського, буд. 35",0,Юридична особа,ГРОМАДА І ЗАКОН,Центральний офіс,39969328,Київ,4,2022
Оплата коміссійної винагороди РКО відповідно до п. 5.5. тарифного плану,30.09.2022,25,"АТ ""БТА Банк""",14359845,"м. Київ, вул. Щербаківського, буд. 35",0,Юридична особа,ГРОМАДА І ЗАКОН,Центральний офіс,39969328,Київ,4,2022
Оплата коміссійної винагороди РКО відповідно до п. 5.5. тарифного плану,31.10.2022,25,"АТ ""БТА Банк""",14359845,"м. Київ, вул. Щербаківського, буд. 35",0,Юридична особа,ГРОМАДА І ЗАКОН,Центральний офіс,39969328,Київ,4,2022
Оплата коміссійної винагороди РКО відповідно до п. 5.5. тарифного плану,30.11.2022,25,"АТ ""БТА Банк""",14359845,"м. Київ, вул. Щербаківського, буд. 35",0,Юридична особа,ГРОМАДА І ЗАКОН,Центральний офіс,39969328,Київ,4,2022
Оплата коміссійної винагороди РКО відповідно до п. 5.5. тарифного плану,29.12.2022,25,"АТ ""БТА Банк""",14359845,"м. Київ, вул. Щербаківського, буд. 35",0,Юридична особа,ГРОМАДА І ЗАКОН,Центральний офіс,39969328,Київ,4,2022
