Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA253052990000026009045505252,0.00,КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,ІВАНО-ФРАНКІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ КОНГРЕСУ УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,20534413,Івано-Франківська обл.,2022-12-31,4,2022
"АТ ""ОЩАДБАНК""",Поточний рахунок,UA403257960000026009300496326,6576.00,КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,ЛЬВІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ КОНГРЕСУ УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,20771857,Львівська обл.,2022-12-31,4,2022
"АТ КБ ПРИВАТБАНК""",Поточний рахунок,UA713052990000026000031022630,218.00,КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,ЛЬВІВСЬКА МІСЬКА ОРГАНІЗАЦІЯ КОНГРЕСУ УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,20811344,Львівська обл.,2022-12-31,4,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA803366770000026007052562415,0.00,КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,КОСІВСЬКА РАЙОННА організація,20563863,Івано-Франківська обл.,2022-12-31,4,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA053052990000026000005510781,3381.55,КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,КОСІВСЬКА РАЙОННА організація,20563863,Івано-Франківська обл.,2022-12-31,4,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA413052990000026005015508335,1147.01,КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,ІВАНО-ФРАНКІВСЬКА МІСЬКА ОРГАНІЗАЦІЯ КОНГРЕСУ УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,20551676,Івано-Франківська обл.,2022-12-31,4,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA183287040000026008054329511,2412.00,КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,ОДЕСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ КОНГРЕСУ УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,23213558,Одеська обл.,2022-12-31,4,2022
"АТ ""Райффайзен Банк""",Поточний рахунок,UA713808050000000026006570703,0.00,КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,КАЛУСЬКА МІСЬКА ОРГАНІЗАЦІЯ КОНГРЕСУ УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,20551831,Івано-Франківська обл.,2022-12-31,4,2022
"АТ""ОЩАДБАНК""",Поточний рахунок,UA283226690000026000300423034,26116.02,КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,Центральний офіс,00042458,Україна,2022-12-31,4,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA023052990000026004016706245,0.00,КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,Центральний офіс,00042458,Україна,2022-12-31,4,2022
