Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003052628485,"1729,43",Воля,Центральний офіс,37413211,Україна,2016-12-31,5,2016
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001052637779,0,Воля,Центральний офіс,37413211,Україна,2016-12-31,5,2016
"ПАТ КБ ""Приватбанк""",поточний рахунок,29248057082093,0,Воля,Центральний офіс,37413211,Україна,2016-12-31,5,2016
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008052626664,0,Воля,Центральний офіс,37413211,Україна,2016-12-31,5,2016
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005052634198,0,Воля,Центральний офіс,37413211,Україна,2016-12-31,5,2016
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003052625949,0,Воля,Центральний офіс,37413211,Україна,2016-12-31,5,2016
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26427055800739,0,Воля,Центральний офіс,37413211,Україна,2016-12-31,5,2016
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003052646188,"698,97",Воля,Київська міська організація,37716506,Київ,2016-12-31,5,2016
"ПАТ ""Кредобанк""",поточний рахунок,2600501664565,960,Воля,Сокальська районна організація,40001460,Львівська область,2016-12-31,5,2016
"АТ ""Ощадбанк""",поточний рахунок,26004301976358,"3391,5",Воля,Рівненська обласна організація,40016147,Рівненська область,2016-12-31,5,2016
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001053701026,"124,25",Воля,Львівська обласна організація,40025387,Львівська область,2016-12-31,5,2016
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003052628485,"1628,96",Воля,Центральний офіс,37413211,Україна,2017-03-31,1,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001052637779,0,Воля,Центральний офіс,37413211,Україна,2017-03-31,1,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,29248057082093,0,Воля,Центральний офіс,37413211,Україна,2017-03-31,1,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008052626664,0,Воля,Центральний офіс,37413211,Україна,2017-03-31,1,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005052634198,0,Воля,Центральний офіс,37413211,Україна,2017-03-31,1,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003052625949,0,Воля,Центральний офіс,37413211,Україна,2017-03-31,1,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003052646188,"698,97",Воля,Київська міська організація,37716506,Київ,2017-03-31,1,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,29247057044355,0,Воля,Київська міська організація,37716506,Київ,2017-03-31,1,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26006052302414,2562,Воля,Нетішинська районна організація,40011840,Хмельницька область,2017-03-31,1,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001053701026,"124,25",Воля,Львівська обласна організація,40025387,Львівська область,2017-03-31,1,2017
"ПАТ ""Кредобанк""",поточний рахунок,2600501664565,960,Воля,Сокальська районна організація,40001460,Львівська область,2017-03-31,1,2017
"АТ ""Ощадбанк""",поточний рахунок,26004301976358,"3391,5",Воля,Рівненська обласна організація,40016147,Рівненська область,2017-03-31,1,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003052628485,"16953,29",Воля,Центральний офіс,37413211,Україна,2017-06-30,2,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001052637779,0,Воля,Центральний офіс,37413211,Україна,2017-06-30,2,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,29248057082093,0,Воля,Центральний офіс,37413211,Україна,2017-06-30,2,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008052626664,0,Воля,Центральний офіс,37413211,Україна,2017-06-30,2,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005052634198,0,Воля,Центральний офіс,37413211,Україна,2017-06-30,2,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003052625949,0,Воля,Центральний офіс,37413211,Україна,2017-06-30,2,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003052646188,"698,97",Воля,Київська міська організація,37716506,Київ,2017-06-30,2,2017
