Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
АТ АСВІО БАНК,Поточний рахунок,UA663534890000026007589924001,20459.00,РІДНИЙ ДІМ,БРОВАРСЬКА МІСЬКА організація,44056871,Київська обл.,2023-03-31,1,2023
ПАТ АБ УКРГАЗБАНК,Поточний рахунок,UA263204780000026008924893665,0.00,РІДНИЙ ДІМ,Чернігівська міська організація,43807103,Чернігівська обл.,2023-03-31,1,2023
ПАТ АБ УКРГАЗБАНК,Поточний рахунок,UA503204780000026003924882927,330.81,РІДНИЙ ДІМ,Центральний офіс,39765623,Україна,2023-03-31,1,2023
АТ АКБ КОНКОРД,Закритий рахунок (банк в стані ліквідації),UA543073500000026007071302001,2406.00,РІДНИЙ ДІМ,Центральний офіс,39765623,Україна,2023-03-31,1,2023
АТ АСВІО БАНК,Поточний рахунок,UA663534890000026007589924001,20459.00,РІДНИЙ ДІМ,БРОВАРСЬКА МІСЬКА організація,44056871,Київська обл.,2023-12-31,4,2023
ПАТ АБ УКРГАЗБАНК,Поточний рахунок,UA263204780000026008924893665,0.00,РІДНИЙ ДІМ,Чернігівська міська організація,43807103,Чернігівська обл.,2023-12-31,4,2023
ПАТ АБ УКРГАЗБАНК,Поточний рахунок,UA503204780000026003924882927,0.00,РІДНИЙ ДІМ,Центральний офіс,39765623,Україна,2023-12-31,4,2023
АТ АКБ КОНКОРД,Закритий рахунок (банк в стані ліквідації),UA543073500000026007071302001,2406.00,РІДНИЙ ДІМ,Центральний офіс,39765623,Україна,2023-12-31,4,2023
ПАТ АБ УКРГАЗБАНК,Поточний рахунок,UA263204780000026008924893665,0.00,РІДНИЙ ДІМ,Чернігівська міська організація,43807103,Чернігівська обл.,2023-09-30,3,2023
АТ АСВІО БАНК,Поточний рахунок,UA663534890000026007589924001,20459.00,РІДНИЙ ДІМ,БРОВАРСЬКА МІСЬКА організація,44056871,Київська обл.,2023-09-30,3,2023
ПАТ АБ УКРГАЗБАНК,Поточний рахунок,UA503204780000026003924882927,0.00,РІДНИЙ ДІМ,Центральний офіс,39765623,Україна,2023-09-30,3,2023
АТ АКБ КОНКОРД,Закритий рахунок (банк в стані ліквідації),UA543073500000026007071302001,2406.00,РІДНИЙ ДІМ,Центральний офіс,39765623,Україна,2023-09-30,3,2023
ПАТ АБ УКРГАЗБАНК,Поточний рахунок,UA263204780000026008924893665,0.00,РІДНИЙ ДІМ,Чернігівська міська організація,43807103,Чернігівська обл.,2023-06-30,2,2023
АТ АСВІО БАНК,Поточний рахунок,UA663534890000026007589924001,20459.00,РІДНИЙ ДІМ,БРОВАРСЬКА МІСЬКА організація,44056871,Київська обл.,2023-06-30,2,2023
ПАТ АБ УКРГАЗБАНК,Поточний рахунок,UA503204780000026003924882927,80.81,РІДНИЙ ДІМ,Центральний офіс,39765623,Україна,2023-06-30,2,2023
АТ АКБ КОНКОРД,Закритий рахунок (банк в стані ліквідації),UA543073500000026007071302001,2406.00,РІДНИЙ ДІМ,Центральний офіс,39765623,Україна,2023-06-30,2,2023
