Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"Житомирське РУ АТ КБ ""Приватбанк""",Поточний рахунок,UA573117440000026002055833422,0.00,РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Житомирська обласна організація,20414943,Житомирська обл.,2021-03-31,1,2021
"ХМЕЛЬНИЦЬКА ФIЛIЯ АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA773154050000026005052323052,250.00,РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Камʼянець-Подільська міська організація,43344193,Хмельницька обл.,2021-03-31,1,2021
"АТ КБ ""Приватбанк""",Поточний рахунок,UA273052990000026009001017621,0.00,РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Камʼянка-Бузька районна організація,26307049,Львівська обл.,2021-03-31,1,2021
Філія Донецьке ОУ АТ «Ощадбанк»,Поточний рахунок,UA763351060000026007300702681,478.07,РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Краматорська районна організація,43784317,Донецька обл.,2021-03-31,1,2021
Філія Донецьке ОУ АТ «Ощадбанк»,Вкладний (депозитний) рахунок,UA763351060000026104300702681,54000.00,РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Краматорська районна організація,43784317,Донецька обл.,2021-03-31,1,2021
Філія Донецьке ОУ АТ «Ощадбанк»,Відсотковий,UA583351060000026182300702681,828.80,РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Краматорська районна організація,43784317,Донецька обл.,2021-03-31,1,2021
ТВБВ № 10026/0187 філії – Головного управління по м. Києву та Київській області АТ «Ощадбанк»,Поточний рахунок,UA613226690000026004300737748,266.77,РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Київська обласна організація Республіканської платформи,22869388,Київська обл.,2021-03-31,1,2021
АБ «Південний»,Поточний рахунок,UA733282090000026004000012707,0.00,РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Тернопільська обласна організація,14034675,Тернопільська обл.,2021-03-31,1,2021
АТ «Ощадбанк» ТВБВ 10026/016 Філії - ГУ по м. Києву та Київській області,Поточний рахунок,UA163226690000026007301284275,124349.89,РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Центральний офіс,00049153,Україна,2021-03-31,1,2021
АТ «Ощадбанк» ТВБВ 10026/016 Філії - ГУ по м. Києву та Київській області,Транзитний рахунок,UA553226690000029094300284275,0.00,РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Центральний офіс,00049153,Україна,2021-03-31,1,2021
Філія Донецьке ОУ АТ «Ощадбанк»,Поточний рахунок,UA763351060000026007300702681,56085.32,РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Краматорська районна організація,43784317,Донецька обл.,2021-12-31,4,2021
"ХМЕЛЬНИЦЬКА ФIЛIЯ АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA773154050000026005052323052,0.00,РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Камʼянець-Подільська міська організація,43344193,Хмельницька обл.,2021-12-31,4,2021
"ТВБВ № 10026/0187 філії - Головного управління по м. Києву та Київській області АТ ""Ощадбанк""",Поточний рахунок,UA613226690000026004300737748,266.77,РЕСПУБЛІКАНСЬКА ПЛАТФОРМА,Київська обласна організація Республіканської платформи,22869388,Київська обл.,2021-12-31,4,2021
