Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"АТ ""МІБ"" м. Київ ",Поточний рахунок,UA883805820000026003010318161,13242.31,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ВІННИЦЬКА ТЕРИТОРІАЛЬНА організація,39508645,Вінницька обл.,2021-03-31,1,2021
"АТ ""МІБ"" м. Київ ",Поточний рахунок,UA283805820000026004020318161,173550.92,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ВІННИЦЬКА ТЕРИТОРІАЛЬНА організація,39508645,Вінницька обл.,2021-03-31,1,2021
"АТ ""МІБ"" м. Київ ",Рахунок для соц. виплат,UA483805820000026047010318161,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ВІННИЦЬКА ТЕРИТОРІАЛЬНА організація,39508645,Вінницька обл.,2021-03-31,1,2021
ПАТ КБ ПРИВАТБАНК,Поточний рахунок,UA623052990000026004006302109,1968.99,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЧЕРНІГІВСЬКА ТЕРИТОРІАЛЬНА організація,39742680,Чернігівська обл.,2021-03-31,1,2021
ПАТ КБ ПРИВАТБАНК,Рахунок для соціальних виплат,UA323052990000026046006301124,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЧЕРНІГІВСЬКА ТЕРИТОРІАЛЬНА організація,39742680,Чернігівська обл.,2021-03-31,1,2021
"АТ КБ ""Приватбанк""",Поточний рахунок,UA273387830000026009055114295,55555.65,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ТЕРНОПІЛЬСЬКА ТЕРИТОРІАЛЬНА організація,39614425,Тернопільська обл.,2021-03-31,1,2021
"АТ КБ ""Приватбанк""",рахунок для соціальних виплат,UA113387830000026041055102340,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ТЕРНОПІЛЬСЬКА ТЕРИТОРІАЛЬНА організація,39614425,Тернопільська обл.,2021-03-31,1,2021
"АТ""УКРЕКСІМБАНК""",Поточний рахунок,UA473223130000026008000043431,3670.77,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЗАКАРПАТСЬКА ТЕРИТОРІАЛЬНА організація,39950317,Закарпатська обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA853375460000026009055016910,586.21,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,СУМСЬКА ТЕРИТОРІАЛЬНА організація,39587135,Сумська обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Рахунок для соцiальних виплат,UA353375460000026042055006794,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,СУМСЬКА ТЕРИТОРІАЛЬНА організація,39587135,Сумська обл.,2021-03-31,1,2021
Публiчне акцiонерне товариство Акцiонерний банк ''УКРГАЗБАНК'' ,Поточний рахунок,UA153204780000000026001266565,1849.78,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Чернівецька Територіальна організація,39692702,Чернівецька обл.,2021-03-31,1,2021
"АТ ""Укрексімбанк""""",Поточний рахунок,UA523223130000026008000005026,743.08,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЗАПОРІЗЬКА ТЕРИТОРІАЛЬНА організація,39434317,Запорізька обл.,2021-03-31,1,2021
"АТ ""Укрексімбанк""",спец рахунок ФСС ТВП,UA533223130000026045000008600,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЗАПОРІЗЬКА ТЕРИТОРІАЛЬНА організація,39434317,Запорізька обл.,2021-03-31,1,2021
"АБ ""Укргазбанк""",Поточний рахунок,UA713204780000026004924902691,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЗАПОРІЗЬКА ТЕРИТОРІАЛЬНА організація,39434317,Запорізька обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA303333910000026009054713048,31460.92,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,РІВНЕНСЬКА ТЕРИТОРІАЛЬНА організація,39757256,Рівненська обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA353333910000026045054715129,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,РІВНЕНСЬКА ТЕРИТОРІАЛЬНА організація,39757256,Рівненська обл.,2021-03-31,1,2021
АТ КБ ПРИВАТБАНК,Поточний рахунок,UA573052990000026003011602895,35.67,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЧЕРКАСЬКА ТЕРИТОРІАЛЬНА організація,39602603,Черкаська обл.,2021-03-31,1,2021
АТ КБ ПРИВАТБАНК,Рахунок для соціальних виплат,UA393052990000026041041601408,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ЧЕРКАСЬКА ТЕРИТОРІАЛЬНА організація,39602603,Черкаська обл.,2021-03-31,1,2021
"ПАТ ""МІБ""",Поточний рахунок,UA503805820000026000010325931,101261.06,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,КИЇВСЬКА ТЕРИТОРІАЛЬНА організація,39495516,м.Київ,2021-03-31,1,2021
"ПАТ ""МІБ""",Соц виплати,UA103805820000026044010325931,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,КИЇВСЬКА ТЕРИТОРІАЛЬНА організація,39495516,м.Київ,2021-03-31,1,2021
АКЦІОНЕРНЕ ТОВАРИСТВО КОМЕРЦІЙНИЙ БАНК «ПРИВАТБАНК»,Поточний рахунок,UA493052990000026002050282114,149.97,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ДНІПРОПЕТРОВСЬКА ТЕРИТОРІАЛЬНА організація,39795490,Дніпропетровська обл.,2021-03-31,1,2021
АКЦІОНЕРНЕ ТОВАРИСТВО КОМЕРЦІЙНИЙ БАНК «ПРИВАТБАНК»,Рахунок для соціальних виплат,UA103052990000026044050222897,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ДНІПРОПЕТРОВСЬКА ТЕРИТОРІАЛЬНА організація,39795490,Дніпропетровська обл.,2021-03-31,1,2021
" АКЦІОНЕРНЕ ТОВАРИСТВО ""ПЕРШИЙ УКРАЇНСЬКИЙ МІЖНАРОДНИЙ БАНК""",Поточний рахунок,UA063348510000000026002106070,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ДНІПРОПЕТРОВСЬКА ТЕРИТОРІАЛЬНА організація,39795490,Дніпропетровська обл.,2021-03-31,1,2021
"АКЦІОНЕРНЕ ТОВАРИСТВО ""МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК""",Поточний рахунок,UA203805820000026004010329245,5040.65,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,ДНІПРОПЕТРОВСЬКА ТЕРИТОРІАЛЬНА організація,39795490,Дніпропетровська обл.,2021-03-31,1,2021
"ПАТ КБ""ПРИВАТБАНК""",Поточний рахунок,UA543266100000026001053219711,20261.30,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,МИКОЛАЇВСЬКА ТЕРИТОРІАЛЬНА організація,26029188,Миколаївська обл.,2021-03-31,1,2021
"ПАТ КБ""ПРИВАТБАНК""",Рахунок соціальний,UA683266100000026041053203743,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,МИКОЛАЇВСЬКА ТЕРИТОРІАЛЬНА організація,26029188,Миколаївська обл.,2021-03-31,1,2021
"ТВБВ №10026/01 Філія головного управління по м.Києву АТ ""ОЩАДБАНК""",Поточний рахунок,UA273226690000026006300913474,247.51,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Донецька Територіальна організація,39645186,Донецька обл.,2021-03-31,1,2021
"ТВБВ №10026/01 Філія головного управління по м.Києву АТ ""ОЩАДБАНК""",Рахунок для соціальних виплат,UA493226690000026040300913474,0.00,ЄВРОПЕЙСЬКА СОЛІДАРНІСТЬ,Донецька Територіальна організація,39645186,Донецька обл.,2021-03-31,1,2021
