Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"АТ ""Мегабанк""",Поточний рахунок,UA063516290000000026003240342,727971.00,НАШ КРАЙ,ЧЕРНІГІВСЬКА ОБЛАСНА організація,39975897,Чернігівська обл.,2021-12-31,4,2021
"АБ ""Укргазбанк""",Поточний рахунок,UA783204780000026005924904762,0.00,НАШ КРАЙ,ЧЕРНІГІВСЬКА ОБЛАСНА організація,39975897,Чернігівська обл.,2021-12-31,4,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA713052990000026004010117733,16925.05,НАШ КРАЙ,БОРИСПІЛЬСЬКА МІСЬКА організація,40030617,Київська обл.,2021-12-31,4,2021
АТ КБ Приватбанк,Поточний рахунок,UA853047950000026005053724702,0.00,НАШ КРАЙ,ЛУГАНСЬКА ОБЛАСНА організація,39966023,Луганська обл.,2021-12-31,4,2021
АБ УКРГАЗБАНК,Поточний рахунок,UA273204780000000026008288858,70450.77,НАШ КРАЙ,ЛУГАНСЬКА ОБЛАСНА організація,39966023,Луганська обл.,2021-12-31,4,2021
"АКЦІОНЕРНЕ ТОВАРИСТВО ""МЕГАБАНК""",Поточний рахунок,UA553516290000000002600318247,371273.27,НАШ КРАЙ,СУМСЬКА ОБЛАСНА організація,40007724,Сумська обл.,2021-12-31,4,2021
"ПАТ ""Банк Восток""",Поточний рахунок,UA553071230000026005020738064,5107.36,НАШ КРАЙ,МИКОЛАЇВСЬКА ОБЛАСНА організація,39956738,Миколаївська обл.,2021-12-31,4,2021
"Філія ЗО АТ ""Ощадбанк""",Поточний рахунок,UA113139570000026000300238443,240517.45,НАШ КРАЙ,ЗАПОРІЗЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ НАШ,39968366,Запорізька обл.,2021-12-31,4,2021
АТ КБ ПРИВАТБАНК,Поточний рахунок,UA573052990000026003026813077,261456.05,НАШ КРАЙ,КИЇВСЬКА ОБЛАСНА організація,39863371,Київська обл.,2021-12-31,4,2021
"АТ ""МЕГАБАНК""",Поточний рахунок,UA023516290000000026000260477,102.03,НАШ КРАЙ,КИЇВСЬКА МІСЬКА організація,39812835,м.Київ,2021-12-31,4,2021
АТ Мегабанк,Поточний рахунок,UA663516290000000002600805183,6155.00,НАШ КРАЙ,ЖИТОМИРСЬКА ОБЛАСНА організація,40006563,Житомирська обл.,2021-12-31,4,2021
"АТ ""Мегабанк""",Поточний рахунок,UA353516290000000026004210887,0.00,НАШ КРАЙ,ХЕРСОНСЬКА ОБЛАСНА організація,39833792,Херсонська обл.,2021-12-31,4,2021
Акціонерний банк Південний,Поточний рахунок,UA943282090000026009010007815,196117.41,НАШ КРАЙ,ОДЕСЬКА ОБЛАСНА організація,39573866,Одеська обл.,2021-12-31,4,2021
"ПАТ ""МЕГАБАНК""",Поточний рахунок,UA533516290000000026002260475,268189.70,НАШ КРАЙ,Центральний офіс,37724082,Україна,2021-12-31,4,2021
