Вид фінансових зобовʼязань,Дата виникнення,Сума (вартість) зобовʼязання на момент виникнення,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Місце проживання (для фіз. осіб)/Юридична адреса (для юр. осіб),Сума (вартість) на кінець звітного періоду грн,Тип особи,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Квартал,Рік
Поточна кредиторська заборгованість зі сплати судових зборів,08.10.2020,5255,ДЕРЖАВНА СУДОВА АДМІНІСТРАЦІЯ УКРАЇНИ,26255795,"01021, місто Київ, ВУЛИЦЯ ЛИПСЬКА, будинок 18/5",5255,Юридична особа,ПРОПОЗИЦІЯ,КИЇВСЬКА ОБЛАСНА організація,43734685,Київська обл.,2,2024
Поточна кредиторська заборгованість зі сплати судових зборів,08.10.2020,2102,ДЕРЖАВНА СУДОВА АДМІНІСТРАЦІЯ УКРАЇНИ,26255795,"01021, місто Київ, ВУЛИЦЯ ЛИПСЬКА, будинок 18/5",2102,Юридична особа,ПРОПОЗИЦІЯ,КИЇВСЬКА ОБЛАСНА організація,43734685,Київська обл.,2,2024
Поточна кредиторська заборгованість зі сплати судових зборів,09.11.2020,15765,ДЕРЖАВНА СУДОВА АДМІНІСТРАЦІЯ УКРАЇНИ,26255795,"01021, місто Київ, ВУЛИЦЯ ЛИПСЬКА, будинок 18/5",15765,Юридична особа,ПРОПОЗИЦІЯ,КИЇВСЬКА ОБЛАСНА організація,43734685,Київська обл.,2,2024
Поточна кредиторська заборгованість зі сплати судових зборів,14.12.2020,4204,ДЕРЖАВНА СУДОВА АДМІНІСТРАЦІЯ УКРАЇНИ,26255795,"01021, місто Київ, ВУЛИЦЯ ЛИПСЬКА, будинок 18/5",4204,Юридична особа,ПРОПОЗИЦІЯ,КИЇВСЬКА ОБЛАСНА організація,43734685,Київська обл.,2,2024
кредиторська заборгованість за надані послуги ,30.11.2020,160,"ПРИВАТНЕ АКЦІОНЕРЕ ТОВАРИСТВО ""ДАТАГРУП""",31720260,"Україна, 03057, місто Київ, ул. Смоленська, будинок 31-33",160,Юридична особа,ПРОПОЗИЦІЯ,РІВНЕНСЬКА ОБЛАСНА організація,43645119,Дніпропетровська обл.,2,2024
Комісія за розрахункове обслуговування,17.09.2024,550.0,ПАТ АТ УКРГАЗБАНК,23697280,"Київ, вулиця Богдана Хмельницького,16-22",550.0,Юридична особа,ПРОПОЗИЦІЯ,ЖИТОМИРСЬКА ОБЛАСНА організація,43638384,Житомирська обл.,3,2024
Поточна кредиторська заборгованість зі сплати судових зборів,08.10.2020,5255.0,ДЕРЖАВНА СУДОВА АДМІНІСТРАЦІЯ УКРАЇНИ,26255795,"01021, місто Київ, ВУЛИЦЯ ЛИПСЬКА, будинок 18/5",5255.0,Юридична особа,ПРОПОЗИЦІЯ,КИЇВСЬКА ОБЛАСНА організація,43734685,Київська обл.,3,2024
Поточна кредиторська заборгованість зі сплати судових зборів,08.10.2020,2102.0,ДЕРЖАВНА СУДОВА АДМІНІСТРАЦІЯ УКРАЇНИ,26255795,"01021, місто Київ, ВУЛИЦЯ ЛИПСЬКА, будинок 18/5",2102.0,Юридична особа,ПРОПОЗИЦІЯ,КИЇВСЬКА ОБЛАСНА організація,43734685,Київська обл.,3,2024
Поточна кредиторська заборгованість зі сплати судових зборів,09.11.2020,15765.0,ДЕРЖАВНА СУДОВА АДМІНІСТРАЦІЯ УКРАЇНИ,26255795,"01021, місто Київ, ВУЛИЦЯ ЛИПСЬКА, будинок 18/5",15765.0,Юридична особа,ПРОПОЗИЦІЯ,КИЇВСЬКА ОБЛАСНА організація,43734685,Київська обл.,3,2024
Поточна кредиторська заборгованість зі сплати судових зборів,14.12.2020,4204.0,ДЕРЖАВНА СУДОВА АДМІНІСТРАЦІЯ УКРАЇНИ,26255795,"01021, місто Київ, ВУЛИЦЯ ЛИПСЬКА, будинок 18/5",4204.0,Юридична особа,ПРОПОЗИЦІЯ,КИЇВСЬКА ОБЛАСНА організація,43734685,Київська обл.,3,2024
кредиторська заборгованість за надані послуги ,30.11.2020,160.0,"ПРИВАТНЕ АКЦІОНЕРЕ ТОВАРИСТВО ""ДАТАГРУП""",31720260,"Україна, 03057, місто Київ, ул. Смоленська, будинок 31-33",160.0,Юридична особа,ПРОПОЗИЦІЯ,РІВНЕНСЬКА ОБЛАСНА організація,43645119,Дніпропетровська обл.,3,2024
Поточна кредиторська заборгованність за надані послуги,12.09.2024,3167.25,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""БУДІНВЕСТ-КАПІТАЛ""",35133356,"Україна, 49083, Дніпропетровська обл., місто Дніпро, пр.Слобожанський, будинок 29",3167.25,Юридична особа,ПРОПОЗИЦІЯ,Центральний офіс,39550414,Дніпропетровська обл.,3,2024
