Вид фінансових зобовʼязань,Дата виникнення,Сума (вартість) зобовʼязання на момент виникнення,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Місце проживання (для фіз. осіб)/Юридична адреса (для юр. осіб),Сума (вартість) на кінець звітного періоду грн,Тип особи,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Квартал,Рік
Поточна кредиторська заборгованість зі сплати судових зборів,08.10.2020,5255.0,ДЕРЖАВНА СУДОВА АДМІНІСТРАЦІЯ УКРАЇНИ,26255795,"м. Київ, ВУЛИЦЯ ЛИПСЬКА, буд. 18/5",5255.0,Юридична особа,ПРОПОЗИЦІЯ,КИЇВСЬКА ОБЛАСНА організація,43734685,Київська область,1,2022
Поточна кредиторська заборгованість зі сплати судових зборів,08.10.2020,2102.0,ДЕРЖАВНА СУДОВА АДМІНІСТРАЦІЯ УКРАЇНИ,26255795,"м. Київ, ВУЛИЦЯ ЛИПСЬКА, буд. 18/5",2102.0,Юридична особа,ПРОПОЗИЦІЯ,КИЇВСЬКА ОБЛАСНА організація,43734685,Київська область,1,2022
Поточна кредиторська заборгованість зі сплати судових зборів,09.11.2020,15765.0,ДЕРЖАВНА СУДОВА АДМІНІСТРАЦІЯ УКРАЇНИ,26255795,"м. Київ, ВУЛИЦЯ ЛИПСЬКА, буд. 18/5",15765.0,Юридична особа,ПРОПОЗИЦІЯ,КИЇВСЬКА ОБЛАСНА організація,43734685,Київська область,1,2022
Поточна кредиторська заборгованість зі сплати судових зборів,14.12.2020,4204.0,ДЕРЖАВНА СУДОВА АДМІНІСТРАЦІЯ УКРАЇНИ,26255795,"м. Київ, ВУЛИЦЯ ЛИПСЬКА, буд. 18/5",4204.0,Юридична особа,ПРОПОЗИЦІЯ,КИЇВСЬКА ОБЛАСНА організація,43734685,Київська область,1,2022
Поточна кредиторська заборгованість за оренду приміщення,31.03.2022,939.6,"ПРИВАТНЕ ПІДПРИЄМСТВО ""ГЕЛІАР""",35607325,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58, оф. 428",939.6,Юридична особа,ПРОПОЗИЦІЯ,ДНІПРОПЕТРОВСЬКА ОБЛАСНА організація,43657611,Дніпропетровська область,1,2022
кредиторська заборгованість за надані послуги ,30.11.2020,160.0,"ПРИВАТНЕ АКЦІОНЕРЕ ТОВАРИСТВО ""ДАТАГРУП""",31720260,"м. Київ, ул. Смоленська, буд. 31-33",160.0,Юридична особа,ПРОПОЗИЦІЯ,РІВНЕНСЬКА ОБЛАСНА організація,43645119,Дніпропетровська область,1,2022
кредиторська заборгованість із орендної плати ,31.03.2022,243.0,ПРИВАТНЕ ПІДПРИЄМСТВО ГЕЛІАР ,35607325,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58, оф. 428",243.0,Юридична особа,ПРОПОЗИЦІЯ,РІВНЕНСЬКА ОБЛАСНА організація,43645119,Дніпропетровська область,1,2022
Кредиторська заборгованість за оренду приміщення ,31.03.2022,955.8,"ПРИВАТНЕ ПІДПРИЄМСТВО ""ГЕЛІАР""",35607325,"Дніпропетровська обл., м. Дніпро, ВУЛИЦЯ СТАРОКОЗАЦЬКА, буд. 58, оф. 428",955.8,Юридична особа,ПРОПОЗИЦІЯ,ДНІПРОВСЬКА МІСЬКА організація,43725419,Дніпропетровська область,1,2022
кредиторська заборгованість за оренду приміщення,16.10.2021,1950.0,"ПРИВАТНЕ ПІДПРИЄМСТВО ""АРКАДОР""",34780495,"Кіровоградська обл., м. Кропивницький, ВУЛИЦЯ МИХАЙЛІВСЬКА, буд. 20",1950.0,Юридична особа,ПРОПОЗИЦІЯ,КІРОВОГРАДСЬКА ОБЛАСНА організація,43636916,Кіровоградська область,1,2022
Прострочена плата,08.11.2021,22.21,"Акціонерний банк ""Південний""",20953647,"Одеська обл., м. Одеса, вул. Краснова, буд. 6/1",22.21,Юридична особа,ПРОПОЗИЦІЯ,МИКОЛАЇВСЬКА ОБЛАСНА організація,43626410,Миколаївська область,1,2022
