Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
АТ КБ «ПРИВАТБАНК»,Поточний рахунок,UA063052990000026009006812779,0.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,КРИМСЬКА РЕСПУБЛІКАНСЬКА організація,36973415,Херсонська обл.,2023-03-31,1,2023
"АТ КБ ""Приватбанк"", відділення ""Північно-західне №70""",Поточний рахунок,UA023052990000026005010802791,0.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ВОЛИНСЬКА ОБЛАСНА організація,36959626,Волинська обл.,2023-03-31,1,2023
"АТ ""Ідея Банк""",Поточний рахунок,UA573363100000026000355014336,34476.67,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ЛЬВІВСЬКА ОБЛАСНА організація,36992464,Львівська обл.,2023-03-31,1,2023
АТ КБ «ПРИВАТБАНК»,Поточний рахунок,UA433052990000026000006800779,3130.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ДОНЕЦЬКА ОБЛАСНА організація,38144617,Донецька обл.,2023-03-31,1,2023
"АТ КБ ""ПРИВАТБАНК"" ",Поточний рахунок,UA653052990000026000016803120,63.70,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,СЕВАСТОПОЛЬСЬКА МІСЬКА організація,36932096,Херсонська обл.,2023-03-31,1,2023
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA323052990000026003016800993,247914.64,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,КИЇВСЬКА МІСЬКА організація,37317130,м.Київ,2023-03-31,1,2023
Акціонерне товариство «ПУМБ»,Поточний рахунок,UA593348510000000002600527935,0.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ЛУГАНСЬКА ОБЛАСНА організація,37456246,Луганська обл.,2023-03-31,1,2023
"КОМЕРЦIЙНИЙ БАНК ""ПРИВАТБАНК""",Поточний рахунок,UA153266100000026009053214224,0.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,МИКОЛАЇВСЬКА ОБЛАСНА організація,36955286,Миколаївська обл.,2023-03-31,1,2023
"КОМЕРЦIЙНИЙ БАНК ""ПРИВАТБАНК""",нараховані доходи за комісіями,UA443266100000035706053222243,0.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,МИКОЛАЇВСЬКА ОБЛАСНА організація,36955286,Миколаївська обл.,2023-03-31,1,2023
АТ КБ ПРИВАТ БАНК,Поточний рахунок,UA833052990000026002050294403,0.00,УДАР (УКРАЇНСЬКИЙ ДЕМОКРАТИЧНИЙ АЛЬЯНС ЗА РЕФОРМИ) ВІТАЛІЯ КЛИЧКА,ДНІПРОПЕТРОВСЬКА ОБЛАСНА організація,36934004,Дніпропетровська обл.,2023-03-31,1,2023
