Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
АКЦІОНЕРНЕ ТОВАРИСТВО КОМЕРЦІЙНИЙ БАНК «ПРИВАТБАНК»,поточний рахунок,UA623052990000026007050259982,0.00,УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,ДНІПРОПЕТРОВСЬКА ОБЛАСНА РЕГІОНАЛЬНА ПАРТОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,39874446,Дніпропетровська обл.,2023-12-31,4,2023
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA073287040000026004054327711,10.28,УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,ОДЕСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ-УКРОП,39994815,Одеська обл.,2023-12-31,4,2023
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA383052990000026006036204372,7.88,УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,КИЇВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,39949818,Київська обл.,2023-12-31,4,2023
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA923355480000026008053610043,28.68,УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,ДОНЕЦЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,39977234,Донецька обл.,2023-12-31,4,2023
АТ КБ Приватбанк,Поточний рахунок,UA963052990000026002033302000,0.00,УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,ТЕРНОПІЛЬСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,39943199,Тернопільська обл.,2023-12-31,4,2023
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA703052990000026001036301645,0.00,УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,ЧЕРНІГІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,39941035,Чернігівська обл.,2023-12-31,4,2023
АТ КБ Приватбанк,Поточний рахунок,UA843052990000026002031803954,0.00,УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,ЧЕРНІВЕЦЬКА ОБЛАСНА РЕГІОНАЛЬНА ПАРТОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,39914462,Чернівецька обл.,2023-12-31,4,2023
"АТ КБ ""Приватбанк""",Поточний рахунок,UA843543470000026005051524627,0.00,УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,ЧЕРКАСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,39945181,Черкаська обл.,2023-12-31,4,2023
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA643154050000026001052423138,0.00,УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,ХМЕЛЬНИЦЬКА ОБЛАСНА РЕГІОНАЛЬНА ПАРТОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,39933490,Хмельницька обл.,2023-12-31,4,2023
АТ КБ Приватбанк,Поточний рахунок,UA083052990000026006031100578,0.00,УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,ХЕРСОНСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,39904145,Херсонська обл.,2023-12-31,4,2023
