Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"АТ ""Райффайзен банк Аваль""",поточний рахунок,26006580179,"98517,07",Радикальна партія Олега Ляшка,Центральний офіс,37279703,Україна,2018-03-31,1,2018
"АТ ""Райффайзен банк Аваль""",рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності,26009580176,5819191,Радикальна партія Олега Ляшка,Центральний офіс,37279703,Україна,2018-03-31,1,2018
"АТ ""Райффайзен банк Аваль""",поточний рахунок,26006580179,"161871,99",Радикальна партія Олега Ляшка,Центральний офіс,37279703,Україна,2018-06-30,2,2018
"АТ ""Райффайзен банк Аваль""",поточний рахунок,2604876705,0,Радикальна партія Олега Ляшка,Центральний офіс,37279703,Україна,2018-06-30,2,2018
"АТ ""Райффайзен банк Аваль""",рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності,26009580176,"3603170,21",Радикальна партія Олега Ляшка,Центральний офіс,37279703,Україна,2018-06-30,2,2018
"АТ ""Райффайзен банк Аваль""",поточний рахунок,26006580179,"368036,94",Радикальна партія Олега Ляшка,Центральний офіс,37279703,Україна,2018-09-30,3,2018
"АТ ""Райффайзен банк Аваль""",поточний рахунок,2604876705,0,Радикальна партія Олега Ляшка,Центральний офіс,37279703,Україна,2018-09-30,3,2018
"АТ ""Райффайзен банк Аваль""",рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності,26009580176,"1825061,3",Радикальна партія Олега Ляшка,Центральний офіс,37279703,Україна,2018-09-30,3,2018
"АТ ""Райффайзен банк Аваль""",поточний рахунок,26006580179,"5047903,38",Радикальна партія Олега Ляшка,Центральний офіс,37279703,Україна,2018-12-31,4,2018
"АТ ""Райффайзен банк Аваль""",поточний рахунок,2604876705,0,Радикальна партія Олега Ляшка,Центральний офіс,37279703,Україна,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26433051500906,985,Радикальна партія Олега Ляшка,Центральний офіс,37279703,Україна,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду політичної партії,26433055100563,100,Радикальна партія Олега Ляшка,Центральний офіс,37279703,Україна,2018-12-31,4,2018
"АТ ""Райффайзен банк Аваль""",рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності,26009580176,0,Радикальна партія Олега Ляшка,Центральний офіс,37279703,Україна,2018-12-31,4,2018
