Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"АТ ""Банк Альянс""",поточний рахунок,UA463001190000026000036913001,"120940,21",Партія Шарія,Центральний офіс,39644910,Україна,2020-03-31,1,2020
"ПАТ КБ ""Приватбанк""",поточний рахунок,UA703007110000026004052619570,0,Партія Шарія,Центральний офіс,39644910,Україна,2020-03-31,1,2020
"ПАТ ""Банк ""Український капітал""",поточний рахунок,260032168700/98,0,Партія Шарія,Центральний офіс,39644910,Україна,2020-03-31,1,2020
"ПАТ КБ ""Приватбанк""",поточний рахунок,UA393007110000026041052601604,0,Партія Шарія,Центральний офіс,39644910,Україна,2020-03-31,1,2020
"АТ ""Банк Альянс""",поточний рахунок,UA023001190000026009036913002,0,Партія Шарія,Центральний офіс,39644910,Україна,2020-03-31,1,2020
невідомо,поточний рахунок,43841310,0,Партія Шарія,Вінницька обласна організація,43354510,Вінницька область,2020-03-31,1,2020
"ПАТ КБ ""Приватбанк""",поточний рахунок,UA383052990000026006050514394,95,Партія Шарія,Дніпропетровська обласна організація,43287298,Дніпропетровська область,2020-03-31,1,2020
"АБ ""Укргазбанк""",поточний рахунок,UA753204780000026000924882191,0,Партія Шарія,Донецька обласна організація,43426244,Донецька область,2020-03-31,1,2020
"ПАТ ""ПУМБ""",поточний рахунок,UA073348510000000026005108978,0,Партія Шарія,Житомирська обласна організація,43390370,Житомирська область,2020-03-31,1,2020
невідомо,поточний рахунок,43841311,0,Партія Шарія,Закарпатська обласна організація,43571655,Закарпатська область,2020-03-31,1,2020
невідомо,поточний рахунок,43841313,0,Партія Шарія,Запорізька обласна організація,43348397,Запорізька область,2020-03-31,1,2020
невідомо,поточний рахунок,43841314,0,Партія Шарія,Київська міська організація,43373617,Київ,2020-03-31,1,2020
"АТ ""Банк Альянс""",поточний рахунок,UA893001190000026005055900001,0,Партія Шарія,Миколаївська обласна організація,43385198,Миколаївська область,2020-03-31,1,2020
"ПАТ КБ ""Приватбанк""",поточний рахунок,UA223287040000026001054230737,0,Партія Шарія,Одеська обласна організація,43298315,Одеська область,2020-03-31,1,2020
"ПАТ КБ ""Приватбанк""",поточний рахунок,UA513314010000026009054222700,0,Партія Шарія,Полтавська обласна організація,43414862,Полтавська область,2020-03-31,1,2020
невідомо,поточний рахунок,43841315,0,Партія Шарія,Рівненська обласна організація,43550462,Рівненська область,2020-03-31,1,2020
"ПАТ КБ ""Приватбанк""",поточний рахунок,UA803375450000026002055041294,0,Партія Шарія,Сумська обласна організація,43383054,Сумська область,2020-03-31,1,2020
"АБ ""Південний""",поточний рахунок,UA4193282090000026007000009018,"12922,99",Партія Шарія,Харківська обласна організація,43365407,Харківська область,2020-03-31,1,2020
"АТ ""Райффайзен банк Аваль""",поточний рахунок,UA383808050000000026002674904,0,Партія Шарія,Черкаська обласна організація,43420698,Черкаська область,2020-03-31,1,2020
невідомо,поточний рахунок,43841316,0,Партія Шарія,Чернігівська обласна організація,43456944,Чернігівська область,2020-03-31,1,2020
