"Найменування банку","Вид рахунку","Номер рахунку","Сума коштів","Партія","Місцева організація","Код ЄДРПОУ осередку","Географічний обʼєкт","Дата","Квартал","Рік"
"ПАТ КБ ""Приватбанк""","поточний рахунок","26006055327445",0,"Всеукраїнське об’єднання ""Свобода""","Вінницька обласна організація","33911707","Вінницька область","2016-03-31",1,2016
"ПАТ КБ ""Приватбанк""","поточний рахунок","26007060315850",0,"Всеукраїнське об’єднання ""Свобода""","Чечельницька районна організація","35814582","Вінницька область","2016-03-31",1,2016
"невідомо","поточний рахунок","26007060728374",0,"Всеукраїнське об’єднання ""Свобода""","Іваничівська районна організація","37040075","Волинська область","2016-03-31",1,2016
"невідомо","поточний рахунок","26007055515075",0,"Всеукраїнське об’єднання ""Свобода""","Любомльська міська організація","37522013","Волинська область","2016-03-31",1,2016
"ПАТ КБ ""Приватбанк""","поточний рахунок","26005050264582","2343,18","Всеукраїнське об’єднання ""Свобода""","Дніпропетровська обласна організація","26511459","Дніпропетровська область","2016-03-31",1,2016
"ПАТ КБ ""Приватбанк""","поточний рахунок","26002050262941","78,1","Всеукраїнське об’єднання ""Свобода""","Криничанська районна організація","38673191","Дніпропетровська область","2016-03-31",1,2016
"ПАТ КБ ""Приватбанк""","поточний рахунок","26007053605628",0,"Всеукраїнське об’єднання ""Свобода""","Донецька обласна організація","33967000","Донецька область","2016-03-31",1,2016
"АТ ""Ощадбанк""","поточний рахунок","26009430345917","1020,51","Всеукраїнське об’єднання ""Свобода""","Бердичівська міська організація","36710964","Житомирська область","2016-03-31",1,2016
"АТ ""Райффайзен банк Аваль""","поточний рахунок","26007350955",0,"Всеукраїнське об’єднання ""Свобода""","Житомирська обласна організація","33686723","Житомирська область","2016-03-31",1,2016
"ПАТ ""Укрсоцбанк""","поточний рахунок","26000011703854",0,"Всеукраїнське об’єднання ""Свобода""","Запорізька обласна організація","36320650","Запорізька область","2016-03-31",1,2016
"ПАТ ""Банк інвестиції та заощадження""","поточний рахунок","260030450601","131,58","Всеукраїнське об’єднання ""Свобода""","Івано-Франківська обласна організація","26055441","Івано-Франківська область","2016-03-31",1,2016
"невідомо","поточний рахунок","26003052510676",0,"Всеукраїнське об’єднання ""Свобода""","Долинська районна організація","33715226","Івано-Франківська область","2016-03-31",1,2016
"ПАТ ""ВіЕс Банк""","поточний рахунок","26006000006997","17132,89","Всеукраїнське об’єднання ""Свобода""","Івано-Франківська міська організація","36498192","Івано-Франківська область","2016-03-31",1,2016
"невідомо","поточний рахунок","26006300016137",0,"Всеукраїнське об’єднання ""Свобода""","Косівська районна організація","33909153","Івано-Франківська область","2016-03-31",1,2016
"невідомо","поточний рахунок","260002805501",0,"Всеукраїнське об’єднання ""Свобода""","Тисменицька районна організація","36083799","Івано-Франківська область","2016-03-31",1,2016
"АТ ""Укрсиббанк""","поточний рахунок","26003179126800","34793,1","Всеукраїнське об’єднання ""Свобода""","Київська міська організація","25665516","Київ","2016-03-31",1,2016
"АТ ""Райффайзен банк Аваль""","поточний рахунок","26002309354",0,"Всеукраїнське об’єднання ""Свобода""","Кіровоградська обласна організація","36571824","Кіровоградська область","2016-03-31",1,2016
"невідомо","поточний рахунок","260055502805501",0,"Всеукраїнське об’єднання ""Свобода""","Дрогобицька районна організація","37257318","Львівська область","2016-03-31",1,2016
"ПАТ КБ ""Приватбанк""","поточний рахунок","26000053701511",0,"Всеукраїнське об’єднання ""Свобода""","Жовківська районна організація","35344094","Львівська область","2016-03-31",1,2016
"ПАТ КБ ""Приватбанк""","поточний рахунок","260008053801792",0,"Всеукраїнське об’єднання ""Свобода""","Золочівська районна організація","33278554","Львівська область","2016-03-31",1,2016
"ПАТ ""Креді агріколь банк""","поточний рахунок","26009500042749",0,"Всеукраїнське об’єднання ""Свобода""","Львівська міська організація","23884355","Львівська область","2016-03-31",1,2016
"ПАТ ""Креді агріколь банк""","поточний рахунок","26006500042720","20804,97","Всеукраїнське об’єднання ""Свобода""","Львівська обласна організація","25561538","Львівська область","2016-03-31",1,2016
"невідомо","поточний рахунок","2600029645805500",0,"Всеукраїнське об’єднання ""Свобода""","Моршинська міська організація","34725146","Львівська область","2016-03-31",1,2016
"ПАТ КБ ""Приватбанк""","поточний рахунок","260008053801792",0,"Всеукраїнське об’єднання ""Свобода""","Червоноградська міська організація","33963980","Львівська область","2016-03-31",1,2016
"невідомо","поточний рахунок","26003300617855",0,"Всеукраїнське об’єднання ""Свобода""","Сокальська районна організація","34105417","Львівська область","2016-03-31",1,2016
"ПАТ КБ ""Приватбанк""","поточний рахунок","260008053801792",0,"Всеукраїнське об’єднання ""Свобода""","Трускавецька міська організація","33647408","Львівська область","2016-03-31",1,2016
"ПАТ КБ ""Приватбанк""","поточний рахунок","260008053801792",839,"Всеукраїнське об’єднання ""Свобода""","Турківська районна організація","36787707","Львівська область","2016-03-31",1,2016
"АБ ""Південний""","поточний рахунок","26002010041243","86,95","Всеукраїнське об’єднання ""Свобода""","Одеська обласна організація","25830926","Одеська область","2016-03-31",1,2016
"ПАТ КБ ""Приватбанк""","поточний рахунок","26003054616549",0,"Всеукраїнське об’єднання ""Свобода""","Полтавська міська організація","37115894","Полтавська область","2016-03-31",1,2016
"ПАТ КБ ""Приватбанк""","поточний рахунок","26005054629028",10362,"Всеукраїнське об’єднання ""Свобода""","Полтавська обласна організація","36984343","Полтавська область","2016-03-31",1,2016
"ПАТ КБ ""Приватбанк""","поточний рахунок","26007054726606",0,"Всеукраїнське об’єднання ""Свобода""","Кузнецовська міська організація","35749866","Рівненська область","2016-03-31",1,2016
