"Вид фінансових зобовʼязань","Дата виникнення","Сума (вартість) зобовʼязання на момент виникнення","Дата припинення","Сума (вартість) зобовʼязання на момент припинення","ПІБ (для фіз. осіб)/Назва (для юр. осіб)","Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб)","Місце проживання (для фіз. осіб)/Юридична адреса (для юр. осіб)","Сума (вартість) на кінець звітного періоду, грн","Тип особи","Партія","Місцева організація","Код ЄДРПОУ осередку","Географічний об'єкт","Квартал","Рік"
"поточні",2020-02-29,"314,64",,,"КП ""МІСЬКИЙ ІНФОРМАЦІЙНИЙ ЦЕНТР""","32135675","м. Харків, пр-т Науки, 38","314,64","юридична особа","ДОВІРЯЙ ДІЛАМ","Харківська регіональна організація",43031979,"Харківська область",1,2020
"поточні",2020-03-31,"315,57",,,"КП ""МІСЬКИЙ ІНФОРМАЦІЙНИЙ ЦЕНТР""","32135675","м. Харків, пр-т Науки, 38","315,57","юридична особа","ДОВІРЯЙ ДІЛАМ","Харківська регіональна організація",43031979,"Харківська область",1,2020
"поточні",2019-06-01,"450,0",,,"ГУ ДКСУ в Одеській обл.","38016923","м. Одеса Приморський р-н","450,0","юридична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",2,2019
"поточні",2019-06-01,"37,5",,,"ГУ ДКСУ в Одеській обл.","38016923","м. Одеса Приморський р-н","37,5","юридична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",2,2019
"поточні",2019-06-01,"450,0",2019-07-01,"450,0","ГУ ДКСУ в Одеській обл.","38016923","м. Одеса Приморський р-н",,"юридична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",3,2019
"поточні",2019-06-01,"37,5",2019-07-01,"37,5","ГУ ДКСУ в Одеській обл.","38016923","м. Одеса Приморський р-н",,"юридична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",3,2019
"поточні",2019-09-01,"450,0",,,"ГУ ДКСУ в Одеській обл.","38016923","м. Одеса Приморський р-н","450,0","юридична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",3,2019
"поточні",2019-09-01,"37,5",,,"ГУ ДКСУ в Одеській обл.","38016923","м. Одеса Приморський р-н","37,5","юридична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",3,2019
"поточні",2019-09-01,"450,0",2020-10-01,"450,0","ГУ ДКСУ в Одеській обл.","38016923","м. Одеса Приморський р-н",,"юридична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",4,2019
"поточні",2019-09-01,"37,5",2021-10-01,"37,5","ГУ ДКСУ в Одеській обл.","38016923","м. Одеса Приморський р-н",,"юридична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",4,2019
"поточні",2020-03-01,"450,0",,,"УК у м. Одесі, Приморський р-н","38016923","м. Одеса Приморський р-н","450,0","юридична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",1,2020
"поточні",2020-03-01,"37,5",,,"УК у м. Одесі, Приморський р-н","38016923","м. Одеса Приморський р-н","37,5","юридична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",1,2020
"поточні",2020-03-01,"450,0",,,"УК у м. Одесі, Приморський р-н","38016923","м. Одеса Приморський р-н","450,0","юридична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",2,2020
"поточні",2020-03-01,"37,5",,,"УК у м. Одесі, Приморський р-н","38016923","м. Одеса Приморський р-н","37,5","юридична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",2,2020
"поточні",2020-09-01,"450,0",,,"УК у м. Одесі, Приморський р-н","38016923","м. Одеса Приморський р-н","900,0","юридична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",3,2020
"поточні",2020-09-01,"37,5",,,"УК у м. Одесі, Приморський р-н","38016923","м. Одеса Приморський р-н","75,0","юридична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",3,2020
"поточні",2019-07-31,"1827,14",,,"ТОВ ""УКРЕСТЕЙТ""","39355403","Харківська обл., м. Мерефа, вул. Дніпровська, буд. 223","1827,14","юридична особа","ДОВІРЯЙ ДІЛАМ","Харківська регіональна організація",43031979,"Харківська область",3,2019
"поточні",2019-08-31,"4374,36",,,"ТОВ ""УКРЕСТЕЙТ""","39355403","Харківська обл., м. Мерефа, вул. Дніпровська, буд. 223","4374,36","юридична особа","ДОВІРЯЙ ДІЛАМ","Харківська регіональна організація",43031979,"Харківська область",3,2019
"поточні",2019-09-30,"4343,95",,,"ТОВ ""УКРЕСТЕЙТ""","39355403","Харківська обл., м. Мерефа, вул. Дніпровська, буд. 223","4343,95","юридична особа","ДОВІРЯЙ ДІЛАМ","Харківська регіональна організація",43031979,"Харківська область",3,2019
"поточні",2019-07-31,"1827,14",,,"ТОВ ""УКРЕСТЕЙТ""","39355403","Харківська обл., м. Мерефа, вул. Дніпровська, буд. 223","1827,14","юридична особа","ДОВІРЯЙ ДІЛАМ","Харківська регіональна організація",43031979,"Харківська область",4,2019
"поточні",2019-08-31,"4374,36",,,"ТОВ ""УКРЕСТЕЙТ""","39355403","Харківська обл., м. Мерефа, вул. Дніпровська, буд. 223","4374,36","юридична особа","ДОВІРЯЙ ДІЛАМ","Харківська регіональна організація",43031979,"Харківська область",4,2019
"поточні",2019-09-30,"4343,95",,,"ТОВ ""УКРЕСТЕЙТ""","39355403","Харківська обл., м. Мерефа, вул. Дніпровська, буд. 223","4343,95","юридична особа","ДОВІРЯЙ ДІЛАМ","Харківська регіональна організація",43031979,"Харківська область",4,2019
"поточні",2020-01-31,"4409,36",,,"ТОВ ""УКРЕСТЕЙТ""","39355403","Харківська обл., м. Мерефа, вул. Дніпровська, буд. 223","4409,36","юридична особа","ДОВІРЯЙ ДІЛАМ","Харківська регіональна організація",43031979,"Харківська область",1,2020
"поточні",2020-02-29,"4396,13",,,"ТОВ ""УКРЕСТЕЙТ""","39355403","Харківська обл., м. Мерефа, вул. Дніпровська, буд. 223","4396,13","юридична особа","ДОВІРЯЙ ДІЛАМ","Харківська регіональна організація",43031979,"Харківська область",1,2020
"поточні",2020-03-11,"1572,4",,,"ТОВ ""УКРЕСТЕЙТ""","39355403","Харківська обл., м. Мерефа, вул. Дніпровська, буд. 223","1572,4","юридична особа","ДОВІРЯЙ ДІЛАМ","Харківська регіональна організація",43031979,"Харківська область",1,2020
"поточні",2020-03-31,"2858,91",,,"ТОВ ""УКРЕСТЕЙТ""","39355403","Харківська обл., м. Мерефа, вул. Дніпровська, буд. 223","2858,91","юридична особа","ДОВІРЯЙ ДІЛАМ","Харківська регіональна організація",43031979,"Харківська область",2,2020
"поточні",2020-04-30,"4466,76",,,"ТОВ ""УКРЕСТЕЙТ""","39355403","Харківська обл., м. Мерефа, вул. Дніпровська, буд. 223","4466,76","юридична особа","ДОВІРЯЙ ДІЛАМ","Харківська регіональна організація",43031979,"Харківська область",2,2020
"поточні",2020-05-31,"4480,16",,,"ТОВ ""УКРЕСТЕЙТ""","39355403","Харківська обл., м. Мерефа, вул. Дніпровська, буд. 223","4480,16","юридична особа","ДОВІРЯЙ ДІЛАМ","Харківська регіональна організація",43031979,"Харківська область",2,2020
"поточні",2020-06-30,"1401,82",,,"ТОВ ""УКРЕСТЕЙТ""","39355403","Харківська обл., м. Мерефа, вул. Дніпровська 223","1401,82","юридична особа","ДОВІРЯЙ ДІЛАМ","Харківська регіональна організація",43031979,"Харківська область",2,2020
"поточні",2019-06-01,"550,0",,,"ГУ ДФС в Одеській обл.","39398646","м. Одеса Приморський р-н","550,0","юридична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",2,2019
"поточні",2019-06-01,"550,0",2019-07-01,"550,0","ГУ ДФС в Одеській обл.","39398646","м. Одеса Приморський р-н",,"юридична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",3,2019
"поточні",2019-09-01,"550,0",,,"ГУ ДФС в Одеській обл.","39398646","м. Одеса Приморський р-н","550,0","юридична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",3,2019
"поточні",2019-09-01,"550,0",2019-10-01,"550,0","ГУ ДФС в Одеській обл.","39398646","м. Одеса Приморський р-н",,"юридична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",4,2019
"поточні",2020-01-31,"50,0",,,"ТОВ ""ЯВІР-2000 ХАРКІВ""","40287709","м. Харків, вул. Баварська, буд. 9А, кв. 16","50,0","юридична особа","ДОВІРЯЙ ДІЛАМ","Харківська регіональна організація",43031979,"Харківська область",1,2020
"поточні",2020-02-29,"400,0",,,"ТОВ ""ЯВІР-2000 ХАРКІВ""","40287709","м. Харків, вул. Баварська, буд. 9А, кв. 16","400,0","юридична особа","ДОВІРЯЙ ДІЛАМ","Харківська регіональна організація",43031979,"Харківська область",1,2020
"поточні",2020-03-31,"400,0",,,"ТОВ ""ЯВІР-2000 ХАРКІВ""","40287709","м. Харків, вул. Баварська, буд. 9А, кв. 16","400,0","юридична особа","ДОВІРЯЙ ДІЛАМ","Харківська регіональна організація",43031979,"Харківська область",1,2020
"поточні",2020-05-31,"400,0",,,"ТОВ ""ЯВІР-2000 ХАРКІВ""","40287709","м. Харків, вул. Баварська, буд. 9А, кв. 16","400,0","юридична особа","ДОВІРЯЙ ДІЛАМ","Харківська регіональна організація",43031979,"Харківська область",2,2020
"поточні",2020-06-30,"400,0",,,"ТОВ ""ЯВІР-2000 ХАРКІВ""","40287709","м. Харків, вул. Баварська, буд. 9А, кв. 16","400,0","юридична особа","ДОВІРЯЙ ДІЛАМ","Харківська регіональна організація",43031979,"Харківська область",2,2020
"поточні",2020-03-01,"550,0",,,"ГУ ДПС в Одеській області, Київський р-н","43142370","м. Одеса Київський р-н","550,0","юридична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",1,2020
"поточні",2020-03-01,"550,0",,,"ГУ ДПС в Одеській області, Київський р-н","43142370","м. Одеса Київський р-н","550,0","юридична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",2,2020
"поточні",2020-09-01,"550,0",,,"ГУ ДПС в Одеській області, Київський р-н","43142370","м. Одеса Київський р-н","1100,0","юридична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",3,2020
"поточні",2019-06-01,"2012,5",,,"Гриб Ірина Вікторівна",,"м. Київ","2012,5","фізична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",2,2019
"поточні",2019-06-01,"2012,5",2019-07-01,"2012,5","Гриб Ірина Вікторівна",,"м. Київ",,"фізична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",3,2019
"поточні",2019-09-01,"2012,5",,,"Гриб Ірина Вікторівна",,"м. Київ","2012,5","фізична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",3,2019
"поточні",2019-09-01,"2012,5",2019-10-01,"2012,5","Гриб Ірина Вікторівна",,,,"фізична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",4,2019
"поточні",2020-03-01,"2012,5",,,"Гриб Ірина Вікторівна",,"м. Київ","2012,5","фізична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",1,2020
"поточні",2020-03-01,"2012,5",,,"Гриб Ірина Вікторівна",,"м. Київ","2012,5","юридична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",2,2020
"поточні",2020-09-01,"4025,0",,,"Кульчицька Олена Іванівна",,"м. Одеса","4025,0","юридична особа","ДОВІРЯЙ ДІЛАМ","Центральний офіс",21676138,"Україна",3,2020
