Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"Філія ВІННИЦЬКЕ ОУ АТ ""ОЩАДБАНК""",Поточний рахунок,UA493020760000026002300155749,156.25,ЄВРОПЕЙСЬКА ПАРТІЯ УКРАЇНИ,ВІННИЦЬКА МІСЬКА організація,34939421,Вінницька обл.,2024-06-30,2,2024
"АТ ""ОЩАДБАНК""",Поточний рахунок,UA843257960000026009300740265,8195.53,ЄВРОПЕЙСЬКА ПАРТІЯ УКРАЇНИ,ЗОЛОЧІВСЬКА РАЙОННА організація,35263398,Львівська обл.,2024-06-30,2,2024
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA053052990000026000045104726,0.00,ЄВРОПЕЙСЬКА ПАРТІЯ УКРАЇНИ,КІРОВОГРАДСЬКА ОБЛАСНА організація,34869834,Кіровоградська обл.,2024-06-30,2,2024
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",Поточний рахунок,UA093808050000000026006700829,0.00,ЄВРОПЕЙСЬКА ПАРТІЯ УКРАЇНИ,ЛЬВІВСЬКА ОБЛАСНА організація,34942977,Львівська обл.,2024-06-30,2,2024
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA493052990000026000046305182,0.00,ЄВРОПЕЙСЬКА ПАРТІЯ УКРАЇНИ,ЧЕРНІГІВСЬКА РЕГІОНАЛЬНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ЄВРОПЕЙСЬКА ПАРТІЯ УКРАЇНИ,35884052,Чернігівська обл.,2024-06-30,2,2024
"АТ ""Райффайзен Банк""",Поточний рахунок,UA353808050000000026007128325,898.00,ЄВРОПЕЙСЬКА ПАРТІЯ УКРАЇНИ,Центральний офіс,34494649,Україна,2024-06-30,2,2024
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA493052990000026000046305182,0.00,ЄВРОПЕЙСЬКА ПАРТІЯ УКРАЇНИ,ЧЕРНІГІВСЬКА РЕГІОНАЛЬНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ЄВРОПЕЙСЬКА ПАРТІЯ УКРАЇНИ,35884052,Чернігівська обл.,2024-09-30,3,2024
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA053052990000026000045104726,0.00,ЄВРОПЕЙСЬКА ПАРТІЯ УКРАЇНИ,КІРОВОГРАДСЬКА ОБЛАСНА організація,34869834,Кіровоградська обл.,2024-09-30,3,2024
"Філія ВІННИЦЬКЕ ОУ АТ ""ОЩАДБАНК""",Поточний рахунок,UA493020760000026002300155749,156.25,ЄВРОПЕЙСЬКА ПАРТІЯ УКРАЇНИ,ВІННИЦЬКА МІСЬКА організація,34939421,Вінницька обл.,2024-09-30,3,2024
"АТ ""ОЩАДБАНК""",Поточний рахунок,UA843257960000026009300740265,8195.53,ЄВРОПЕЙСЬКА ПАРТІЯ УКРАЇНИ,ЗОЛОЧІВСЬКА РАЙОННА організація,35263398,Львівська обл.,2024-09-30,3,2024
"АТ ""Райффайзен Банк""",Поточний рахунок,UA353808050000000026007128325,0.00,ЄВРОПЕЙСЬКА ПАРТІЯ УКРАЇНИ,Центральний офіс,34494649,Україна,2024-09-30,3,2024
