Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"АТ ""Райфайзен Банк Аваль""",Поточний рахунок,UA833808050000000026006677963,13536.11,ГОЛОС,ІВАНО-ФРАНКІВСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43373308,Івано-Франківська обл.,2021-03-31,1,2021
"АТ ""РАЙФФАЙЗЕН БАНК"" ",14305909,UA703808050000000026004695226,50323.36,ГОЛОС,ОДЕСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43527082,Одеська обл.,2021-03-31,1,2021
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",поточний,UA573808050000000026003700822,2915.60,ГОЛОС,Полтавська обласна територіальна організація,43814037,Полтавська обл.,2021-03-31,1,2021
Акціонерне Товариство «МЕГАБАНК» ,Поточний рахунок ,UA693516290000000002600204117,3124.10,ГОЛОС,ДОНЕЦЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43822912,Донецька обл.,2021-03-31,1,2021
АТ Райфайзен Банк Аваль,Поточний рахунок,UA693808050000000026004671091,226276.22,ГОЛОС,ЧЕРКАСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43379734,Черкаська обл.,2021-03-31,1,2021
"Акціонерне товариство ""Райффазен Банк Аваль""",Поточний рахунок,UA583808050000000026006665221,49052.61,ГОЛОС,РІВНЕНСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43315659,Рівненська обл.,2021-03-31,1,2021
"АТ""Райффайзен Банк АВАЛЬ""",Поточний рахунок,UA873808050000000026002664516,25759.46,ГОЛОС,КІРОВОГРАДСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43307408,Кіровоградська обл.,2021-03-31,1,2021
"АТ ""Райфайзен Банк Аваль""",Поточний рахунок,UA043808050000000026008664587,1311.00,ГОЛОС,ЧЕРНІВЕЦЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43314572,Чернівецька обл.,2021-03-31,1,2021
"АТ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",Поточний рахунок,UA283808050000000026007679799,418.96,ГОЛОС,ЧЕРНІГІВСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43438918,Чернігівська обл.,2021-03-31,1,2021
"АТ ""Райффайзен Банк Аваль""",Поточний рахунок,UA153808050000000026003698086,15006.74,ГОЛОС,ВІННИЦЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43428147,Вінницька обл.,2021-03-31,1,2021
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",Поточний рахунок,UA383808050000000026005700819,0.00,ГОЛОС,ВОЛИНСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43697743,Волинська обл.,2021-03-31,1,2021
"АТ ""Райффайзен Банк Аваль""",Поточний рахунок,UA863808050000000026000666431,68237.20,ГОЛОС,КИЇВСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43307785,Київська обл.,2021-03-31,1,2021
"АТ ""Райффайзен Банк Аваль""",Поточний рахунок,UA453808050000000026008700418,300.64,ГОЛОС,ХАРКІВСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43433026,Харківська обл.,2021-03-31,1,2021
"АТ ""Райффайзен Аваль Банк""",Поточний рахунок,UA023808050000000026006664192,752.87,ГОЛОС,ТЕРНОПІЛЬСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43306708,Тернопільська обл.,2021-03-31,1,2021
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",Поточний рахунок,UA313808050000000026006697426,657.98,ГОЛОС,ХЕРСОНСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43449722,Херсонська обл.,2021-03-31,1,2021
"АТ ""Райффайзен Банк""",Поточний рахунок,UA873808050000000026002678096,2132.98,ГОЛОС,ДНІПРОПЕТРОВСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43433560,Дніпропетровська обл.,2021-03-31,1,2021
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" ",Поточний рахунок,UA163808050000000026004700854,0.00,ГОЛОС,ЗАКАРПАТСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43752568,Закарпатська обл.,2021-03-31,1,2021
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" ",Поточний рахунок,UA503808050000000026007694826,2107.97,ГОЛОС,ЖИТОМИРСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43649580,Житомирська обл.,2021-03-31,1,2021
"АТ ""Райффайзен Банк Аваль""",Поточний рахунок,UA673808050000000026009659546,143170.11,ГОЛОС,КИЇВСЬКА МІСЬКА ТЕРИТОРІАЛЬНА організація,43204012,м.Київ,2021-03-31,1,2021
АТ «Раффайзен Банк Аваль»,Поточний рахунок,UA893808050000000026001668193,26520.50,ГОЛОС,ЛЬВІВСЬКА ОБЛАСНА ТЕРИТОРІАЛЬНА організація,43311440,Львівська обл.,2021-03-31,1,2021
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" ",Поточний рахунок,UA323808050000000026005643697,3152545.34,ГОЛОС,Центральний офіс,39651598,Україна,2021-03-31,1,2021
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" ",Вкладний (депозитний) рахунок,UA143808050000000026002694445,1160000.00,ГОЛОС,Центральний офіс,39651598,Україна,2021-03-31,1,2021
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" ",Рахунок для соціальних виплат,UA663808050000000002604184729,0.00,ГОЛОС,Центральний офіс,39651598,Україна,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA663052990000026008026226186,487361.04,ГОЛОС,Центральний офіс,39651598,Україна,2021-03-31,1,2021
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" ",Рахунок для отримання коштів з Державного бюджету України для фінансування статутної діяльності,UA813808050000000026002651529,15249594.60,ГОЛОС,Центральний офіс,39651598,Україна,2021-03-31,1,2021
