Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"ПАТ КБ ""Правекс-банк""",поточний рахунок,26002700419742,"117461,06",Опозиційна платформа - За життя,Центральний офіс,21709375,Україна,2017-12-31,5,2017
"ПАТ КБ ""Правекс-банк""",поточний рахунок,26006799976560,0,Опозиційна платформа - За життя,Центральний офіс,21709375,Україна,2017-12-31,5,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008055328839,0,Опозиційна платформа - За життя,Вінницька обласна організація,41278737,Вінницька область,2017-12-31,5,2017
"ПАТ ""Банк Восток""",поточний рахунок,26001010511596,160,Опозиційна платформа - За життя,Одеська обласна організація,34055433,Одеська область,2017-12-31,5,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002052231985,2,Опозиційна платформа - За життя,Харківська обласна організація,33900035,Харківська область,2017-12-31,5,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26047052204052,0,Опозиційна платформа - За життя,Харківська обласна організація,33900035,Харківська область,2017-12-31,5,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26059052213989,0,Опозиційна платформа - За життя,Харківська обласна організація,33900035,Харківська область,2017-12-31,5,2017
невідомо,поточний рахунок,19751,0,Опозиційна платформа - За життя,Київська обласна організація,34001929,Київська область,2017-12-31,5,2017
невідомо,поточний рахунок,19752,0,Опозиційна платформа - За життя,Київська міська організація,40398712,Київ,2017-12-31,5,2017
невідомо,поточний рахунок,19753,0,Опозиційна платформа - За життя,Запорізька обласна організація,39400010,Запорізька область,2017-12-31,5,2017
невідомо,поточний рахунок,19754,0,Опозиційна платформа - За життя,Сумська обласна організація,40899474,Сумська область,2017-12-31,5,2017
невідомо,поточний рахунок,19755,0,Опозиційна платформа - За життя,Миколаївська обласна організація,36579383,Миколаївська область,2017-12-31,5,2017
невідомо,поточний рахунок,19756,0,Опозиційна платформа - За життя,Миколаївська міська організація,37278736,Миколаївська область,2017-12-31,5,2017
невідомо,поточний рахунок,19757,0,Опозиційна платформа - За життя,Чернігівська обласна організація,40956783,Чернігівська область,2017-12-31,5,2017
невідомо,поточний рахунок,19758,0,Опозиційна платформа - За життя,Луганська обласна організація,41366346,Луганська область,2017-12-31,5,2017
невідомо,поточний рахунок,19759,0,Опозиційна платформа - За життя,Закарпатська обласна організація,41433071,Закарпатська область,2017-12-31,5,2017
невідомо,поточний рахунок,197510,0,Опозиційна платформа - За життя,Полтавська обласна організація,41406556,Полтавська область,2017-12-31,5,2017
невідомо,поточний рахунок,197511,0,Опозиційна платформа - За життя,Хмельницька обласна організація,41450186,Хмельницька область,2017-12-31,5,2017
невідомо,поточний рахунок,197512,0,Опозиційна платформа - За життя,Львівська обласна організація,41468565,Львівська область,2017-12-31,5,2017
невідомо,поточний рахунок,197513,0,Опозиційна платформа - За життя,Чернігівська міська організація,41443095,Чернігівська область,2017-12-31,5,2017
невідомо,поточний рахунок,197514,0,Опозиційна платформа - За життя,Кіровоградська обласна організація,41478573,Кіровоградська область,2017-12-31,5,2017
невідомо,поточний рахунок,197515,0,Опозиційна платформа - За життя,Дніпропетровська обласна організація,41549539,Дніпропетровська область,2017-12-31,5,2017
невідомо,поточний рахунок,197516,0,Опозиційна платформа - За життя,Чернівецька обласна організація,41656616,Чернівецька область,2017-12-31,5,2017
невідомо,поточний рахунок,197517,0,Опозиційна платформа - За життя,Донецька обласна організація,41767043,Донецька область,2017-12-31,5,2017
невідомо,поточний рахунок,197518,0,Опозиційна платформа - За життя,Рівненська обласна організація,41772891,Рівненська область,2017-12-31,5,2017
невідомо,поточний рахунок,197519,0,Опозиційна платформа - За життя,Черкаська обласна організація,41850466,Черкаська область,2017-12-31,5,2017
"ПАТ КБ ""Правекс-банк""",поточний рахунок,26002700419742,"11676,15",Опозиційна платформа - За життя,Центральний офіс,21709375,Україна,2018-12-31,5,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,26008055328839,0,Опозиційна платформа - За життя,Вінницька обласна організація,41278737,Вінницька область,2018-12-31,5,2018
"ПАТ ""ПУМБ""",поточний рахунок,2600948745,69760,Опозиційна платформа - За життя,Дніпропетровська обласна організація,41549539,Дніпропетровська область,2018-12-31,5,2018
невідомо,поточний рахунок,197517,0,Опозиційна платформа - За життя,Донецька обласна організація,41767043,Донецька область,2018-12-31,5,2018
