Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"ПАТ ""Мегабанк""",поточний рахунок,26004740299,0,Наш край,Донецька обласна організація,39878456,Донецька область,2018-12-31,4,2018
"ПАТ ""Мегабанк""",поточний рахунок,26001050000461,"145,4",Наш край,Житомирська обласна організація,40006563,Житомирська область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000053915382,4539,Наш край,Закарпатська обласна організація,39994726,Закарпатська область,2018-12-31,4,2018
"АТ ""Ощадбанк""",поточний рахунок,26000300238443,0,Наш край,Запорізька обласна організація,39968366,Запорізька область,2018-12-31,4,2018
"ПАТ ""Мегабанк""",поточний рахунок,26000260477,"462,61",Наш край,Київська міська організація,39812835,Київ,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004056211392,0,Наш край,Київська обласна організація,39863371,Київська область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000056214713,0,Наш край,Київська обласна організація,39863371,Київська область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007052912210,"2010,78",Наш край,Кіровоградська обласна організація,39992535,Кіровоградська область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001052912421,0,Наш край,Кропивницька міська організація,39973659,Кіровоградська область,2018-12-31,4,2018
"АБ ""Укргазбанк"" ",поточний рахунок,26008288858,"419,88",Наш край,Луганська обласна організація,39966023,Луганська область,2018-12-31,4,2018
"ПАТ ""Мегабанк""",поточний рахунок,26006130675,"1682,48",Наш край,Львівська обласна організація,39981738,Львівська область,2018-12-31,4,2018
"ПАТ ""Мегабанк""",поточний рахунок,26003140602,"676,09",Наш край,Миколаївська обласна організація,39956738,Миколаївська область,2018-12-31,4,2018
"ПАТ ""Мегабанк""",поточний рахунок,260011601190,"244,05",Наш край,Полтавська обласна організація ,40024231,Полтавська область,2018-12-31,4,2018
"ПАТ ""Мегабанк""",поточний рахунок,2600318247,"4116,14",Наш край,Сумська обласна організація ,40007724,Сумська область,2018-12-31,4,2018
"ПАТ ""Мегабанк""",поточний рахунок,2600012178,"181191,25",Наш край,Харківська обласна організація,39972241,Харківська область,2018-12-31,4,2018
"ПАТ ""Мегабанк""",поточний рахунок,26004210887,"45750,32",Наш край,Херсонська обласна організація,39833792,Херсонська область,2018-12-31,4,2018
"ПАТ ""Мегабанк""",поточний рахунок,26002230449,"680,47",Наш край,Черкаська обласна організація,39947943,Черкаська область,2018-12-31,4,2018
"АТ ""Ощадбанк""",поточний рахунок,26005300454791,"6,96",Наш край,Чернівецька обласна організація,39950280,Чернівецька область,2018-12-31,4,2018
"ПАТ ""Мегабанк""",поточний рахунок,26003240342,"17817,49",Наш край,Чернігівська обласна організація,39975897,Чернігівська область,2018-12-31,4,2018
"ПАТ ""Мегабанк""",поточний рахунок,26002260475,"6286,8",Наш край,Центральний офіс,37724082,Україна,2019-12-31,5,2019
невідомо,поточний рахунок,3966635178227,0,Наш край,Білгород-Дністровська районна  організація,39967205,Одеська область,2019-12-31,5,2019
невідомо,поточний рахунок,3966635178229,0,Наш край,Біляївська районна організація,39965847,Одеська область,2019-12-31,5,2019
невідомо,поточний рахунок,3966635178230,0,Наш край,Болградська районна організація,39687231,Одеська область,2019-12-31,5,2019
невідомо,поточний рахунок,3966635178231,0,Наш край,Білгород-Дністровська міська організація,39798821,Одеська область,2019-12-31,5,2019
невідомо,поточний рахунок,3966635178232,0,Наш край,Ізмаїльська районна організація,39692482,Одеська область,2019-12-31,5,2019
невідомо,поточний рахунок,3966635178241,0,Наш край,Миколаївська районна організація,39965779,Одеська область,2019-12-31,5,2019
невідомо,поточний рахунок,3966635178330,0,Наш край,Окнянська районна організація,39835386,Одеська область,2019-12-31,5,2019
невідомо,поточний рахунок,3966631763677,0,Наш край,Арцизська районна організація ,39688319,Одеська область,2019-12-31,5,2019
невідомо,поточний рахунок,3966635178235,0,Наш край,Комінтернівська районна організація ,39964225,Одеська область,2019-12-31,5,2019
невідомо,поточний рахунок,3966635178238,0,Наш край,Ізмаїльська міська організація,39961926,Одеська область,2019-12-31,5,2019
невідомо,поточний рахунок,3966635178242,0,Наш край,Овідіопольська районна організація,39845656,Одеська область,2019-12-31,5,2019
невідомо,поточний рахунок,3966635178236,0,Наш край,Подольська районна організація,39947105,Одеська область,2019-12-31,5,2019
невідомо,поточний рахунок,3966635178245,0,Наш край,Саратська районна організація,39660602,Одеська область,2019-12-31,5,2019
невідомо,поточний рахунок,3966635178247,0,Наш край,Татарбунарська районна організація,39969019,Одеська область,2019-12-31,5,2019
невідомо,поточний рахунок,3966635178243,0,Наш край,Ренійська районна організація,39700503,Одеська область,2019-12-31,5,2019
невідомо,поточний рахунок,3966635178246,0,Наш край,Тарутинська районна організація,39694867,Одеська область,2019-12-31,5,2019
"АБ ""Південний""",поточний рахунок,26009010007815,"2184,53",Наш край,Одеська обласна організація ,39573866,Одеська область,2019-12-31,5,2019
"ПАТ КБ ""Приватбанк""",поточний рахунок,26005053139598,"707,05",Наш край,Бориспільська міська організація,40030617,Київська область,2019-12-31,5,2019
невідомо,поточний рахунок,396663636787,0,Наш край,Дніпропетровська міська організація ,40059594,Дніпропетровська область,2019-12-31,5,2019
"ПАТ ""Мегабанк""",поточний рахунок,26000040299,"487,72",Наш край,Донецька обласна організація,39878456,Донецька область,2019-12-31,5,2019
"ПАТ ""Мегабанк""",поточний рахунок,26004740299,0,Наш край,Донецька обласна організація,39878456,Донецька область,2019-12-31,5,2019
"ПАТ ""Мегабанк""",поточний рахунок,UA563516290000026001050000461,"139,4",Наш край,Житомирська обласна організація,40006563,Житомирська область,2019-12-31,5,2019
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000053915382,2839,Наш край,Закарпатська обласна організація,39994726,Закарпатська область,2019-12-31,5,2019
"АТ ""Ощадбанк""",поточний рахунок,UA113139570000026000300238443,0,Наш край,Запорізька обласна організація,39968366,Запорізька область,2019-12-31,5,2019
"ПАТ ""Мегабанк""",поточний рахунок,26000260477,"80,72",Наш край,Київська міська організація,39812835,Київ,2019-12-31,5,2019
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004056211392,0,Наш край,Київська обласна організація,39863371,Київська область,2019-12-31,5,2019
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000056214713,0,Наш край,Київська обласна організація,39863371,Київська область,2019-12-31,5,2019
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007052912210,"2010,78",Наш край,Кіровоградська обласна організація,39992535,Кіровоградська область,2019-12-31,5,2019
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001052912421,0,Наш край,Кропивницька міська організація,39973659,Кіровоградська область,2019-12-31,5,2019
"АБ ""Укргазбанк"" ",поточний рахунок,UA273204780000000026008288858,"2288,88",Наш край,Луганська обласна організація,39966023,Луганська область,2019-12-31,5,2019
"ПАТ ""Мегабанк""",поточний рахунок,26006130675,"1262,03",Наш край,Львівська обласна організація,39981738,Львівська область,2019-12-31,5,2019
"ПАТ ""Мегабанк""",поточний рахунок,26003140602,"1050,96",Наш край,Миколаївська обласна організація,39956738,Миколаївська область,2019-12-31,5,2019
"ПАТ ""Банк Восток""",поточний рахунок,26004010738064,0,Наш край,Миколаївська обласна організація,39956738,Миколаївська область,2019-12-31,5,2019
"ПАТ ""Мегабанк""",поточний рахунок,UA153516290000000260011601190,"2310,37",Наш край,Полтавська обласна організація ,40024231,Полтавська область,2019-12-31,5,2019
"ПАТ ""Мегабанк""",поточний рахунок,2600318247,"1467,89",Наш край,Сумська обласна організація ,40007724,Сумська область,2019-12-31,5,2019
"ПАТ ""Мегабанк""",поточний рахунок,UA033516290000000002600012178,"5682,62",Наш край,Харківська обласна організація,39972241,Харківська область,2019-12-31,5,2019
"ПАТ ""Мегабанк""",поточний рахунок,UA353516290000000026004210887,"42399,32",Наш край,Херсонська обласна організація,39833792,Херсонська область,2019-12-31,5,2019
"ПАТ ""Мегабанк""",поточний рахунок,26002230449,"5154,67",Наш край,Черкаська обласна організація,39947943,Черкаська область,2019-12-31,5,2019
"АТ ""Ощадбанк""",поточний рахунок,UA973563340000026005300454791,"32,96",Наш край,Чернівецька обласна організація,39950280,Чернівецька область,2019-12-31,5,2019
"ПАТ ""Мегабанк""",поточний рахунок,26003240342,"13759,7",Наш край,Чернігівська обласна організація,39975897,Чернігівська область,2019-12-31,5,2019
