Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"АКБ ""ІНДУСТРІАЛБАНК""",Поточний рахунок,UA623138490000026003001199802,4.58,ВІДРОДЖЕННЯ,Вінницька обласна організація,26545694,Вінницька обл.,2021-03-31,1,2021
"АТ КБ""Приватбанк""",Поточний рахунок,UA523235830000026006052912039,232.30,ВІДРОДЖЕННЯ,Кіровоградська обласна організація,26590312,Кіровоградська обл.,2021-03-31,1,2021
"АТ КБ ""Приватбанк""",Поточний рахунок,UA563562820000026006051501611,195.20,ВІДРОДЖЕННЯ,Чернівецька обласна організація,26534331,Чернівецька обл.,2021-03-31,1,2021
"АТ ""ТАСКОМБАНК""",Поточний рахунок,UA453395000000026005194679001,573.09,ВІДРОДЖЕННЯ,Центральний офіс,26560280,Україна,2021-03-31,1,2021
"АБ ""Південний""",Поточний рахунок,UA783282090000026003000001496,1348.18,ВІДРОДЖЕННЯ,Центральний офіс,26560280,Україна,2021-03-31,1,2021
"АТ КБ""Приватбанк""",Поточний рахунок,UA523235830000026006052912039,232.30,ВІДРОДЖЕННЯ,Кіровоградська обласна організація,26590312,Кіровоградська обл.,2021-09-30,3,2021
"АТ КБ ""Приватбанк""",Поточний рахунок,UA563562820000026006051501611,195.20,ВІДРОДЖЕННЯ,Чернівецька обласна організація,26534331,Чернівецька обл.,2021-09-30,3,2021
"АКБ ""ІНДУСТРІАЛБАНК""",Поточний рахунок,UA623138490000026003001199802,4.58,ВІДРОДЖЕННЯ,Вінницька обласна організація,26545694,Вінницька обл.,2021-09-30,3,2021
"АТ ""ТАСКОМБАНК""",Поточний рахунок,UA453395000000026005194679001,573.09,ВІДРОДЖЕННЯ,Центральний офіс,26560280,Україна,2021-09-30,3,2021
"АБ ""Південний""",Поточний рахунок,UA783282090000026003000001496,1906.18,ВІДРОДЖЕННЯ,Центральний офіс,26560280,Україна,2021-09-30,3,2021
"АКБ ""ІНДУСТРІАЛБАНК""",Поточний рахунок,UA623138490000026003001199802,4.58,ВІДРОДЖЕННЯ,Вінницька обласна організація,26545694,Вінницька обл.,2021-06-30,2,2021
"АТ КБ""Приватбанк""",Поточний рахунок,UA523235830000026006052912039,232.30,ВІДРОДЖЕННЯ,Кіровоградська обласна організація,26590312,Кіровоградська обл.,2021-06-30,2,2021
"АТ КБ ""Приватбанк""",Поточний рахунок,UA563562820000026006051501611,195.20,ВІДРОДЖЕННЯ,Чернівецька обласна організація,26534331,Чернівецька обл.,2021-06-30,2,2021
"АТ ""ТАСКОМБАНК""",Поточний рахунок,UA453395000000026005194679001,573.09,ВІДРОДЖЕННЯ,Центральний офіс,26560280,Україна,2021-06-30,2,2021
"АБ ""Південний""",Поточний рахунок,UA783282090000026003000001496,17407.18,ВІДРОДЖЕННЯ,Центральний офіс,26560280,Україна,2021-06-30,2,2021
