Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"АТ ""КРЕДОБАНК""",Поточний рахунок,UA883253650000026002011016615,0.00,НАРОДНИЙ РУХ УКРАЇНИ,Сумська крайова організація Народного Руху України,22983345,Сумська обл.,2024-12-31,4,2024
ПАТ АБ УКРГАЗБАНК,Поточний рахунок,UA703204780000026002924861455,0.00,НАРОДНИЙ РУХ УКРАЇНИ,Бориспільська міська організація політичної партії Народного Руху України,24216035,Київська обл.,2024-12-31,4,2024
ПАТ АБ УКГЗБАНК,картковий рахунок,UA663204780000026004924892790,64.95,НАРОДНИЙ РУХ УКРАЇНИ,Бориспільська міська організація політичної партії Народного Руху України,24216035,Київська обл.,2024-12-31,4,2024
ПАТ Полікомбанк,Поточний рахунок,UA023531000000000026009046853,763.63,НАРОДНИЙ РУХ УКРАЇНИ,Чернігівська обласна організація Народного Руху України,14253147,Чернігівська обл.,2024-12-31,4,2024
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA683052990000026005025512720,60.79,НАРОДНИЙ РУХ УКРАЇНИ,Калуська міська організація Народного Руху України,26290113,Івано-Франківська обл.,2024-12-31,4,2024
АТ КБ ПРИВАТБАНК,Поточний рахунок,UA093052990000026005026101505,3395.65,НАРОДНИЙ РУХ УКРАЇНИ,Вінницька крайова організація Народного Руху України,21726149,Вінницька обл.,2024-12-31,4,2024
"Філія Тернопільського обласного управління АТ ""Ощадбанк""",Поточний рахунок,UA023385450000026007300375017,3200.00,НАРОДНИЙ РУХ УКРАЇНИ,Бучацька районна організація Народного Руху України,37289135,Тернопільська обл.,2024-12-31,4,2024
Філія Закарпатське ОУ АТ ОЩАДБАНК м.Ужгород,Поточний рахунок,UA053123560000026009300730189,363.73,НАРОДНИЙ РУХ УКРАЇНИ,Закарпатська крайова організація Народного Руху України,22111912,Закарпатська обл.,2024-12-31,4,2024
"АТ КБ ""Приватбанк""",Поточний рахунок,UA173052990000026006010130956,0.00,НАРОДНИЙ РУХ УКРАЇНИ,Білоцерківська районна організація Народного Руху України,34846058,Київська обл.,2024-12-31,4,2024
"АТ ""Кредобанк""",Поточний рахунок,UA383253650000000026006012799,0.00,НАРОДНИЙ РУХ УКРАЇНИ,Золочівська районна організація Народного руху України,20859486,Львівська обл.,2024-12-31,4,2024
