"Найменування банку","Вид рахунку","Номер рахунку","Сума коштів","Партія","Місцева організація","Код ЄДРПОУ осередку","Географічний обʼєкт","Дата","Квартал","Рік"
"ПАТ ""ПУМБ""","поточний рахунок","UA363348510000000002600993367","87137,65","Опозиційний блок","Центральний офіс",37120464,"Україна","2020-03-31",1,2020
"ПАТ ""ПУМБ""","рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності","UA223348510000000002600193369",0,"Опозиційний блок","Центральний офіс",37120464,"Україна","2020-03-31",1,2020
"АТ ""Ощадбанк""","поточний рахунок",26000300833751,"7576,48","Опозиційний блок","Волноваська районна організація",39945202,"Донецька область","2020-03-31",1,2020
"ПАТ КБ ""Приватбанк""","поточний рахунок",26008054635547,0,"Опозиційний блок","Кременчуцька міська організація",39966510,"Полтавська область","2020-03-31",1,2020
"ПАТ КБ ""Приватбанк""","поточний рахунок","UA603266100000026000053226136",1194,"Опозиційний блок","Первомайська міська організація",39874273,"Миколаївська область","2020-03-31",1,2020
"ПАТ ""ПУМБ""","поточний рахунок","UA273348510000000002600113642",0,"Опозиційний блок","Миколаївська міська організація",39873196,"Миколаївська область","2020-03-31",1,2020
"ПАТ ""ПУМБ""","поточний рахунок","UA943348510000000002600214189","4849,81","Опозиційний блок","Маріупольська міська організація",39905107,"Донецька область","2020-03-31",1,2020
"ПАТ КБ ""Приватбанк""","поточний рахунок","UA103026890000026000055333424",0,"Опозиційний блок","Вінницька обласна організація",37618150,"Вінницька область","2020-03-31",1,2020
"невідомо","поточний рахунок","UA963204780000026003924442107",0,"Опозиційний блок","Волинська обласна організація",39707509,"Волинська область","2020-03-31",1,2020
"ПАТ ""ПУМБ""","поточний рахунок","UA533348510000000002600813320","3808,14","Опозиційний блок","Дніпропетровська обласна організація",39750015,"Дніпропетровська область","2020-03-31",1,2020
"ПАТ ""ПУМБ""","рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності","UA613348510000000002600043190",0,"Опозиційний блок","Дніпропетровська обласна організація",39750015,"Дніпропетровська область","2020-03-31",1,2020
"невідомо","поточний рахунок",26007053610066,0,"Опозиційний блок","Донецька обласна організація",39751914,"Донецька область","2020-03-31",1,2020
"невідомо","поточний рахунок",26008055807991,0,"Опозиційний блок","Житомирська обласна організація",39929086,"Житомирська область","2020-03-31",1,2020
"невідомо","поточний рахунок",26003016000800,0,"Опозиційний блок","Закарпатська обласна організація",38222036,"Закарпатська область","2020-03-31",1,2020
"ПАТ ""ПУМБ""","поточний рахунок","UA093348510000000002600612837","2885,93","Опозиційний блок","Запорізька обласна організація",37526809,"Запорізька область","2020-03-31",1,2020
"ПАТ ""ПУМБ""","рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності","UA513348510000000002600143377",0,"Опозиційний блок","Запорізька обласна організація",37526809,"Запорізька область","2020-03-31",1,2020
"невідомо","поточний рахунок","UA373348510000000002600115305",0,"Опозиційний блок","Івано-Франківська обласна організація",39711819,"Івано-Франківська область","2020-03-31",1,2020
"невідомо","поточний рахунок","UA793805930000026006001030575",0,"Опозиційний блок","Київська обласна організація",39756467,"Київська область","2020-03-31",1,2020
"ПАТ ""ПУМБ""","поточний рахунок","UA033348510000000026007105407",0,"Опозиційний блок","Кіровоградська обласна організація",39662568,"Кіровоградська область","2020-03-31",1,2020
"АТ ""Ощадбанк""","поточний рахунок","UA643046650000026008301680625","37,26","Опозиційний блок","Луганська обласна організація",39697428,"Луганська область","2020-03-31",1,2020
"АТ ""Ощадбанк""","поточний рахунок","UA693046650000026009300680625",0,"Опозиційний блок","Луганська обласна організація",39697428,"Луганська область","2020-03-31",1,2020
"ПАТ КБ ""Приватбанк""","рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності","UA933253210000026008053705605",0,"Опозиційний блок","Львівська обласна організація",37613126,"Львівська область","2020-03-31",1,2020
"ПАТ ""ПУМБ""","поточний рахунок","UA563348510000000002600981076",0,"Опозиційний блок","Миколаївська обласна організація",39751851,"Миколаївська область","2020-03-31",1,2020
"ПАТ ""ПУМБ""","рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності","UA863348510000000002600313370",0,"Опозиційний блок","Миколаївська обласна організація",39751851,"Миколаївська область","2020-03-31",1,2020
"невідомо","поточний рахунок",26007010349074,0,"Опозиційний блок","Одеська обласна організація",39705145,"Одеська область","2020-03-31",1,2020
"ПАТ КБ ""Приватбанк""","поточний рахунок","UA873314010000026007054626513",0,"Опозиційний блок","Полтавська обласна організація",39763762,"Полтавська область","2020-03-31",1,2020
"невідомо","поточний рахунок","UA493204780000000026009299493",0,"Опозиційний блок","Рівненська обласна організація",39661171,"Рівненська область","2020-03-31",1,2020
"АТ ""Ощадбанк""","поточний рахунок","UA453375680000026001300953074",0,"Опозиційний блок","Сумська обласна організація",39673391,"Сумська область","2020-03-31",1,2020
"АТ ""Ощадбанк""","рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності","UA403375680000026000301953074",0,"Опозиційний блок","Сумська обласна організація",39673391,"Сумська область","2020-03-31",1,2020
"невідомо","рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності","UA943387830000026000055121834",0,"Опозиційний блок","Тернопільська обласна організація",42106745,"Тернопільська область","2020-03-31",1,2020
"ПАТ ""Мегабанк""","поточний рахунок","UA293516290000000002600813221","35406,2","Опозиційний блок","Харківська обласна організація",41806019,"Харківська область","2020-03-31",1,2020
"ПАТ ""Мегабанк""","поточний рахунок","UA533516290000000002604213221",0,"Опозиційний блок","Харківська обласна організація",41806019,"Харківська область","2020-03-31",1,2020
"невідомо","поточний рахунок",2600915358,0,"Опозиційний блок","Херсонська обласна організація",37542218,"Херсонська область","2020-03-31",1,2020
"невідомо","поточний рахунок",26008052302553,0,"Опозиційний блок","Хмельницька обласна організація",39698166,"Хмельницька область","2020-03-31",1,2020
"АТ ""Ощадбанк""","поточний рахунок","UA413545070000026002301144523",0,"Опозиційний блок","Черкаська обласна організація",39880926,"Черкаська область","2020-03-31",1,2020
"АТ ""Ощадбанк""","поточний рахунок","UA313545070000026000303144523",0,"Опозиційний блок","Черкаська обласна організація",39880926,"Черкаська область","2020-03-31",1,2020
"ПАТ ""ПУМБ""","поточний рахунок","UA943348510000000002600815298",2756,"Опозиційний блок","Чернівецька обласна організація",39952906,"Чернівецька область","2020-03-31",1,2020
"невідомо","поточний рахунок","UA303006470000000026005110263",0,"Опозиційний блок","Київська міська організація",37311846,"Київ","2020-03-31",1,2020
"ПАТ КБ ""Приватбанк""","поточний рахунок","UA513535860000026003051415812","196,66","Опозиційний блок","Чернігівська обласна організація",37418136,"Чернігівська область","2020-03-31",1,2020
"ПАТ КБ ""Приватбанк""","поточний рахунок","UA203535860000026006051417141",0,"Опозиційний блок","Чернігівська обласна організація",37418136,"Чернігівська область","2020-03-31",1,2020
"ПАТ ""ПУМБ""","поточний рахунок","UA363348510000000002600993367","80927,65","Опозиційний блок","Центральний офіс",37120464,"Україна","2020-06-30",2,2020
"ПАТ ""ПУМБ""","рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності","UA223348510000000002600193369",0,"Опозиційний блок","Центральний офіс",37120464,"Україна","2020-06-30",2,2020
"АТ ""Ощадбанк""","поточний рахунок",26000300833751,"7576,48","Опозиційний блок","Волноваська районна організація",39945202,"Донецька область","2020-06-30",2,2020
"ПАТ ""ПУМБ""","поточний рахунок","UA273348510000000002600113642",0,"Опозиційний блок","Миколаївська  міська організація",39873196,"Миколаївська область","2020-06-30",2,2020
"ПАТ КБ ""Приватбанк"" ","поточний рахунок","UA603266100000026000053226136",1194,"Опозиційний блок","Первомайська міська організація",39874273,"Миколаївська область","2020-06-30",2,2020
"ПАТ ""ПУМБ""","поточний рахунок","UA943348510000000002600214189","4399,81","Опозиційний блок","Маріупольська міська організація",39905107,"Донецька область","2020-06-30",2,2020
"ПАТ “ПУМБ”","поточний рахунок","UA363348510000000002600993367","75218,65","Опозиційний блок","Центральний офіс",37120464,"Україна","2020-09-30",3,2020
"ПАТ “ПУМБ”","рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності","UA223348510000000002600193369","0,0","Опозиційний блок","Центральний офіс",37120464,"Україна","2020-09-30",3,2020
"ПАТ КБ ""Приватбанк""","поточний рахунок","UA103026890000026000055333424","0,0","Опозиційний блок","Вінницька обласна організація",37618150,"Вінницька область","2020-09-30",3,2020
"невідомо","поточний рахунок","UA963204780000026003924442107","0,0","Опозиційний блок","Волинська обласна організація",39707509,"Волинська область","2020-09-30",3,2020
"ПАТ “ПУМБ”","поточний рахунок","UA533348510000000002600813320","2758,14","Опозиційний блок","Дніпропетровська обласна організація",39750015,"Дніпропетровська область","2020-09-30",3,2020
"ПАТ КБ ""Приватбанк""","поточний рахунок","UA123354290000026007054022104","2401,0","Опозиційний блок","Донецька обласна організація",39751914,"Донецька область","2020-09-30",3,2020
"ПАТ “ПУМБ”","поточний рахунок","UA093348510000000002600612837","564,53","Опозиційний блок","Запорізька обласна організація",37526809,"Запорізька область","2020-09-30",3,2020
"ПАТ “ПУМБ”","рахунок виборчого фонду політичної партії","UA543348510000000000026427288","0,0","Опозиційний блок","Запорізька обласна організація",37526809,"Запорізька область","2020-09-30",3,2020
"ПАТ “ПУМБ”","рахунок виборчого фонду політичної партії","UA473348510000000000026428287","68,07","Опозиційний блок","Запорізька обласна організація",37526809,"Запорізька область","2020-09-30",3,2020
"невідомо","поточний рахунок","UA373348510000000002600115305","0,0","Опозиційний блок","Івано-Франківська обласна організація",39711819,"Івано-Франківська область","2020-09-30",3,2020
"ПАТ “ПУМБ”","поточний рахунок","UA083348510000000026002126986","0,0","Опозиційний блок","Київська обласна організація",39756467,"Київська область","2020-09-30",3,2020
"ПАТ “ПУМБ”","поточний рахунок","UA033348510000000026007105407","10,98","Опозиційний блок","Кіровоградська обласна організація",39662568,"Кіровоградська область","2020-09-30",3,2020
"АБ ""УКРГАЗБАНК""","поточний рахунок","UA503204780000026007924893558","27203,45","Опозиційний блок","Луганська обласна організація",39697428,"Луганська область","2020-09-30",3,2020
"ПАТ КБ ""Приватбанк""","рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності","UA933253210000026008053705605","0,0","Опозиційний блок","Львівська обласна організація",37613126,"Львівська область","2020-09-30",3,2020
"ПАТ ""ПУМБ""","поточний рахунок","UA563348510000000002600981076","0,0","Опозиційний блок","Миколаївська обласна організація",39751851,"Миколаївська область","2020-09-30",3,2020
"ПАТ КБ ""Приватбанк""","поточний рахунок","UA273266100000026001054104643","563,0","Опозиційний блок","Миколаївська обласна організація",39751851,"Миколаївська область","2020-09-30",3,2020
"ПАТ ""ПУМБ""","рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності","UA863348510000000002600313370","0,0","Опозиційний блок","Миколаївська обласна організація",39751851,"Миколаївська область","2020-09-30",3,2020
"ПАТ ""МТБ БАНК""","поточний рахунок","UA853281680000026002000003847","63,67","Опозиційний блок","Одеська обласна організація",39705145,"Одеська область","2020-09-30",3,2020
