Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA663052990000026003023602797,0.00,АГРАРНА ПАРТІЯ УКРАЇНИ,Закарпатська обласна партійна організація Аграрної партії України,35175695,Закарпатська обл.,2022-12-31,4,2022
"АТ КБ ""ПРИВАТБАНК",Поточний рахунок,UA933052990000026005016402612,0.00,АГРАРНА ПАРТІЯ УКРАЇНИ,Житомирська обласна партійна організація Аграрної партії України,35021328,Житомирська обл.,2022-12-31,4,2022
АТ КБ ПРИВАТБАНК,Поточний рахунок,UA163052990000026000036210210,0.00,АГРАРНА ПАРТІЯ УКРАЇНИ,Київська обласна партійна організація Аграрної партії України,35032539,Київська обл.,2022-12-31,4,2022
"АТ КБ ""ПриватБанк""",Поточний рахунок,UA443052990000026000006302181,0.00,АГРАРНА ПАРТІЯ УКРАЇНИ,Чернігівська обласна партійна організація Аграрної партії України,35030222,Чернігівська обл.,2022-12-31,4,2022
"АТ КБ ""ПРИВАТБАНК"",",Поточний рахунок,UA103052990000026009035100623,0.00,АГРАРНА ПАРТІЯ УКРАЇНИ,Кіровоградська обласна партійна організації Аграрної партії України,36978104,Кіровоградська обл.,2022-12-31,4,2022
АТ КРЕДОБАНК,Поточний рахунок,UA833253650000002600201685411,84410.12,АГРАРНА ПАРТІЯ УКРАЇНИ,Харківська обласна організація Аграрної партії України,34951845,Харківська обл.,2022-12-31,4,2022
"Акціонерне товариство ""Райффайзен банк Аваль""",Поточний рахунок,UA093808050000000026009482401,0.00,АГРАРНА ПАРТІЯ УКРАЇНИ,Тернопільська обласна партійна організація Аграрної партії України,34950726,Тернопільська обл.,2022-12-31,4,2022
"ПАТ АБ ""Південний""",Поточний рахунок,UA483282090000026003010050363,116.42,АГРАРНА ПАРТІЯ УКРАЇНИ,Київська районна у м. Полтаві партійна організація Аграрної партії України,34825745,Полтавська обл.,2022-12-31,4,2022
ПАТ КБ Приватбанк ,Поточний рахунок,UA423524790000026002052207238,0.00,АГРАРНА ПАРТІЯ УКРАЇНИ,Херсонська обласна партійна організація Аграрної партії України,35027927,Херсонська обл.,2022-12-31,4,2022
ПАТ КБ Приватбанк ,Поточний рахунок,UA063052990000026006021108159,0.00,АГРАРНА ПАРТІЯ УКРАЇНИ,Херсонська обласна партійна організація Аграрної партії України,35027927,Херсонська обл.,2022-12-31,4,2022
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA543052990000026007020805979,375.09,АГРАРНА ПАРТІЯ УКРАЇНИ,Волинська обласна партійна організація Аграрної партії України,35123683,Волинська обл.,2022-12-31,4,2022
"Філія Вінницьке ОУ АТ ""Ощадбанк""",Поточний рахунок,UA263020760000026002300384695,180.68,АГРАРНА ПАРТІЯ УКРАЇНИ,Тростянецька районна організація Аграрної партії України,39936863,Вінницька обл.,2022-12-31,4,2022
АТ КБ «Приватбанк»,Поточний рахунок,UA853026890000026000055351086,0.00,АГРАРНА ПАРТІЯ УКРАЇНИ,Вінницька обласна партійна організація Аграрної партії України,35111112,Вінницька обл.,2022-12-31,4,2022
АТ КБ Приватбанк,Поточний рахунок,UA273052990000026002001204293,248.12,АГРАРНА ПАРТІЯ УКРАЇНИ,Полтавська обласна партійна організація Аграрної партії України,34874174,Полтавська обл.,2022-12-31,4,2022
"АТ ""КБ""Глобус""",Поточний рахунок,UA183805260000002600700109888,0.00,АГРАРНА ПАРТІЯ УКРАЇНИ,Полтавська обласна партійна організація Аграрної партії України,34874174,Полтавська обл.,2022-12-31,4,2022
АТ КБ Приватбанк,Поточний рахунок,UA843052990000026041031201131,0.00,АГРАРНА ПАРТІЯ УКРАЇНИ,Полтавська обласна партійна організація Аграрної партії України,34874174,Полтавська обл.,2022-12-31,4,2022
