Вид фінансових зобовʼязань,Дата виникнення,Сума (вартість) зобовʼязання на момент виникнення,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Місце проживання (для фіз. осіб)/Юридична адреса (для юр. осіб),Сума (вартість) на кінець звітного періоду грн,Тип особи,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Квартал,Рік
оренда оргтехніки,31.07.2021,348.0,"ТОВ ""Українська продовольча корпорація""",38822685,"м. Херсон, вул. Канатна, буд. 21/вул. Гетьмана Сагайдачного, буд. 41",348.0,Юридична особа,ПАРТІЯ ІГОРЯ КОЛИХАЄВА НАМ ТУТ ЖИТИ!,ХЕРСОНСЬКА РО ПАРТІЯ ІГОРЯ КОЛИХАЄВА НТЖ!,43576407,Херсонська область,3,2021
оренда офісу,31.07.2021,1000.0,"ТОВ ""Українська продовольча корпорація""",38822685,"м. Херсон, вул. Канатна, буд. 21/вул. Гетьмана Сагайдачного, буд. 41",1000.0,Юридична особа,ПАРТІЯ ІГОРЯ КОЛИХАЄВА НАМ ТУТ ЖИТИ!,ХЕРСОНСЬКА РО ПАРТІЯ ІГОРЯ КОЛИХАЄВА НТЖ!,43576407,Херсонська область,3,2021
оренда оргтехніки,31.08.2021,348.0,"ТОВ ""Українська продовольча корпорація""",38822685,"м. Херсон, вул. Канатна, буд. 21/вул. Гетьмана Сагайдачного, буд. 41",348.0,Юридична особа,ПАРТІЯ ІГОРЯ КОЛИХАЄВА НАМ ТУТ ЖИТИ!,ХЕРСОНСЬКА РО ПАРТІЯ ІГОРЯ КОЛИХАЄВА НТЖ!,43576407,Херсонська область,3,2021
оренда офісу,31.08.2021,1000.0,"ТОВ ""Українська продовольча корпорація""",38822685,"м. Херсон, вул. Канатна, буд. 21/вул. Гетьмана Сагайдачного, буд. 41",1000.0,Юридична особа,ПАРТІЯ ІГОРЯ КОЛИХАЄВА НАМ ТУТ ЖИТИ!,ХЕРСОНСЬКА РО ПАРТІЯ ІГОРЯ КОЛИХАЄВА НТЖ!,43576407,Херсонська область,3,2021
оренда оргтехніки,30.09.2021,348.0,"ТОВ ""Українська продовольча корпорація""",38822685,"м. Херсон, вул. Канатна, буд. 21/вул. Гетьмана Сагайдачного, буд. 41",348.0,Юридична особа,ПАРТІЯ ІГОРЯ КОЛИХАЄВА НАМ ТУТ ЖИТИ!,ХЕРСОНСЬКА РО ПАРТІЯ ІГОРЯ КОЛИХАЄВА НТЖ!,43576407,Херсонська область,3,2021
оренда офісу,30.09.2021,1000.0,"ТОВ ""Українська продовольча корпорація""",38822685,"м. Херсон, вул. Канатна, буд. 21/вул. Гетьмана Сагайдачного, буд. 41",1000.0,Юридична особа,ПАРТІЯ ІГОРЯ КОЛИХАЄВА НАМ ТУТ ЖИТИ!,ХЕРСОНСЬКА РО ПАРТІЯ ІГОРЯ КОЛИХАЄВА НТЖ!,43576407,Херсонська область,3,2021
Оренда офісу,31.07.2021,1000.0,ТОВ «Українська продовольча корпорація»,38822685,"м. Херсон, вул. Канатна, буд. 21 / вул. Гетьмана Сагайдачного, буд. 41",1000.0,Юридична особа,ПАРТІЯ ІГОРЯ КОЛИХАЄВА НАМ ТУТ ЖИТИ!,Центральний офіс,39550770,Херсонська область,3,2021
Оренда офісу,31.08.2021,1000.0,ТОВ «Українська продовольча корпорація»,38822685,"м. Херсон, вул. Канатна, буд. 21 / вул. Гетьмана Сагайдачного, буд. 41",1000.0,Юридична особа,ПАРТІЯ ІГОРЯ КОЛИХАЄВА НАМ ТУТ ЖИТИ!,Центральний офіс,39550770,Херсонська область,3,2021
Оренда офісу,30.09.2021,1000.0,ТОВ «Українська продовольча корпорація»,38822685,"м. Херсон, вул. Канатна, буд. 21 / вул. Гетьмана Сагайдачного, буд. 41",1000.0,Юридична особа,ПАРТІЯ ІГОРЯ КОЛИХАЄВА НАМ ТУТ ЖИТИ!,Центральний офіс,39550770,Херсонська область,3,2021
Оренда меблів офісу,31.07.2021,1005.6,ТОВ «Українська продовольча корпорація»,38822685,"м. Херсон, вул. Канатна, буд. 21 / вул. Гетьмана Сагайдачного, буд. 41",1005.6,Юридична особа,ПАРТІЯ ІГОРЯ КОЛИХАЄВА НАМ ТУТ ЖИТИ!,Центральний офіс,39550770,Херсонська область,3,2021
