Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA633515330000026079052383769,0.00,МОЛОДІЖНА ПАРТІЯ УКРАЇНИ,ХАРКІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ МОЛОДІЖНОЇ ПАРТІЇ УКРАЇНИ,26203137,Харківська обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA053515330000026077052393320,0.00,МОЛОДІЖНА ПАРТІЯ УКРАЇНИ,ХАРКІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ МОЛОДІЖНОЇ ПАРТІЇ УКРАЇНИ,26203137,Харківська обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA763515330000029097052362888,0.00,МОЛОДІЖНА ПАРТІЯ УКРАЇНИ,ХАРКІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ МОЛОДІЖНОЇ ПАРТІЇ УКРАЇНИ,26203137,Харківська обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA723515330000035700052367863,0.00,МОЛОДІЖНА ПАРТІЯ УКРАЇНИ,ХАРКІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ МОЛОДІЖНОЇ ПАРТІЇ УКРАЇНИ,26203137,Харківська обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA803515330000026005052339419,0.00,МОЛОДІЖНА ПАРТІЯ УКРАЇНИ,ХАРКІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ МОЛОДІЖНОЇ ПАРТІЇ УКРАЇНИ,26203137,Харківська обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA543515330000020680052417826,0.00,МОЛОДІЖНА ПАРТІЯ УКРАЇНИ,ХАРКІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ МОЛОДІЖНОЇ ПАРТІЇ УКРАЇНИ,26203137,Харківська обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA173515330000020634052334502,0.00,МОЛОДІЖНА ПАРТІЯ УКРАЇНИ,ХАРКІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ МОЛОДІЖНОЇ ПАРТІЇ УКРАЇНИ,26203137,Харківська обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA953515330000020680052446091,0.00,МОЛОДІЖНА ПАРТІЯ УКРАЇНИ,ХАРКІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ МОЛОДІЖНОЇ ПАРТІЇ УКРАЇНИ,26203137,Харківська обл.,2021-03-31,1,2021
ФДОНЕЦЬКЕ ОБЛАСНЕ УП АТ ОЩАД м. КРАМАТОР,Поточний рахунок,UA723351060000026005300744919,14042.70,МОЛОДІЖНА ПАРТІЯ УКРАЇНИ,ДОНЕЦЬКА ОБЛАСНА ПАРТІЙНА ОРГАНІЗАЦІЯ МОЛОДІЖНОЇ ПАРТІЇ УКРАЇНИ,37050743,Донецька обл.,2021-03-31,1,2021
ФДОНЕЦЬКЕ ОБЛАСНЕ УП АТ ОЩАД м. КРАМАТОР,Поточний рахунок,UA723351060000026005300744919,0.00,МОЛОДІЖНА ПАРТІЯ УКРАЇНИ,ДОНЕЦЬКА ОБЛАСНА ПАРТІЙНА ОРГАНІЗАЦІЯ МОЛОДІЖНОЇ ПАРТІЇ УКРАЇНИ,37050743,Донецька обл.,2021-12-31,4,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA973052990000026009016224700,4451.00,МОЛОДІЖНА ПАРТІЯ УКРАЇНИ,Центральний офіс,21709748,Україна,2021-12-31,4,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA633515330000026079052383769,0.00,МОЛОДІЖНА ПАРТІЯ УКРАЇНИ,ХАРКІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ МОЛОДІЖНОЇ ПАРТІЇ УКРАЇНИ,26203137,Харківська обл.,2021-09-30,3,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA053515330000026077052393320,0.00,МОЛОДІЖНА ПАРТІЯ УКРАЇНИ,ХАРКІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ МОЛОДІЖНОЇ ПАРТІЇ УКРАЇНИ,26203137,Харківська обл.,2021-09-30,3,2021
