Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік,
"АБ ""Укргазбанк""",поточний рахунок,26046903289478,"1471,68","Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,2018-03-31,1,2018,рахунок для соціальних виплат
"АБ ""Укргазбанк""",поточний рахунок,26007212001988,982,"Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,2018-03-31,1,2018,поточний
"ПАТ ""Мегабанк""",поточний рахунок,2600426373,"70158,29","Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,2018-03-31,1,2018,поточний
"ПАТ ""Мегабанк""",рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності,2604826373,"4495214,83","Всеукраїнське об'єднання ""Батьківщина""",Центральний офіс,20069956,Україна,2018-03-31,1,2018,
"ПАТ ""Укрсоцбанк""",поточний рахунок,26000011969944,"249,54","Всеукраїнське об'єднання ""Батьківщина""",Вінницька обласна організація,25511109,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111276,0,"Всеукраїнське об'єднання ""Батьківщина""",Вінницька міська організація,25962102,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111452,0,"Всеукраїнське об'єднання ""Батьківщина""",Гайсинська міська організація,36968033,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111311,0,"Всеукраїнське об'єднання ""Батьківщина""",Гніванська міська організація,37058480,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111277,0,"Всеукраїнське об'єднання ""Батьківщина""",Жмеринська міська організація,25962289,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111455,0,"Всеукраїнське об'єднання ""Батьківщина""",Іллінецька міська організація,36928142,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111457,0,"Всеукраїнське об'єднання ""Батьківщина""",Калинівська міська організація,37258699,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111278,0,"Всеукраїнське об'єднання ""Батьківщина""",Козятинська міська організація,26142105,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111279,0,"Всеукраїнське об'єднання ""Батьківщина""",Ладижинська міська організація,26142080,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111459,0,"Всеукраїнське об'єднання ""Батьківщина""",Липовецька міська організація,36522866,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111280,0,"Всеукраїнське об'єднання ""Батьківщина""",Могилів-Подільська міська організація,34893251,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111461,0,"Всеукраїнське об'єднання ""Батьківщина""",Немирівська міська організація,36788611,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111281,0,"Всеукраїнське об'єднання ""Батьківщина""",Хмільницька міська організація,36575258,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111282,0,"Всеукраїнське об'єднання ""Батьківщина""",Барська районна організація,25962071,Вінницька область,2018-03-31,1,2018,
невідомо,поточний рахунок,2111283,0,"Всеукраїнське об'єднання ""Батьківщина""",Бершадська районна організація,26012236,Вінницька область,2018-03-31,1,2018,
