Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"АТ КБ ""Приватбанк""",Поточний рахунок,UA253052990000026009045505252,0.00,КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,ІВАНО-ФРАНКІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ КОНГРЕСУ УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,20534413,Івано-Франківська обл.,2024-06-30,2,2024
"АТ КБ ""Приватбанк""",Поточний рахунок,UA413052990000026005015508335,0.00,КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,ІВАНО-ФРАНКІВСЬКА МІСЬКА ОРГАНІЗАЦІЯ КОНГРЕСУ УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,20551676,Івано-Франківська обл.,2024-06-30,2,2024
"АТ ""Райффайзен Банк""",Поточний рахунок,UA713808050000000026006570703,0.00,КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,КАЛУСЬКА МІСЬКА ОРГАНІЗАЦІЯ КОНГРЕСУ УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,20551831,Івано-Франківська обл.,2024-06-30,2,2024
"АТ ""ОЩАДБАНК""",Поточний рахунок,UA403257960000026009300496326,6576.00,КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,ЛЬВІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ КОНГРЕСУ УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,20771857,Львівська обл.,2024-06-30,2,2024
"АТ КБ ПРИВАТБАНК""",Поточний рахунок,UA713052990000026000031022630,0.00,КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,ЛЬВІВСЬКА МІСЬКА ОРГАНІЗАЦІЯ КОНГРЕСУ УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,20811344,Львівська обл.,2024-06-30,2,2024
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA183287040000026008054329511,2412.00,КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,ОДЕСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ КОНГРЕСУ УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,23213558,Одеська обл.,2024-06-30,2,2024
"АТ""ОЩАДБАНК""",Поточний рахунок,UA283226690000026000300423034,865.31,КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,Центральний офіс,00042458,Україна,2024-06-30,2,2024
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA023052990000026004016706245,0.00,КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,Центральний офіс,00042458,Україна,2024-06-30,2,2024
"АТ КБ ""Приватбанк""",Поточний рахунок,UA413052990000026005015508335,0.00,КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,ІВАНО-ФРАНКІВСЬКА МІСЬКА ОРГАНІЗАЦІЯ КОНГРЕСУ УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,20551676,Івано-Франківська обл.,2024-09-30,3,2024
"АТ КБ ""Приватбанк""",Поточний рахунок,UA253052990000026009045505252,0.00,КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,ІВАНО-ФРАНКІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ КОНГРЕСУ УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,20534413,Івано-Франківська обл.,2024-09-30,3,2024
"АТ ""ОЩАДБАНК""",Поточний рахунок,UA403257960000026009300496326,6576.00,КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,ЛЬВІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ КОНГРЕСУ УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,20771857,Львівська обл.,2024-09-30,3,2024
"АТ КБ ПРИВАТБАНК""",Поточний рахунок,UA713052990000026000031022630,0.00,КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,ЛЬВІВСЬКА МІСЬКА ОРГАНІЗАЦІЯ КОНГРЕСУ УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,20811344,Львівська обл.,2024-09-30,3,2024
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA183287040000026008054329511,2412.00,КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,ОДЕСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ КОНГРЕСУ УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,23213558,Одеська обл.,2024-09-30,3,2024
"АТ ""Райффайзен Банк""",Поточний рахунок,UA713808050000000026006570703,0.00,КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,КАЛУСЬКА МІСЬКА ОРГАНІЗАЦІЯ КОНГРЕСУ УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,20551831,Івано-Франківська обл.,2024-09-30,3,2024
"АТ""ОЩАДБАНК""",Поточний рахунок,UA283226690000026000300423034,139.57,КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,Центральний офіс,00042458,Україна,2024-09-30,3,2024
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA023052990000026004016706245,0.00,КОНГРЕС УКРАЇНСЬКИХ НАЦІОНАЛІСТІВ,Центральний офіс,00042458,Україна,2024-09-30,3,2024
