Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
" АТ КБ ""Приватбанк""",Поточний рахунок,UA353052990000026002000701980,0.00,ОБʼЄДНАННЯ САМОПОМІЧ,КОСТОПІЛЬСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ОБʼЄДНАННЯ САМОПОМІЧ,39925596,Рівненська обл.,2024-03-31,1,2024
" АТ КБ ""Приватбанк""",Рахунок для соціальних виплат,UA753052990000026042040704543,0.00,ОБʼЄДНАННЯ САМОПОМІЧ,КОСТОПІЛЬСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ОБʼЄДНАННЯ САМОПОМІЧ,39925596,Рівненська обл.,2024-03-31,1,2024
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA223052990000026003040801689,9815.59,ОБʼЄДНАННЯ САМОПОМІЧ,ВОЛИНСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ОБʼЄДНАННЯ САМОПОМІЧ,39923587,Волинська обл.,2024-03-31,1,2024
"АТ КБ ""Приватбанк""",Поточний рахунок,UA473052990000026004036400703,0.00,ОБʼЄДНАННЯ САМОПОМІЧ,РАДОМИШЛЬСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ОБʼЄДНАННЯ САМОПОМІЧ,39942730,Житомирська обл.,2024-03-31,1,2024
"АТ КБ ""Приватбанк""",Рахунок для соціальних виплат,UA643052990000026041046401391,0.00,ОБʼЄДНАННЯ САМОПОМІЧ,РАДОМИШЛЬСЬКА РАЙОННА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ОБʼЄДНАННЯ САМОПОМІЧ,39942730,Житомирська обл.,2024-03-31,1,2024
АТ КБ «Приватбанк»,Поточний рахунок,UA273052990000026001021107854,0.00,ОБʼЄДНАННЯ САМОПОМІЧ,ХЕРСОНСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ОБʼЄДНАННЯ САМОПОМІЧ,39970140,Херсонська обл.,2024-03-31,1,2024
ПАТ АБ «Укргазбанк»,Поточний рахунок,UA543204780000026008924419704,0.00,ОБʼЄДНАННЯ САМОПОМІЧ,ЧЕРНІВЕЦЬКА МІСЬКА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ОБʼЄДНАННЯ САМОПОМІЧ,39914787,Чернівецька обл.,2024-03-31,1,2024
"ПАТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA413052990000026005031801328,0.00,ОБʼЄДНАННЯ САМОПОМІЧ,ЧЕРНІВЕЦЬКА МІСЬКА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ОБʼЄДНАННЯ САМОПОМІЧ,39914787,Чернівецька обл.,2024-03-31,1,2024
"ПАТ АБ ""Укргазбанк""",Поточний рахунок,UA603204780000026005924419116,0.00,ОБʼЄДНАННЯ САМОПОМІЧ,ХМЕЛЬНИЦЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ОБʼЄДНАННЯ САМОПОМІЧ,39935131,Хмельницька обл.,2024-03-31,1,2024
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA933052990000026008026003376,0.00,ОБʼЄДНАННЯ САМОПОМІЧ,ХМЕЛЬНИЦЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ОБʼЄДНАННЯ САМОПОМІЧ,39935131,Хмельницька обл.,2024-03-31,1,2024
" АБ ""Укргазбанк""",Поточний рахунок,UA653204780000026009924425195,0.00,ОБʼЄДНАННЯ САМОПОМІЧ,ЧЕРКАСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ОБʼЄДНАННЯ САМОПОМІЧ,39219693,Черкаська обл.,2024-03-31,1,2024
"АТКБ ""ПРИВАТБАНК""",Поточний рахунок,UA213515330000026006052170600,0.00,ОБʼЄДНАННЯ САМОПОМІЧ,ХАРКІВСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ ОБʼЄДНАННЯ САМОПОМІЧ,39916302,Харківська обл.,2024-03-31,1,2024
