Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
Акціонерне товариство «МОТОР-БАНК»,Поточний рахунок,UA523130090000026005001029312,214581.68,ПАРТІЯ ЗЕЛЕНИХ УКРАЇНИ,Запорізька обласна організація Партії Зелених України,25474489,Запорізька обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA373052990000026005050311231,74175.00,ПАРТІЯ ЗЕЛЕНИХ УКРАЇНИ,Новомосковська міська організація Партії Зелених України,37259472,Дніпропетровська обл.,2021-03-31,1,2021
СФ ПАТ КБ «Приват Банк»,Поточний рахунок,UA733052990000026003026805126,376298.56,ПАРТІЯ ЗЕЛЕНИХ УКРАЇНИ,Центральний офіс,00047728,Україна,2021-03-31,1,2021
ПАТ АБ «Укргазбанк» ,Поточний рахунок,UA053204780000026008924867077,20662.55,ПАРТІЯ ЗЕЛЕНИХ УКРАЇНИ,Центральний офіс,00047728,Україна,2021-03-31,1,2021
АТ КБ ПРИВАТБАНК,Поточний рахунок,UA373052990000026005050311231,217.00,ПАРТІЯ ЗЕЛЕНИХ УКРАЇНИ,Новомосковська міська організація Партії Зелених України,37259472,Дніпропетровська обл.,2021-12-31,4,2021
Акціонерне товариство «МОТОР-БАНК»,Поточний рахунок,UA523130090000026005001029312,58453.61,ПАРТІЯ ЗЕЛЕНИХ УКРАЇНИ,Запорізька обласна організація Партії Зелених України,25474489,Запорізька обл.,2021-12-31,4,2021
СФ ПАТ КБ «Приват Банк»,Поточний рахунок,UA733052990000026003026805126,236311.56,ПАРТІЯ ЗЕЛЕНИХ УКРАЇНИ,Центральний офіс,00047728,Україна,2021-12-31,4,2021
ПАТ АБ «Укргазбанк» ,Поточний рахунок,UA053204780000026008924867077,20162.55,ПАРТІЯ ЗЕЛЕНИХ УКРАЇНИ,Центральний офіс,00047728,Україна,2021-12-31,4,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA373052990000026005050311231,11492.00,ПАРТІЯ ЗЕЛЕНИХ УКРАЇНИ,Новомосковська міська організація Партії Зелених України,37259472,Дніпропетровська обл.,2021-09-30,3,2021
Акціонерне товариство «МОТОР-БАНК»,Поточний рахунок,UA523130090000026005001029312,315290.87,ПАРТІЯ ЗЕЛЕНИХ УКРАЇНИ,Запорізька обласна організація Партії Зелених України,25474489,Запорізька обл.,2021-09-30,3,2021
СФ ПАТ КБ «Приват Банк»,Поточний рахунок,UA733052990000026003026805126,236311.56,ПАРТІЯ ЗЕЛЕНИХ УКРАЇНИ,Центральний офіс,00047728,Україна,2021-09-30,3,2021
ПАТ АБ «Укргазбанк» ,Поточний рахунок,UA053204780000026008924867077,20162.55,ПАРТІЯ ЗЕЛЕНИХ УКРАЇНИ,Центральний офіс,00047728,Україна,2021-09-30,3,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA373052990000026005050311231,11492.00,ПАРТІЯ ЗЕЛЕНИХ УКРАЇНИ,Новомосковська міська організація Партії Зелених України,37259472,Дніпропетровська обл.,2021-06-30,2,2021
Акціонерне товариство «МОТОР-БАНК»,Поточний рахунок,UA523130090000026005001029312,18342.51,ПАРТІЯ ЗЕЛЕНИХ УКРАЇНИ,Запорізька обласна організація Партії Зелених України,25474489,Запорізька обл.,2021-06-30,2,2021
СФ ПАТ КБ «Приват Банк»,Поточний рахунок,UA733052990000026003026805126,251664.56,ПАРТІЯ ЗЕЛЕНИХ УКРАЇНИ,Центральний офіс,00047728,Україна,2021-06-30,2,2021
ПАТ АБ «Укргазбанк» ,Поточний рахунок,UA053204780000026008924867077,20362.55,ПАРТІЯ ЗЕЛЕНИХ УКРАЇНИ,Центральний офіс,00047728,Україна,2021-06-30,2,2021
