Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"АТ ""Ощадбанк""",поточний рахунок,26006300663605,"6078,39",Сила і Честь,Центральний офіс,33308363,Україна,2016-12-31,5,2016
"АТ ""Ощадбанк""",поточний рахунок,26006300663605,"5978,39",Сила і Честь,Центральний офіс,33308363,Україна,2017-12-31,5,2017
невідомо,поточний рахунок,85496,0,Сила і Честь,Білоцерківська міська організація,36822704,Київська область,2017-12-31,5,2017
невідомо,поточний рахунок,85500,0,Сила і Честь,Київська обласна організація,34001871,Київська область,2017-12-31,5,2017
невідомо,поточний рахунок,85497,0,Сила і Честь,Вінницька обласна організація,33966173,Вінницька область,2017-12-31,5,2017
невідомо,поточний рахунок,85498,0,Сила і Честь,Волинська обласна організація,33381532,Волинська область,2017-12-31,5,2017
невідомо,поточний рахунок,85499,0,Сила і Честь,Закарпатська обласна організація,33985386,Закарпатська область,2017-12-31,5,2017
невідомо,поточний рахунок,85501,0,Сила і Честь,Львівська міська організація,33981601,Львівська область,2017-12-31,5,2017
невідомо,поточний рахунок,85502,0,Сила і Честь,Львівська обласна організація,33981638,Львівська область,2017-12-31,5,2017
невідомо,поточний рахунок,85503,0,Сила і Честь,Миколаївська обласна організація,33896286,Миколаївська область,2017-12-31,5,2017
невідомо,поточний рахунок,85504,0,Сила і Честь,Одеська міська організація ,33568054,Одеська область,2017-12-31,5,2017
невідомо,поточний рахунок,85505,0,Сила і Честь,Одеська обласна організація,33386279,Одеська область,2017-12-31,5,2017
невідомо,поточний рахунок,85506,0,Сила і Честь,Тернопільська обласна організація,33992655,Тернопільська область,2017-12-31,5,2017
невідомо,поточний рахунок,85507,0,Сила і Честь,Харківська обласна організація,33291780,Харківська область,2017-12-31,5,2017
невідомо,поточний рахунок,85508,0,Сила і Честь,Херсонська обласна організація,33731075,Херсонська область,2017-12-31,5,2017
невідомо,поточний рахунок,85509,0,Сила і Честь,Черкаська обласна організація,33363204,Черкаська область,2017-12-31,5,2017
невідомо,поточний рахунок,85510,0,Сила і Честь,Чернігівська обласна організація,34018288,Чернігівська область,2017-12-31,5,2017
"АТ ""Ощадбанк""",поточний рахунок,26006300663605,"39968,39",Сила і Честь,Центральний офіс,33308363,Україна,2019-03-30,1,2019
"АТ ""Ощадбанк""",поточний рахунок,26006300663605,"4619076,23",Сила і Честь,Центральний офіс,33308363,Україна,2019-06-30,2,2019
АТ “Укрексімбанк”,рахунок виборчого фонду політичної партії,26416020000001,500000,Сила і Честь,Центральний офіс,33308363,Україна,2019-06-30,2,2019
АТ “Укрексімбанк”,рахунок виборчого фонду політичної партії,26416020000002,1419200,Сила і Честь,Центральний офіс,33308363,Україна,2019-06-30,2,2019
"АТ ""Ощадбанк""",поточний рахунок,26006300663605,"3865,26",Сила і честь,Центральний офіс,33308363,Україна,2019-09-30,3,2019
