Вид фінансових зобовʼязань,Дата виникнення,Сума (вартість) зобовʼязання на момент виникнення,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Місце проживання (для фіз. осіб)/Юридична адреса (для юр. осіб),Сума (вартість) на кінець звітного періоду грн,Тип особи,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Квартал,Рік
виготовлення ключів електронного цифрового підпису,19.01.2023,198.0,"Товариство з обмеженою відповідальністю ""Центр сертифікації ключів ""Україна""",36865753,"м. Київ, вул. Ірпінська, буд. 1",0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Хмельницька обласна організація,39948512,Хмельницька область,4,2023
виготовлення ключів електронного цифрового підпису,19.01.2023,396.0,"Товариство з обмеженою відповідальністю ""Центр сертифікації ключів ""Україна""",36865753,"м. Київ, вул. Ірпінська, буд. 1",0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Хмельницька обласна організація,39948512,Хмельницька область,4,2023
виготовлення ключів електронного цифрового підпису,19.01.2023,594.0,"Товариство з обмеженою відповідальністю ""Центр сертифікації ключів ""Україна""",36865753,"м. Київ, вул. Ірпінська, буд. 1",0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Хмельницька обласна організація,39948512,Хмельницька область,4,2023
виготовлення ключів електронного цифрового підпису,19.01.2023,396.0,"Товариство з обмеженою відповідальністю ""Центр сертифікації ключів ""Україна""",36865753,"м. Київ, вул. Ірпінська, буд. 1",0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Хмельницька обласна організація,39948512,Хмельницька область,4,2023
виготовлення ключів електронного цифрового підпису,20.01.2023,396.0,"Товариство з обмеженою відповідальністю ""Центр сертифікації ключів ""Україна""",36865753,"м. Київ, вул. Ірпінська, буд. 1",0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Хмельницька обласна організація,39948512,Хмельницька область,4,2023
виготовлення ключів електронного цифрового підпису,20.01.2023,100.0,Колесник Володимир Григорович,,хмельницька обл.,0.0,Фізична особа,ЗА КОНКРЕТНІ СПРАВИ,Хмельницька обласна організація,39948512,Хмельницька область,4,2023
банківські послуги комісія за зовнішні перекази,30.01.2023,18.0,"Акціонерне товариство ""Раффайзен Банк Аваль""",14305909,"м. Київ, вул. Генерала Алмазова, буд. 4А",0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Хмельницька обласна організація,39948512,Хмельницька область,4,2023
банківські послуги комісія за користування пакетом банківських послуг,30.01.2023,150.0,"Акціонерне товариство ""Раффайзен Банк Аваль""",14305909,"м. Київ, вул. Генерала Алмазова, буд. 4А",0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Хмельницька обласна організація,39948512,Хмельницька область,4,2023
банківські послуги комісія за користування пакетом банківських послуг,27.02.2023,150.0,"Акціонерне товариство ""Раффайзен Банк Аваль""",14305909,"м. Київ, вул. Генерала Алмазова, буд. 4А",0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Хмельницька обласна організація,39948512,Хмельницька область,4,2023
банківські послуги комісія за користування пакетом банківських послуг,30.03.2023,11.57,"Акціонерне товариство ""Раффайзен Банк Аваль""",14305909,"м. Київ, вул. Генерала Алмазова, буд. 4А",0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Хмельницька обласна організація,39948512,Хмельницька область,4,2023
