Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
АТ КБ Приватбанк,Поточний рахунок,UA413524790000026002052244213,78818.84,ЗА МАЙБУТНЄ,ХЕРСОНСЬКА ОБЛАСНА організація,37631480,Херсонська обл.,2021-03-31,1,2021
ВІДДІЛЕННЯ № 2 ПУМБ В М. КРЕМЕНЧУК,Поточний рахунок,UA483348510000000026007125937,913406.47,ЗА МАЙБУТНЄ,ПОЛТАВСЬКА ОБЛАСНА організація,36454702,Полтавська обл.,2021-03-31,1,2021
"ТВБВ№10016/0200 філія Полтавського обласного управління АТ ""Ощадбанк""",Поточний рахунок,UA613314670000026006300722362,0.00,ЗА МАЙБУТНЄ,ПОЛТАВСЬКА ОБЛАСНА організація,36454702,Полтавська обл.,2021-03-31,1,2021
"Полікомбанк (м.Чернігів), код установи банку 353100",Поточний рахунок,UA073531000000026009001061195,254784.90,ЗА МАЙБУТНЄ,ЧЕРНІГІВСЬКА ОБЛАСНА організація,36655097,Чернігівська обл.,2021-03-31,1,2021
"ЧФ ПАТ КБ ""Приватбанк""",Поточний рахунок,UA153562820000026003060354283,392889.19,ЗА МАЙБУТНЄ,ЧЕРНІВЕЦЬКА ОБЛАСНА організація,37596834,Чернівецька обл.,2021-03-31,1,2021
"АКЦІОНЕРНЕ ТОВАРИСТВО ""ПЕРШИЙ УКРАЇНСЬКИЙ МІЖНАРОДНИЙ БАНК""",Поточний рахунок,UA603348510000000026000126201,14142.69,ЗА МАЙБУТНЄ,ЧЕРКАСЬКА ОБЛАСНА організація,37551945,Черкаська обл.,2021-03-31,1,2021
"ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО АКЦІОНЕРНИЙ БАНК ""УКРГАЗБАНК""",Поточний рахунок,UA983204780000026005924893635,0.00,ЗА МАЙБУТНЄ,ЧЕРКАСЬКА ОБЛАСНА організація,37551945,Черкаська обл.,2021-03-31,1,2021
"АТ""БАНК ІНВЕСТИЦІЙ ТА ЗАОЩАДЖЕНЬ """,Поточний рахунок,UA623802810000026003024429001,597882.77,ЗА МАЙБУТНЄ,КИЇВСЬКА ОБЛАСНА організація,35089318,Київська обл.,2021-03-31,1,2021
"ПуАТ КБ ""Акордбанк""",Поточний рахунок,UA403806340000026005167150001,556135.74,ЗА МАЙБУТНЄ,ХМЕЛЬНИЦЬКА ОБЛАСНА організація,43556485,Хмельницька обл.,2021-03-31,1,2021
"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ""",Поточний рахунок,UA113808050000000026006702151,350.85,ЗА МАЙБУТНЄ,ХМЕЛЬНИЦЬКА ОБЛАСНА організація,43556485,Хмельницька обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA503206490000026006052742636,974.10,ЗА МАЙБУТНЄ,КИЇВСЬКА МІСЬКА організація,36757337,м.Київ,2021-03-31,1,2021
"ФІЛІЯ-ДОНЕЦЬКЕ ОБЛАСНЕ УПРАВЛІННЯ АКЦІОНЕРНОГО ТОВАРИСТВА ""ДЕРЖАВНИЙ ОЩАДНИЙ БАНК УКРАЇНИ""", -поточний ,UA793351060000026005300711328,172466.16,ЗА МАЙБУТНЄ,ДОНЕЦЬКА ОБЛАСНА організація,36443774,Донецька обл.,2021-03-31,1,2021
"МИКОЛАЇВСЬКЕ РУ АТ КБ ""ПРИВАТБАНК"" у м.Миколаїв",поточний,UA673266100000026008054105043,262866.48,ЗА МАЙБУТНЄ,МИКОЛАЇВСЬКА ОБЛАСНА організація,37518211,Миколаївська обл.,2021-03-31,1,2021
"АТ КБ ""Приватбанк""",Поточний рахунок,UA073333910000026009054728497,564394.27,ЗА МАЙБУТНЄ,РІВНЕНСЬКА ОБЛАСНА організація,36565370,Рівненська обл.,2021-03-31,1,2021
АТ КБ Приват,Поточний рахунок,UA923052990000026002043601047,33453.43,ЗА МАЙБУТНЄ,ЗАКАРПАТСЬКА ОБЛАСНА організація,36658318,Закарпатська обл.,2021-03-31,1,2021
"АТ ""Укрексімбанк""",Поточний рахунок,UA933223130000026005000045227,827.61,ЗА МАЙБУТНЄ,ЖИТОМИРСЬКА ОБЛАСНА організація,36681991,Житомирська обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТ БАНК""",Поточний рахунок,UA053366770000026006060740220,0.00,ЗА МАЙБУТНЄ,ІВАНО-ФРАНКІВСЬКА ОБЛАСНА організація,36732616,Івано-Франківська обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТ БАНК""",Поточний рахунок,UA873366770000026002052550819,542439.56,ЗА МАЙБУТНЄ,ІВАНО-ФРАНКІВСЬКА ОБЛАСНА організація,36732616,Івано-Франківська обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA053052990000026008035102202,409048.00,ЗА МАЙБУТНЄ,КІРОВОГРАДСЬКА ОБЛАСНА організація,37529862,Кіровоградська обл.,2021-03-31,1,2021
"АТ КБ ""Приватбанк""",Поточний рахунок,UA273026890000026001055364221,134431.29,ЗА МАЙБУТНЄ,ВІННИЦЬКА ОБЛАСНА організація,36474205,Вінницька обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК"" Благовіщенське відділення Запорізького РУ",Поточний рахунок,UA593133990000026000060757363,660398.82,ЗА МАЙБУТНЄ,ЗАПОРІЗЬКА ОБЛАСНА організація,37020829,Запорізька обл.,2021-03-31,1,2021
"ПАТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA673515330000026005052167090,71018.00,ЗА МАЙБУТНЄ,ХАРКІВСЬКА ОБЛАСНА організація,36818462,Харківська обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA113052990000026003031009058,152496.03,ЗА МАЙБУТНЄ,ЛЬВІВСЬКА ОБЛАСНА організація,36659966,Львівська обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Вкладний (депозитний) рахунок,UA553052990000026104001000113,403746.20,ЗА МАЙБУТНЄ,ЛЬВІВСЬКА ОБЛАСНА організація,36659966,Львівська обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA353052990000026186001000692,60.55,ЗА МАЙБУТНЄ,ЛЬВІВСЬКА ОБЛАСНА організація,36659966,Львівська обл.,2021-03-31,1,2021
"АТ КБ ""Приватбанк""",Поточний рахунок,UA953387830000026009055128009,38187.21,ЗА МАЙБУТНЄ,ТЕРНОПІЛЬСЬКА ОБЛАСНА організація,36721143,Тернопільська обл.,2021-03-31,1,2021
"Акціонерне Товариство Комерційний Банк ""Приватбанк""",Поточний рахунок,UA363052990000026007021603255,11620.91,ЗА МАЙБУТНЄ,ЧЕРКАСЬКА МІСЬКА організація,43792354,Черкаська обл.,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA433375460000026007055029277,475745.28,ЗА МАЙБУТНЄ,СУМСЬКА ОБЛАСНА організація,43540318,Сумська обл.,2021-03-31,1,2021
АТ «ОЩАДБАНК» ТВБВ № 10015/0604,Поточний рахунок,UA313288450000026001300676660,1071440.70,ЗА МАЙБУТНЄ,ОДЕСЬКА ОБЛАСНА організація,36612687,Одеська обл.,2021-03-31,1,2021
"АКЦIОНЕРНЕ ТОВАРИСТВО ""ПЕРШИЙ УКРАЇНСЬКИЙ МIЖНАРОДНИЙ БАНК""",Поточний рахунок,UA793348510000000026005125627,0.00,ЗА МАЙБУТНЄ,ДНІПРОПЕТРОВСЬКА ОБЛАСНА організація,36639798,Дніпропетровська обл.,2021-03-31,1,2021
"АТ ""ПУМБ""",Поточний рахунок,UA453348510000000026001124989,870996.61,ЗА МАЙБУТНЄ,ВОЛИНСЬКА ОБЛАСНА організація,37029088,Волинська обл.,2021-03-31,1,2021
"АТ ""ПУМБ""",Поточний рахунок,UA353348510000000026001112559,306608.03,ЗА МАЙБУТНЄ,Центральний офіс,36088708,Україна,2021-03-31,1,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA363052990000026002006201183,100.00,ЗА МАЙБУТНЄ,Центральний офіс,36088708,Україна,2021-03-31,1,2021
"АТ КБ""Приватбанк""",Поточний рахунок,UA513052990000026002040702358,225665.27,ЗА МАЙБУТНЄ,РІВНЕНСЬКА ОБЛАСНА організація,36565370,Рівненська обл.,2021-12-31,4,2021
"ЧФ ПАТ КБ ""Приватбанк""",Поточний рахунок,UA153562820000026003060354283,392889.19,ЗА МАЙБУТНЄ,ЧЕРНІВЕЦЬКА ОБЛАСНА організація,37596834,Чернівецька обл.,2021-12-31,4,2021
Полікомбанк Чернігів код банку 353100,Поточний рахунок,UA073531000000026009001061195,104389.90,ЗА МАЙБУТНЄ,ЧЕРНІГІВСЬКА ОБЛАСНА організація,36655097,Чернігівська обл.,2021-12-31,4,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA053052990000026008035102202,410248.00,ЗА МАЙБУТНЄ,КІРОВОГРАДСЬКА ОБЛАСНА організація,37529862,Кіровоградська обл.,2021-12-31,4,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA233052990000026004045005520,974.10,ЗА МАЙБУТНЄ,КИЇВСЬКА МІСЬКА організація,36757337,м.Київ,2021-12-31,4,2021
"відділення №2 Акціонерне товариство ""Перший Український Міжнародний банк"" в м.Кременчук",Поточний рахунок,UA483348510000000026007125937,918086.47,ЗА МАЙБУТНЄ,ПОЛТАВСЬКА ОБЛАСНА організація,36454702,Полтавська обл.,2021-12-31,4,2021
"ТВБВ№10016/0200 філія Полтавського обласного управління АТ ""Ощадбанк""",Поточний рахунок,UA613314670000026006300722362,0.00,ЗА МАЙБУТНЄ,ПОЛТАВСЬКА ОБЛАСНА організація,36454702,Полтавська обл.,2021-12-31,4,2021
Миколаївське РУ АТ КБ Приватбанк у м.Миколаїв,Поточний рахунок,UA673266100000026008054105043,18837.24,ЗА МАЙБУТНЄ,МИКОЛАЇВСЬКА ОБЛАСНА організація,37518211,Миколаївська обл.,2021-12-31,4,2021
АТ КБ Приватбанк,Поточний рахунок,UA953387830000026009055128009,428.73,ЗА МАЙБУТНЄ,ТЕРНОПІЛЬСЬКА ОБЛАСНА організація,36721143,Тернопільська обл.,2021-12-31,4,2021
Приватбанк,Поточний рахунок,UA923052990000026002043601047,33453.43,ЗА МАЙБУТНЄ,ЗАКАРПАТСЬКА ОБЛАСНА організація,36658318,Закарпатська обл.,2021-12-31,4,2021
