Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"АТ ""Укрексімбанк""",поточний рахунок,26004020050550,0,Громадянська позиція,Центральний офіс,33492420,Україна,2016-12-31,5,2016
"АТ ""Укрексімбанк""",поточний рахунок,26009000000569,"5824,08",Громадянська позиція,Центральний офіс,33492420,Україна,2016-12-31,5,2016
"АТ ""Ощадбанк""",поточний рахунок,26007300684913,0,Громадянська позиція,Кіровоградська обласна організація,37297586,Кіровоградська область,2016-12-31,5,2016
"ПАТ ""Укрсоцбанк""",поточний рахунок,26009012000449,0,Громадянська позиція,Київська обласна організація,37236193,Київська область,2016-12-31,5,2016
невідомо,поточний рахунок,911121,0,Громадянська позиція,Черкаська обласна організація,37239608,Черкаська область,2016-12-31,5,2016
"АТ ""Ощадбанк""",поточний рахунок,26008300741004,0,Громадянська позиція,Луганська обласна організація,37178520,Луганська область,2016-12-31,5,2016
"АБ ""Укргазбанк""",поточний рахунок,26009924418287,0,Громадянська позиція,Херсонська обласна організація,33930536,Херсонська область,2016-12-31,5,2016
невідомо,поточний рахунок,911111,0,Громадянська позиція,Вінницька обласна організація,37357702,Вінницька область,2016-12-31,5,2016
"ПАТ ""Укрсоцбанк""",поточний рахунок,26008012038564,0,Громадянська позиція,Донецька обласна організація,37295259,Донецька область,2016-12-31,5,2016
невідомо,поточний рахунок,911120,0,Громадянська позиція,Хмельницька обласна організація,37263887,Хмельницька область,2016-12-31,5,2016
"ПАТ КБ ""Приватбанк""",поточний рахунок,2600805509013,0,Громадянська позиція,Волинська обласна організація,37204512,Волинська область,2016-12-31,5,2016
"АТ ""Укрсиббанк""",поточний рахунок,26009337001200,"1595,03",Громадянська позиція,Київська міська організація,37615584,Київська область,2016-12-31,5,2016
"АТ ""Ощадбанк""",поточний рахунок,26005300480754,0,Громадянська позиція,Чернівецька обласна організація,37273083,Чернівецька область,2016-12-31,5,2016
невідомо,поточний рахунок,911122,0,Громадянська позиція,Сторожинецька районна організація,36755224,Чернівецька область,2016-12-31,5,2016
