Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ""",Поточний рахунок,UA793223130000026006000044766,183515.64,СЛУГА НАРОДУ,ІВАНО-ФРАНКІВСЬКА ОБЛАСНА організація,43669941,Івано-Франківська обл.,2024-06-30,2,2024
"АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ""",Інше - Транзитний рахунок,UA423223130000029243000110944,0,СЛУГА НАРОДУ,ІВАНО-ФРАНКІВСЬКА ОБЛАСНА організація,43669941,Івано-Франківська обл.,2024-06-30,2,2024
"АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ""",Поточний рахунок,UA393223130000026042000010215,0,СЛУГА НАРОДУ,ІВАНО-ФРАНКІВСЬКА ОБЛАСНА організація,43669941,Івано-Франківська обл.,2024-06-30,2,2024
"АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ""",Поточний рахунок,UA103223130000026080000053580,0,СЛУГА НАРОДУ,ІВАНО-ФРАНКІВСЬКА ОБЛАСНА організація,43669941,Івано-Франківська обл.,2024-06-30,2,2024
"АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ""",Поточний рахунок,UA263223130000026004000045109,75673.81,СЛУГА НАРОДУ,ЛУГАНСЬКА ОБЛАСНА організація,43721435,Луганська обл.,2024-06-30,2,2024
"АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ""",Поточний рахунок,UA723223130000026040000010659,0,СЛУГА НАРОДУ,ЛУГАНСЬКА ОБЛАСНА організація,43721435,Луганська обл.,2024-06-30,2,2024
"АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ""",Поточний рахунок,UA883223130000026007000044958,110684.76,СЛУГА НАРОДУ,ЗАКАРПАТСЬКА ОБЛАСНА організація,43715217,Закарпатська обл.,2024-06-30,2,2024
"АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ""",Інше - Транзитний рахунок,UA063223130000002924800018718,0,СЛУГА НАРОДУ,ЗАКАРПАТСЬКА ОБЛАСНА організація,43715217,Закарпатська обл.,2024-06-30,2,2024
"АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ""",Поточний рахунок,UA393223130000026041000010443,0,СЛУГА НАРОДУ,ЗАКАРПАТСЬКА ОБЛАСНА організація,43715217,Закарпатська обл.,2024-06-30,2,2024
"АКЦІОНЕРНЕ ТОВАРИСТВО ""ДЕРЖАВНИЙ ЕКСПОРТНО-ІМПОРТНИЙ БАНК УКРАЇНИ""",Поточний рахунок,UA483223130000026004000044713,574954.99,СЛУГА НАРОДУ,РІВНЕНСЬКА ОБЛАСНА організація,43655001,Рівненська обл.,2024-06-30,2,2024
