Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
ПАТ КБ Приватбанк,Поточний рахунок,UA773052990000026008030801672,0.00,УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,ВОЛИНСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ-УКРОП,39946248,Волинська обл.,2024-06-30,2,2024
ПАТ КБ Приватбанк,Поточний рахунок,UA523052990000026001040804127,0.00,УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,ВОЛИНСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ-УКРОП,39946248,Волинська обл.,2024-06-30,2,2024
"ПАТ КБ ""Приватбанк""",Поточний рахунок,UA033052990000026003016101078,0.00,УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,ВІННИЦЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,39901123,Вінницька обл.,2024-06-30,2,2024
АТ КБ Приватбанк,Поточний рахунок,UA963052990000026002033302000,0.00,УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,ТЕРНОПІЛЬСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,39943199,Тернопільська обл.,2024-06-30,2,2024
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA663375460000026000055016685,0.00,УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,СУМСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ-УКРОП,39945637,Сумська обл.,2024-06-30,2,2024
АТ КБ ПРИВАТБАНК,Поточний рахунок,UA583052990000026007006214391,0.00,УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,КИЇВСЬКА МІСЬКА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,39976560,м.Київ,2024-06-30,2,2024
АКЦІОНЕРНЕ ТОВАРИСТВО КОМЕРЦІЙНИЙ БАНК «ПРИВАТБАНК»,поточний рахунок,UA623052990000026007050259982,0.00,УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,ДНІПРОПЕТРОВСЬКА ОБЛАСНА РЕГІОНАЛЬНА ПАРТОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,39874446,Дніпропетровська обл.,2024-06-30,2,2024
КБ Приватбанк,Поточний рахунок,UA083052990000026006031100578,0.00,УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,ХЕРСОНСЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,39904145,Херсонська обл.,2024-06-30,2,2024
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA923355480000026008053610043,28.68,УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,ДОНЕЦЬКА ОБЛАСНА ОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,39977234,Донецька обл.,2024-06-30,2,2024
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA673047950000026007053718459,0.00,УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,ЛУГАНСЬКА ОБЛАСНА РЕГІОНАЛЬНА ПАРТОРГАНІЗАЦІЯ ПОЛІТИЧНОЇ ПАРТІЇ УКРАЇНСЬКЕ ОБʼЄДНАННЯ ПАТРІОТІВ - УКРОП,39965606,Луганська обл.,2024-06-30,2,2024
