Дата здійснення платежу з рахунку політичної партії,Найменування банку,Номер розрахункового документа,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Місце проживання (для фіз. осіб)/Юридична адреса (для юр. осіб),Цільове призначення платежу,Код рядка,Сума (грн),Тип бенефіціара,Вид рахунку,Партія,Місцева організація,Код ЄДРПОУ осередку,Номер рахунку,Географічний обʼєкт,Квартал,Рік
2017-01-30,"ПАТ КБ ""Правекс-банк""",договір № 1375 2000-01-12р.,"ПАТ КБ ""Правекс-банк""",14360920,смт Тростянець,Списання комісії за РКО неактивного рахунку за січень 2017р. Згідно дог № 1375 від 2000-01-12р. Без ПДВ,3.3.8,50,юридична особа,поточний рахунок,ЗА ЖИТТЯ!,Центральний офіс,21709375,26006799976560,Україна,5,2017
2017-10-02,"ПАТ КБ ""Правекс-банк""",договір № 1375 2000-01-12р.,"ПАТ КБ ""Правекс-банк""",14360920,смт Тростянець,Списання комісії за РКО неактивного рахунку за лютий 2017р. Згідно дог № 1375 від 2000-01-12р. Без ПДВ,3.3.8,50,юридична особа,поточний рахунок,ЗА ЖИТТЯ!,Центральний офіс,21709375,26006799976560,Україна,5,2017
2017-10-02,"ПАТ КБ ""Правекс-банк""",договір № 1375 2000-01-12р.,"ПАТ КБ ""Правекс-банк""",14360920,смт Тростянець,Списання комісії за РКО неактивного рахунку за березень 2017р. Згідно дог № 1375 від 2000-01-12р. Без ПДВ,3.3.8,50,юридична особа,поточний рахунок,ЗА ЖИТТЯ!,Центральний офіс,21709375,26006799976560,Україна,5,2017
2017-04-05,"ПАТ КБ ""Правекс-банк""",п/д №1 від 2017-04-05,"Асоціація ""Українсько-Ізраїльська торгова палата""",23153841,"м. Київ, вул. Мечникова, буд. 14/1","оренда приміщення згідно договору № 54 від 2016-10-03р., в т.ч. ПДВ - 400,00 грн.",3.3.2,2400,юридична особа,поточний рахунок,ЗА ЖИТТЯ!,Центральний офіс,21709375,26006799976560,Україна,5,2017
2017-05-03,"ПАТ КБ ""Правекс-банк""",Дог. №1375 від 2000-01-12р.,"ПАТ КБ ""Правекс-банк""",14360920,смт Тростянець,плата за РКО щомісячна абонплата за розрахункове обслуговування згідно п. 4.1 дог. №1375 від 2000-01-12р без ПДВ,3.3.8,150,юридична особа,поточний рахунок,ЗА ЖИТТЯ!,Центральний офіс,21709375,26006799976560,Україна,5,2017
2017-06-16,"ПАТ КБ ""Правекс-банк""",Дог. №1375 від 2000-01-12р.,"ПАТ КБ ""Правекс-банк""",14360920,смт Тростянець,Оплата комісії за зміну КЗПП 1 шт. зг п 4.1 договору на РКО. Без ПДВ,3.3.8,20,юридична особа,поточний рахунок,ЗА ЖИТТЯ!,Центральний офіс,21709375,26006799976560,Україна,5,2017
2017-06-27,"ПАТ КБ ""Правекс-банк""",п/д №3 від 2017-06-27,"Асоціація ""Українсько-Ізраїльська торгова палата""",23153841,"м. Київ, вул. Мечникова, буд. 14/1","оренда приміщення згідно договору № 54 від 2016-10-03р., в т.ч. ПДВ - 266,67 грн.",3.3.2,1600,юридична особа,поточний рахунок,ЗА ЖИТТЯ!,Центральний офіс,21709375,26002700419742,Україна,5,2017
2017-07-03,"ПАТ КБ ""Правекс-банк""",Дог. №1375 від 2000-01-12р.,"ПАТ КБ ""Правекс-банк""",14360920,смт Тростянець,плата за РКО щомісячна абонплата за розрахункове обслуговування згідно п. 4.1 дог. №1375 від 2000-01-12р без ПДВ,3.3.8,150,юридична особа,поточний рахунок,ЗА ЖИТТЯ!,Центральний офіс,21709375,26006799976560,Україна,5,2017
2017-07-03,"ПАТ КБ ""Правекс-банк""",дог № 26002700419742 від 2017-06-13р.,"ПАТ КБ ""Правекс-банк""",14360920,смт Тростянець,Плата за РКО: щомісячна абонплата за розрахункове обслуговування згідно з п. 4.1. дог № 26002700419742 від 2017-06-13р. Без ПДВ,3.3.8,150,юридична особа,поточний рахунок,ЗА ЖИТТЯ!,Центральний офіс,21709375,26002700419742,Україна,5,2017
2017-08-14,"ПАТ КБ ""Правекс-банк""",п/д №1 від 2017-08-14,"Асоціація ""Українсько-Ізраїльська торгова палата""",23153841,"м. Київ, вул. Мечникова, буд. 14/1","оренда приміщення згідно договору № 54 від 2016-10-03р., в т.ч. ПДВ - 400,00 грн.",3.3.2,2400,юридична особа,поточний рахунок,ЗА ЖИТТЯ!,Центральний офіс,21709375,26002700419742,Україна,5,2017
