Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"АБ""УКРГАЗБАНК""",Поточний рахунок,UA653204780000026008924893836,805.03,СИЛА І ЧЕСТЬ,Івано-Франківська обласна організація,34077542,Івано-Франківська обл.,2021-12-31,4,2021
ФХАРКIВСЬКЕ ОБЛАСНЕ У АТОЩАД М.ХАРКIВ,Поточний рахунок,UA453518230000026002300736507,2073.71,СИЛА І ЧЕСТЬ,Харківська обласна організація,33291780,Харківська обл.,2021-12-31,4,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA683052990000026004044919059,9561.00,СИЛА І ЧЕСТЬ,Одеська обласна організація,33386279,Одеська обл.,2021-12-31,4,2021
"АТ КБ ""ПриватБанк""",Поточний рахунок,UA773052990000026008026401655,39.00,СИЛА І ЧЕСТЬ,Хмельницька обласна організація,43795837,Хмельницька обл.,2021-12-31,4,2021
"АТ КБ ""ПриватБанк""",Поточний рахунок,UA593052990000026002036400749,0.00,СИЛА І ЧЕСТЬ,Хмельницька обласна організація,43795837,Хмельницька обл.,2021-12-31,4,2021
АТ КБ Приватбанк,Поточний рахунок,UA083052990000026002031025345,30000.00,СИЛА І ЧЕСТЬ,Львівська обласна організація,33981638,Львівська обл.,2021-12-31,4,2021
"АБ ""Південний""",Поточний рахунок,UA643282090000026003000012515,9021.00,СИЛА І ЧЕСТЬ,Кіровоградська обласна організація,33962971,Кіровоградська обл.,2021-12-31,4,2021
"Вінницька філія АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA393026890000026007055372143,18133.21,СИЛА І ЧЕСТЬ,Вінницька регіональна організація політичної партії СИЛА І ЧЕСТЬ,33966173,Вінницька обл.,2021-12-31,4,2021
АТ КБ Приватбанк,Поточний рахунок,UA333052990000026007050538506,31321.28,СИЛА І ЧЕСТЬ,Дніпропетровська обласна організація,43820695,Дніпропетровська обл.,2021-12-31,4,2021
"АБ ""УКРГАЗБАНК""",Поточний рахунок,UA343204780000026001924893662,81061.90,СИЛА І ЧЕСТЬ,Волинська обласна організація,33381532,Волинська обл.,2021-12-31,4,2021
"АТ ""Укрексімбанк""",Поточний рахунок,UA113223130000026005000045636,50295.23,СИЛА І ЧЕСТЬ,Сумська обласна організація,43810933,Сумська обл.,2021-12-31,4,2021
"АТ ""УКРЕКСІМБАНК""",Поточний рахунок,UA443223130000026005000045915,0.71,СИЛА І ЧЕСТЬ,Закарпатська регіональна організація політичної партії СИЛА І ЧЕСТЬ,33985386,Закарпатська обл.,2021-12-31,4,2021
"АТ ""Ощадбанк""",Поточний рахунок,UA833226690000026009301688170,1137.30,СИЛА І ЧЕСТЬ,Київська міська організація,43778002,м.Київ,2021-12-31,4,2021
АТ Ощадбанк,Поточний рахунок,UA643226690000026006300735492,8591.54,СИЛА І ЧЕСТЬ,Київська обласна організація,43822100,Київська обл.,2021-12-31,4,2021
"АТ ""Ощадбанк""",Поточний рахунок,UA433226690000026006300663605,3823.26,СИЛА І ЧЕСТЬ,Центральний офіс,33308363,Україна,2021-12-31,4,2021
"АТ ""Укрексімбанк""",Поточний рахунок,UA473223130000026003000042534,188109.53,СИЛА І ЧЕСТЬ,Центральний офіс,33308363,Україна,2021-12-31,4,2021
