Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"АТ КБ ""ПриватБанк""",Поточний рахунок,UA113052990000026003031009058,906.49,ЗА МАЙБУТНЄ,ЛЬВІВСЬКА ОБЛАСНА організація,36659966,Львівська обл.,2023-12-31,4,2023
"АТ КБ ""ПриватБанк""",Поточний рахунок,UA353052990000026046001001087,0.00,ЗА МАЙБУТНЄ,ЛЬВІВСЬКА ОБЛАСНА організація,36659966,Львівська обл.,2023-12-31,4,2023
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA593133990000026000060757363,55.93,ЗА МАЙБУТНЄ,ЗАПОРІЗЬКА ОБЛАСНА організація,37020829,Запорізька обл.,2023-12-31,4,2023
"АТ КБ ""Приватбанк""",Поточний рахунок,UA693052990000026001026101725,14800.11,ЗА МАЙБУТНЄ,ВІННИЦЬКА ОБЛАСНА організація,36474205,Вінницька обл.,2023-12-31,4,2023
"відділення №2 Акціонерне товариство ""Перший Український Міжнародний банк"" в м.Кременчук",Поточний рахунок,UA483348510000000026007125937,913080.47,ЗА МАЙБУТНЄ,ПОЛТАВСЬКА ОБЛАСНА організація,36454702,Полтавська обл.,2023-12-31,4,2023
"ТВБВ№10016/0200 філія Полтавського обласного управління АТ ""Ощадбанк""",Поточний рахунок,UA613314670000026006300722362,0.00,ЗА МАЙБУТНЄ,ПОЛТАВСЬКА ОБЛАСНА організація,36454702,Полтавська обл.,2023-12-31,4,2023
"АТ КБ ""ПРИВАТ БАНК""",Поточний рахунок,UA193052990000026008005503176,147108.91,ЗА МАЙБУТНЄ,ІВАНО-ФРАНКІВСЬКА ОБЛАСНА організація,36732616,Івано-Франківська обл.,2023-12-31,4,2023
"АКЦІОНЕРНЕ ТОВАРИСТВО ""ПЕРШИЙ УКРАЇНСЬКИЙ МІЖНАРОДНИЙ БАНК""",Поточний рахунок,UA603348510000000026000126201,1159.40,ЗА МАЙБУТНЄ,ЧЕРКАСЬКА ОБЛАСНА організація,37551945,Черкаська обл.,2023-12-31,4,2023
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA863052990000026003031103738,15037.94,ЗА МАЙБУТНЄ,ХЕРСОНСЬКА ОБЛАСНА організація,37631480,Херсонська обл.,2023-12-31,4,2023
"ПАТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA673515330000026005052167090,71012.00,ЗА МАЙБУТНЄ,ХАРКІВСЬКА ОБЛАСНА організація,36818462,Харківська обл.,2023-12-31,4,2023
АТ «ОЩАДБАНК»,Поточний рахунок,UA313288450000026001300676660,98900.70,ЗА МАЙБУТНЄ,ОДЕСЬКА ОБЛАСНА організація,36612687,Одеська обл.,2023-12-31,4,2023
Миколаївське РУ АТ КБ Приватбанк у м.Миколаїв,Поточний рахунок,UA943052990000026005041710670,0.00,ЗА МАЙБУТНЄ,МИКОЛАЇВСЬКА ОБЛАСНА організація,37518211,Миколаївська обл.,2023-12-31,4,2023
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA053052990000026008035102202,408498.00,ЗА МАЙБУТНЄ,КІРОВОГРАДСЬКА ОБЛАСНА організація,37529862,Кіровоградська обл.,2023-12-31,4,2023
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA233052990000026004045005520,0.00,ЗА МАЙБУТНЄ,КИЇВСЬКА МІСЬКА організація,36757337,м.Київ,2023-12-31,4,2023
"АКЦIОНЕРНЕ ТОВАРИСТВО ""ПЕРШИЙ УКРАЇНСЬКИЙ МIЖНАРОДНИЙ БАНК"" МФО 334851",Поточний рахунок,UA793348510000000026005125627,0.00,ЗА МАЙБУТНЄ,ДНІПРОПЕТРОВСЬКА ОБЛАСНА організація,36639798,Дніпропетровська обл.,2023-12-31,4,2023
"АТ ""БАНК ІНВЕСТИЦІЙ ТА ЗАОЩАДЖЕНЬ""",Поточний рахунок,UA623802810000026003024429001,2357.17,ЗА МАЙБУТНЄ,КИЇВСЬКА ОБЛАСНА організація,35089318,Київська обл.,2023-12-31,4,2023
АТ КБ Приватбанк,Поточний рахунок,UA053052990000026007043304071,4516.26,ЗА МАЙБУТНЄ,ТЕРНОПІЛЬСЬКА ОБЛАСНА організація,36721143,Тернопільська обл.,2023-12-31,4,2023
"АТ ""УКРЕКСІМБАНК""",Поточний рахунок,UA933223130000026005000045227,0.00,ЗА МАЙБУТНЄ,ЖИТОМИРСЬКА ОБЛАСНА організація,36681991,Житомирська обл.,2023-12-31,4,2023
"ПуАТ ""КБ""АКОРДБАНК""",Поточний рахунок,UA403806340000026005167150001,25989.34,ЗА МАЙБУТНЄ,ХМЕЛЬНИЦЬКА ОБЛАСНА організація,43556485,Хмельницька обл.,2023-12-31,4,2023
