Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"АТ ""Укрсиббанк""",поточний рахунок,26006530146200,"155872,29","Об'єднання ""Самопоміч""",Центральний офіс,38558365,Україна,2017-03-31,1,2017
"АБ ""Укргазбанк""",поточний рахунок,26045903290725,0,"Об'єднання ""Самопоміч""",Центральний офіс,38558365,Україна,2017-03-31,1,2017
"АБ ""Укргазбанк""",рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності,26008924418040,"9317781,13","Об'єднання ""Самопоміч""",Центральний офіс,38558365,Україна,2017-03-31,1,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003055805103,0,"Об'єднання ""Самопоміч""",Баранівська районна організація,39915995,Житомирська область,2017-03-31,1,2017
"АТ ""Ощадбанк""",поточний рахунок,26000171311565,"17,71","Об'єднання ""Самопоміч""",Барська районна організація,39919455,Вінницька область,2017-03-31,1,2017
"АТ ""Ощадбанк""",поточний рахунок,26008301906419,0,"Об'єднання ""Самопоміч""",Бердичівська міська організація,40012509,Житомирська область,2017-03-31,1,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001055325259,"11080,58","Об'єднання ""Самопоміч""",Вінницька міська організація,39916686,Вінницька область,2017-03-31,1,2017
"АБ ""Укргазбанк""",поточний рахунок,260099244192539,0,"Об'єднання ""Самопоміч""",Вінницька міська організація,39916686,Вінницька область,2017-03-31,1,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007055327455,"431,54","Об'єднання ""Самопоміч""",Вінницька обласна організація,39983473,Вінницька область,2017-03-31,1,2017
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002055509934,"53633,07","Об'єднання ""Самопоміч""",Волинська обласна організація,39923587,Волинська область,2017-03-31,1,2017
"АБ ""Укргазбанк""",поточний рахунок,26000924419122,0,"Об'єднання ""Самопоміч""",Волинська обласна організація,39923587,Волинська область,2017-03-31,1,2017
