Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
ПАТ КБ Приватбанк,Поточний рахунок,UA913515330000026002052101576,1423.38,НАЦІОНАЛЬНИЙ КОРПУС,Харківська обласна організація,41974426,Харківська обл.,2021-12-31,4,2021
"ПАТ КБ ""Приватбанк""",Поточний рахунок,UA283052990000026005041605934,3259.35,НАЦІОНАЛЬНИЙ КОРПУС,Черкаська обласна організація,41746547,Черкаська обл.,2021-12-31,4,2021
"ПАТ КБ ""Приватбанк""",Поточний рахунок,UA793052990000026004006300736,50.95,НАЦІОНАЛЬНИЙ КОРПУС,Чернігівська обласна організація,42037923,Чернігівська обл.,2021-12-31,4,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA063562820000026001051508404,0.00,НАЦІОНАЛЬНИЙ КОРПУС,Чернівецька обласна організація,41855291,Чернівецька обл.,2021-12-31,4,2021
ПАТ КБ Приватбанк,Поточний рахунок,UA523524790000026001052216598,98.00,НАЦІОНАЛЬНИЙ КОРПУС,Херсонська обласна організація,41934865,Херсонська обл.,2021-12-31,4,2021
"АТ КБ "" Приватанк""",Поточний рахунок,UA143052990000026005050006386,9243.80,НАЦІОНАЛЬНИЙ КОРПУС,Дніпропетровська обласна організація,41969217,Дніпропетровська обл.,2021-12-31,4,2021
"АТ КБ "" Приватбанк""",Поточний рахунок,UA763355480000026001053622403,3614.00,НАЦІОНАЛЬНИЙ КОРПУС,Донецька обласна організація,41961616,Донецька обл.,2021-12-31,4,2021
"АТ КБ "" Приватбанк""",Поточний рахунок,UA193366770000026005052526721,103.86,НАЦІОНАЛЬНИЙ КОРПУС,Івано-Франківська обласна організація,41899805,Івано-Франківська обл.,2021-12-31,4,2021
"ПАТ КБ ""Приватбанк""",Поточний рахунок,UA323206490000026000052680114,10420.92,НАЦІОНАЛЬНИЙ КОРПУС,Київська обласна організація,41744686,Київська обл.,2021-12-31,4,2021
"АТ КБ "" Приватбанк""",Поточний рахунок,UA063052990000026004041012142,7552.92,НАЦІОНАЛЬНИЙ КОРПУС,Львівська обласна організація,41719644,Львівська обл.,2021-12-31,4,2021
"ПАТ КБ ""Приватбанк""",Поточний рахунок,UA143287040000026009054204419,748.09,НАЦІОНАЛЬНИЙ КОРПУС,Одеська обласна організація,41923408,Одеська обл.,2021-12-31,4,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA483375460000026001055026384,13982.00,НАЦІОНАЛЬНИЙ КОРПУС,Сумська обласна організація,41748319,Сумська обл.,2021-12-31,4,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA243052990000026002006407233,41.32,НАЦІОНАЛЬНИЙ КОРПУС,Житомирська обласна організація,41833896,Житомирська обл.,2021-12-31,4,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA663133990000026006055727777,2061.64,НАЦІОНАЛЬНИЙ КОРПУС,Запорізька обласна організація,41786580,Запорізька обл.,2021-12-31,4,2021
"АТ КБ ""ПРИВАТБАНК""",Поточний рахунок,UA853333910000026009054732331,7537.81,НАЦІОНАЛЬНИЙ КОРПУС,Рівненська обласна організація,41854413,Рівненська обл.,2021-12-31,4,2021
"АТ ""ОТП Банк""",Поточний рахунок,UA333005280000026009455029617,6723.25,НАЦІОНАЛЬНИЙ КОРПУС,Центральний офіс,40214321,Україна,2021-12-31,4,2021
