Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік,
ПАТ “МІБ”,поточний рахунок,26006020316815,"161971,12",Європейська солідарність,Центральний офіс,21715714,Україна,2017-03-31,1,2017,
ПАТ “МІБ”,поточний рахунок,26102010316815,860000,Європейська солідарність,Центральний офіс,21715714,Україна,2017-03-31,1,2017,депозитний рахунок
ПАТ “МІБ”,рахунок для отримання коштів з Державного бюджету України на фінансування статутної діяльності,26007030316815,"5804621,11",Європейська солідарність,Центральний офіс,21715714,Україна,2017-03-31,1,2017,
ПАТ КБ “Приватбанк”,поточний рахунок,26009054713048,"2439,26",Європейська солідарність,Рівненська обласна організація,39757256,Рівненська область,2017-03-31,1,2017,
ПАТ КБ “Приватбанк”,поточний рахунок,26009055016910,"193,92",Європейська солідарність,Сумська обласна організація,39587135,Сумська область,2017-03-31,1,2017,
ПАТ КБ “Приватбанк”,поточний рахунок,26009055114295,"222095,41",Європейська солідарність,Тернопільська обласна організація,39614425,Тернопільська область,2017-03-31,1,2017,
ПАТ “Укрсоцбанк”,поточний рахунок,26001011576381,"64161,93",Європейська солідарність,Хмельницька обласна організація,39545645,Хмельницька область,2017-03-31,1,2017,
АБ “Укргазбанк”,поточний рахунок,26001266059,"62377,14",Європейська солідарність,Херсонська обласна організація,39438699,Херсонська область,2017-03-31,1,2017,
ПАТ “Мегабанк”,поточний рахунок,2600912063,"28146,14",Європейська солідарність,Харківська обласна організація,39740347,Харківська область,2017-03-31,1,2017,
ПАТ “Мегабанк”,поточний рахунок,2600420063,"266,9",Європейська солідарність,Харківська обласна організація,39740347,Харківська область,2017-03-31,1,2017,картковий рахунок
АТ “Ощадбанк”,поточний рахунок,26002001135423,0,Європейська солідарність,Черкаська обласна організація,39602603,Черкаська область,2017-03-31,1,2017,
ПАТ КБ “Приватбанк”,поточний рахунок,26000021523322,"739,06",Європейська солідарність,Черкаська обласна організація,39602603,Черкаська область,2017-03-31,1,2017,
АБ “Укргазбанк”,поточний рахунок,26001266565,"4287,79",Європейська солідарність,Чернівецька обласна організація,39692702,Чернівецька область,2017-03-31,1,2017,
ПАТ “Укрсоцбанк”,поточний рахунок,26006011627020,"10530,8",Європейська солідарність,Чернігівська обласна організація,39742680,Чернігівська область,2017-03-31,1,2017,
АБ “Укргазбанк”,поточний рахунок,26004924417302,0,Європейська солідарність,Білопільська районна організація,39813336,Сумська область,2017-03-31,1,2017,
ПАТ КБ “Приватбанк”,поточний рахунок,26006010004725,0,Європейська солідарність,Волинська обласна організація,39402400,Волинська область,2017-03-31,1,2017,
ПАТ “МІБ”,поточний рахунок,26003010318161,"17641,56",Європейська солідарність,Вінницька обласна організація,39508645,Вінницька область,2017-03-31,1,2017,
ПАТ “МІБ”,поточний рахунок,26100010318161,143000,Європейська солідарність,Вінницька обласна організація,39508645,Вінницька область,2017-03-31,1,2017,депозитний рахунок
ПАТ КБ “Приватбанк”,рахунок виборчого фонду політичної партії,26430055300458,0,Європейська солідарність,Вінницька обласна організація,39508645,Вінницька область,2017-03-31,1,2017,поточний
