Вид фінансових зобовʼязань,Дата виникнення,Сума (вартість) зобовʼязання на момент виникнення,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Місце проживання (для фіз. осіб)/Юридична адреса (для юр. осіб),Сума (вартість) на кінець звітного періоду грн,Тип особи,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Квартал,Рік
комісія за користування пакетом банківських послуг,06.01.2021,98.83,"Акціонерне товариство ""Райффайзен Банк Аваль""",14305909,м. Київ вул. Генерала Алмазова буд. 4А,0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Хмельницька обласна організація,39948512,Хмельницька область,4,2021
комісія за користування пакетом банківських послуг,06.01.2021,150.0,"Акціонерне товариство ""Райффайзен Банк Аваль""",14305909,м. Київ вул. Генерала Алмазова буд. 4А,0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Хмельницька обласна організація,39948512,Хмельницька область,4,2021
комісія за користування пакетом банківських послуг,28.01.2021,150.0,"Акціонерне товариство ""Райффайзен Банк Аваль""",14305909,м. Київ вул. Генерала Алмазова буд. 4А,0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Хмельницька обласна організація,39948512,Хмельницька область,4,2021
грошова застава ,19.02.2021,3600.0,Закупненська селищна тимчасова виборча комісія,43782236,"Хмельницька обл., Камянець Подільський р-н, село Закупне вул. Центральна буд. 9А",0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Хмельницька обласна організація,39948512,Хмельницька область,4,2021
грошова застава ,19.02.2021,4800.0,Сахновецька сільська виборча комісія,43782236,"Хмельницька обл., Хмельницький р-н, село Сахнівці",0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Хмельницька обласна організація,39948512,Хмельницька область,4,2021
комісія за користування пакетом банківських послуг,25.02.2021,6.0,"Акціонерне товариство ""Райффайзен Банк Аваль""",14305909,м. Київ вул. Генерала Алмазова буд. 4А,0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Хмельницька обласна організація,39948512,Хмельницька область,4,2021
комісія за користування пакетом банківських послуг,25.02.2021,150.0,"Акціонерне товариство ""Райффайзен Банк Аваль""",14305909,м. Київ вул. Генерала Алмазова буд. 4А,0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Хмельницька обласна організація,39948512,Хмельницька область,4,2021
комісія за користування пакетом банківських послуг,30.03.2021,0.23,"Акціонерне товариство ""Райффайзен Банк Аваль""",14305909,м. Київ вул. Генерала Алмазова буд. 4А,0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Хмельницька обласна організація,39948512,Хмельницька область,4,2021
комісія за користування пакетом банківських послуг,31.03.2021,149.77,"Акціонерне товариство ""Райффайзен Банк Аваль""",14305909,м. Київ вул. Генерала Алмазова буд. 4А,0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Хмельницька обласна організація,39948512,Хмельницька область,4,2021
виготовлення електронного підпису,26.04.2021,1932.0,"Товариство з обмеженою відповідальністю ""Центр сертифікації ключів Україна""",36865753,м. Київ вул. Ірпінська буд. 1,0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Хмельницька обласна організація,39948512,Хмельницька область,4,2021
